ambit,teleconnexio,variable,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,subregio,estacio,periode,pearson_q_fdr,spearman_q_fdr,significatiu_fdr_005
estacio_periode,wemo,vent_u10,120,0.7610827959237862,6.290147235555991e-24,0.7232933058354863,1.0638445439694957e-20,0.7610827959237862,0.7232933058354863,,Winter,2011-2020,6.621207616374727e-22,9.118667519738536e-19,True
subregio_estacio,nao,pressio_nivell_mar,120,0.7609694452172275,6.4450776251807495e-24,0.7670462735504084,1.715133824855397e-24,0.7609694452172275,0.7670462735504084,Llevant_Iberic,Autumn,,6.667321681221465e-22,2.2868450998071955e-22,True
estacio_periode,nao,pressio_nivell_mar,120,0.7524082356199469,3.8977245710216495e-23,0.7446062922675342,1.8872965269052035e-22,0.7524082356199469,0.7446062922675342,,Summer,1991-2000,3.9637876993440505e-21,1.91928460363241e-20,True
subregio_estacio,nao,pressio_nivell_mar,120,0.748669972168467,8.359427853611553e-23,0.7242295339228624,8.982715089339102e-21,0.748669972168467,0.7242295339228624,Mediterrani_Central_Occidental,Winter,,8.222388052732676e-21,7.811056599425306e-19,True
estacio,nao,pressio_nivell_mar,480,0.7484116442747171,2.7799116646725763e-87,0.7199733262709693,7.485003840815065e-78,0.7484116442747171,0.7199733262709693,,Winter,,5.559823329345152e-84,8.982004608978077e-75,True
subregio_periode,nao,pressio_nivell_mar,120,0.7478877991558837,9.789786059962668e-23,0.7690015835394717,1.1106608981711211e-24,0.7478877991558837,0.7690015835394717,Llevant_Iberic,,1991-2000,9.473986509641291e-21,1.570087575052677e-22,True
subregio_estacio,wemo,vent_u10,120,0.7388772737945083,5.797605883002657e-22,0.7577333910387148,1.2837045155251553e-23,0.7388772737945083,0.7577333910387148,Catalunya_Balears,Spring,,5.521529412383482e-20,1.426338350583506e-21,True
estacio_periode,wemo,vent_u10,120,0.7387062986506604,5.992369599586828e-22,0.7116145912999505,8.29374290903036e-20,0.7387062986506604,0.7116145912999505,,Winter,1981-1990,5.617846499612652e-20,6.379802237715662e-18,True
subregio_estacio,wemo,vent_u10,120,0.7350615930299127,1.2046396876848487e-21,0.7255579114288,7.057388694192061e-21,0.7350615930299127,0.7255579114288,Golf_Lleo,Autumn,,1.0787818098670287e-19,6.227107671345937e-19,True
subregio_periode,nao,pressio_nivell_mar,120,0.7344841162747295,1.3441516944594836e-21,0.7626399422909763,4.496729464788053e-24,0.7344841162747295,0.7626399422909763,Catalunya_Balears,,1991-2000,1.186016200993662e-19,5.620911830985066e-22,True
estacio_periode,wemo,vent_u10,120,0.7331750389311436,1.7213714692423667e-21,0.7550847010836916,2.238315469318031e-23,0.7331750389311436,0.7550847010836916,,Spring,2001-2010,1.4968447558629276e-19,2.4417986938014885e-21,True
estacio_periode,wemo,vent_u10,120,0.7315403656748266,2.3395707238051154e-21,0.734640415418391,1.3049070348722333e-21,0.7315403656748266,0.734640415418391,,Winter,1991-2000,2.005346334690099e-19,1.3049070348722333e-19,True
estacio_periode,nao,pressio_nivell_mar,120,0.7294596978100748,3.446300767232056e-21,0.7285250138105795,4.0965133325480815e-21,0.7294596978100748,0.7285250138105795,,Autumn,1991-2000,2.9123668455482165e-19,3.7241030295891654e-19,True
estacio,wemo,vent_u10,480,0.7283673837797724,1.6426624667677584e-80,0.7207737260656498,4.2159796867301136e-78,0.7283673837797724,0.7207737260656498,,Winter,,2.4639937001516376e-77,6.32396953009517e-75,True
subregio_periode,wemo,vent_u10,120,0.7255196721918137,7.106706241668446e-21,0.7191414301326967,2.2341165980111796e-20,0.7255196721918137,0.7191414301326967,Golf_Lleo,,1991-2000,5.922255201390372e-19,1.7637762615877734e-18,True
estacio_periode,nao,pressio_nivell_mar,120,0.7249279591090846,7.914107780665829e-21,0.7960585056568432,1.68968109387134e-27,0.7249279591090846,0.7960585056568432,,Autumn,2011-2020,6.504746121095202e-19,2.8161351564522333e-25,True
subregio_estacio,wemo,vent_u10,120,0.7226188770661389,1.2012069834066812e-20,0.6865111888526886,4.942259554423055e-18,0.7226188770661389,0.6865111888526886,Golf_Lleo,Spring,,9.739516081675794e-19,3.294839702948703e-16,True
subregio_periode,wemo,vent_u10,120,0.71569361689893,4.095664454796681e-20,0.6801404334509785,1.3072603218620667e-17,0.71569361689893,0.6801404334509785,Mediterrani_Central_Occidental,,1991-2000,3.2334193064184324e-18,8.344214820396171e-16,True
