ambit,teleconnexio,fase_a,fase_b,variable,n_a,n_b,mean_a,mean_b,diff_b_minus_a,cohens_d,mannwhitney_p,abs_diff,abs_d,subregio,estacio,periode,mannwhitney_q_fdr
periode,wemo,Negative,Positive,vent_u10,236,124,-0.010709068111228808,2.180360737741935,2.191069805853164,2.088482414493105,1.685981297043084e-41,2.191069805853164,2.088482414493105,,,2011-2020,6.069532669355103e-39
subregio_estacio,wemo,Negative,Positive,velocitat_vent,33,43,1.551572183030303,3.267561904651163,1.71598972162086,2.0624847299109947,2.1423366841865101e-10,1.71598972162086,2.0624847299109947,Catalunya_Balears,Winter,,4.870997092466171e-09
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,66,32,1015.459676060606,1019.4535884375,3.993912376894059,2.0621472274280803,1.4462805651661108e-12,3.993912376894059,2.0621472274280803,Llevant_Iberic,Autumn,,4.59406767758647e-11
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,66,32,1014.6292962121211,1018.5264684375,3.897172225378881,1.9844670020304749,2.1175559559724506e-12,3.897172225378881,1.9844670020304749,Mediterrani_Central_Occidental,Autumn,,6.352667867917352e-11
subregio,wemo,Negative,Positive,vent_u10,170,145,0.263364200495,2.4780857653793102,2.2147215648843104,1.9591106249954613,5.615345784853268e-38,2.2147215648843104,1.9591106249954613,Mediterrani_Central_Occidental,,,1.5161433619103824e-35
subregio_periode,wemo,Negative,Positive,vent_u10,30,47,0.16488496000000002,2.2095615168085105,2.0446765568085103,1.93370150700832,2.369385141057031e-10,2.0446765568085103,1.93370150700832,Mediterrani_Central_Occidental,,1991-2000,5.276156602766172e-09
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,66,32,1014.9887039393941,1019.20246125,4.213757310605956,1.8817467698049228,5.8779886594776364e-12,4.213757310605956,1.8817467698049228,Catalunya_Balears,Autumn,,1.6277507057014994e-10
subregio_periode,wemo,Negative,Positive,vent_u10,59,31,-0.35893755600000005,2.03358185,2.392519406,1.8805131449156312,3.6944522709493135e-10,2.392519406,1.8805131449156312,Llevant_Iberic,,2011-2020,7.823545985539722e-09
estacio,nao,Negative,Positive,pressio_nivell_mar,264,128,1015.1267493939395,1019.1865128125,4.059763418560578,1.875786462211255,3.1112411025615055e-42,4.059763418560578,1.875786462211255,,Autumn,,1.3440561563065704e-39
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,44,53,1014.2747904545456,1020.0070328301887,5.732242375643068,1.8547367267589674,1.4162329090474678e-13,5.732242375643068,1.8547367267589674,Llevant_Iberic,,1991-2000,5.4626126491830895e-12
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,44,53,1013.9802715909092,1019.5636952830188,5.583423692109591,1.8395095245300164,2.436917677532478e-13,5.583423692109591,1.8395095245300164,Catalunya_Balears,,1991-2000,8.772903639116922e-12
subregio_estacio,wemo,Negative,Positive,vent_u10,46,34,-0.2771794623695652,1.3403239773235294,1.6175034396930945,1.8383319522083816,4.0210615224859106e-10,1.6175034396930945,1.8383319522083816,Catalunya_Balears,Autumn,,8.43251736754327e-09
subregio_periode,wemo,Negative,Positive,vent_u10,35,38,0.1484230683285714,2.3269794486842104,2.178556380355639,1.8356397588324627,4.569255782896701e-10,2.178556380355639,1.8356397588324627,Mediterrani_Central_Occidental,,1981-1990,9.48999277986238e-09
subregio_estacio,wemo,Negative,Positive,velocitat_vent,46,34,1.3111519832608698,2.8474721411764707,1.536320157915601,1.8055235621329122,5.71219379839666e-09,1.536320157915601,1.8055235621329122,Mediterrani_Central_Occidental,Autumn,,9.792332225822845e-08
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,28,69,1014.7517471428572,1021.8699611594204,7.118214016563229,1.7997695775569162,4.920689750836664e-10,7.118214016563229,1.7997695775569162,Catalunya_Balears,Winter,,1.0027065907365278e-08
estacio,wemo,Negative,Positive,vent_u10,192,136,0.044886619612239574,1.659621621227941,1.6147350016157016,1.7567114270854125,2.827241249199639e-36,1.6147350016157016,1.7567114270854125,,Spring,,6.785378998079133e-34
periode,nao,Negative,Positive,pressio_nivell_mar,176,212,1014.1087747727271,1019.393379764151,5.284604991423862,1.746211054550976,6.243093241631247e-46,5.284604991423862,1.746211054550976,,,1991-2000,4.495027133974498e-43
subregio_estacio,wemo,Negative,Positive,vent_u10,48,34,0.1510163488125,1.1120512287352942,0.9610348799227941,1.7409445983917091,6.841876966538837e-10,0.9610348799227941,1.7409445983917091,Golf_Lleo,Spring,,1.3558214906168703e-08
subregio_estacio,wemo,Negative,Positive,vent_u10,33,43,0.17984312893636364,2.1691077950000004,1.9892646660636368,1.7403120694344023,7.723511506373714e-09,1.9892646660636368,1.7403120694344023,Llevant_Iberic,Winter,,1.2932391359509475e-07
subregio_periode,wemo,Negative,Positive,vent_u10,59,31,0.1825993610677966,1.2375902296774195,1.054990868609623,1.72536726126177,6.592679664700745e-11,1.054990868609623,1.72536726126177,Golf_Lleo,,2011-2020,1.5478465299732184e-09
estacio,nao,Negative,Positive,pressio_nivell_mar,112,276,1014.9995570535715,1021.8178316304347,6.818274576863246,1.7234437397504991,1.937821044780214e-33,6.818274576863246,1.7234437397504991,,Winter,,3.488077880604385e-31
periode,wemo,Negative,Positive,velocitat_vent,236,124,1.1221630080084743,2.6957422078225797,1.5735791998141053,1.7196255663272342,1.1342466388511964e-29,1.5735791998141053,1.7196255663272342,,,2011-2020,1.3610959666214357e-27
subregio_estacio,wemo,Negative,Positive,velocitat_vent,48,34,1.3359863760416666,2.8261259764705886,1.490139600428922,1.718804368819371,2.3429680147576524e-09,1.490139600428922,1.718804368819371,Mediterrani_Central_Occidental,Spring,,4.2527822788878396e-08
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,66,32,1015.4293213636362,1019.563533125,4.134211761363872,1.7065801093761244,7.832231883488368e-11,4.134211761363872,1.7065801093761244,Golf_Lleo,Autumn,,1.819099018100524e-09
subregio_periode,wemo,Negative,Positive,vent_u10,35,38,-0.34782966717142855,1.3011657743684213,1.6489954415398498,1.7026087200939626,7.447762305745877e-09,1.6489954415398498,1.7026087200939626,Catalunya_Balears,,1981-1990,1.2568098890946167e-07
subregio,wemo,Negative,Positive,vent_u10,170,145,0.07351073226941175,1.1345501817310346,1.0610394494616229,1.6865644147864112,3.327702049552376e-33,1.0610394494616229,1.6865644147864112,Golf_Lleo,,,5.134168876452237e-31
subregio_estacio,wemo,Negative,Positive,vent_u10,43,34,-1.3185654006976746,-0.37696510435294117,0.9416002963447334,1.6761110495850564,1.5707432675653829e-09,0.9416002963447334,1.6761110495850564,Llevant_Iberic,Summer,,2.950265615601067e-08
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,44,53,1014.325268181818,1019.4547398113208,5.129471629502746,1.6682698885103213,3.9689023908319525e-12,5.129471629502746,1.6682698885103213,Golf_Lleo,,1991-2000,1.1280038373943444e-10
subregio,wemo,Negative,Positive,vent_u10,170,145,-0.20087175910411767,1.394312592724138,1.5951843518282556,1.661565521926959,3.4991238862863104e-29,1.5951843518282556,1.661565521926959,Catalunya_Balears,,,3.599098854465919e-27
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,28,69,1014.2273407142857,1020.6563055072464,6.428964792960755,1.6300995645051166,3.3976954092068897e-09,6.428964792960755,1.6300995645051166,Mediterrani_Central_Occidental,Winter,,6.015591872038428e-08
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,44,53,1013.8547688636368,1018.5480511320753,4.6932822684385656,1.6295154873659714,5.125626541154378e-12,4.6932822684385656,1.6295154873659714,Mediterrani_Central_Occidental,,1991-2000,1.437838094661488e-10
subregio_periode,wemo,Negative,Positive,vent_u10,35,38,0.015735120114285718,1.099346910789474,1.0836117906751883,1.5910315032978541,6.09076065377606e-08,1.0836117906751883,1.5910315032978541,Golf_Lleo,,1981-1990,8.949689123915844e-07
subregio_periode,wemo,Negative,Positive,vent_u10,46,29,0.32967276800869566,2.261214511724138,1.9315417437154423,1.5903949860116935,8.409404120109637e-08,1.9315417437154423,1.5903949860116935,Mediterrani_Central_Occidental,,2001-2010,1.1718911548023753e-06
subregio_estacio,wemo,Negative,Positive,velocitat_vent,48,34,0.9005087259166666,1.9535287176470586,1.053019991730392,1.588240665785231,6.905210863681795e-09,1.053019991730392,1.588240665785231,Catalunya_Balears,Spring,,1.1744295642167463e-07
subregio_periode,wemo,Negative,Positive,vent_u10,46,29,0.15854762893478264,1.1048442387586206,0.9462966098238379,1.5744524865024996,4.579466678828562e-08,0.9462966098238379,1.5744524865024996,Golf_Lleo,,2001-2010,6.775101387855955e-07
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,57,44,1015.4360250877194,1017.1484265909093,1.7124015031898807,1.5672830541345688,5.980165924581007e-11,1.7124015031898807,1.5672830541345688,Golf_Lleo,Summer,,1.4194679557247225e-09
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,28,69,1014.9140332142857,1021.5070991304347,6.59306591614893,1.565937062964278,1.4759582854267807e-08,6.59306591614893,1.565937062964278,Golf_Lleo,Winter,,2.4152044670620047e-07
subregio_estacio,wemo,Negative,Positive,vent_u10,48,34,-0.15818527178541666,1.5579935582352942,1.7161788300207108,1.5655146978249719,5.514156434348992e-09,1.7161788300207108,1.5655146978249719,Llevant_Iberic,Spring,,9.528462318555057e-08
estacio,wemo,Negative,Positive,vent_u10,184,136,-0.1683480431880435,1.426064569875,1.5944126130630436,1.5652005239466384,1.8509844799867885e-29,1.5944126130630436,1.5652005239466384,,Autumn,,2.1042770930376124e-27
subregio_periode,wemo,Negative,Positive,velocitat_vent,59,31,0.9194492025423728,1.7755836932258064,0.8561344906834336,1.5585564555290428,8.03395897771724e-08,0.8561344906834336,1.5585564555290428,Golf_Lleo,,2011-2020,1.1268409994720285e-06
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,57,44,1014.798001754386,1016.3282220454544,1.5302202910684173,1.5514692988404066,4.689431827720978e-10,1.5302202910684173,1.5514692988404066,Llevant_Iberic,Summer,,9.646831188454583e-09
subregio_estacio,wemo,Negative,Positive,evaporacio_potencial,33,43,-0.0021563614454545455,-0.003179759360465116,-0.0010233979150105705,-1.5432796328459426,2.7871421090578822e-08,0.0010233979150105705,1.5432796328459426,Llevant_Iberic,Winter,,4.300162111117875e-07
periode,wemo,Negative,Positive,vent_u10,140,152,-0.18843889283214285,1.4690621063223683,1.657500999154511,1.4916433589334104,1.3728141797696476e-27,1.657500999154511,1.4916433589334104,,,1981-1990,1.347853921955654e-25
subregio,wemo,Negative,Positive,velocitat_vent,170,145,1.4425323378235293,3.0147986289655173,1.572266291141988,1.4800898160201719,1.2170921241823098e-25,1.572266291141988,1.4800898160201719,Mediterrani_Central_Occidental,,,9.736736993458478e-24
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,57,44,1015.2206021052632,1016.8001649999999,1.5795628947366822,1.471963370436001,1.0222573494291295e-09,1.5795628947366822,1.471963370436001,Catalunya_Balears,Summer,,1.9369086620762452e-08
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,40,57,1014.57138525,1019.4433270175439,4.871941767543831,1.453065804932201,2.3871871865765426e-09,4.871941767543831,1.453065804932201,Llevant_Iberic,,2011-2020,4.296936935837777e-08
global,wemo,Negative,Positive,vent_u10,680,580,-0.05548455292727942,1.5521569379017244,1.6076414908290038,1.4515206778639094,2.0383136219614976e-102,1.6076414908290038,1.4515206778639094,,,,2.2013787117184175e-99
estacio,wemo,Negative,Positive,velocitat_vent,132,172,1.4450070312878787,3.0049446943604647,1.559937663072586,1.4477691317332844,1.1847192420967295e-26,1.559937663072586,1.4477691317332844,,Winter,,1.0662473178870565e-24
subregio,nao,Negative,Positive,pressio_nivell_mar,191,197,1015.0192663874344,1019.5847694923857,4.56550310495129,1.433339254072217,5.232270215035421e-34,4.56550310495129,1.433339254072217,Llevant_Iberic,,,1.0274276058615008e-31
subregio_estacio,wemo,Negative,Positive,precipitacio_mensual_mm,33,43,49.809302259349465,23.01960913061576,-26.789693128733706,-1.4223236854398367,3.9316903681564266e-07,26.789693128733706,1.4223236854398367,Llevant_Iberic,Winter,,5.025119050424782e-06
subregio_estacio,wemo,Negative,Positive,precipitacio_mm_dia,33,43,1.6450027084848486,0.7674816828139536,-0.8775210256708951,-1.4136038040110377,4.388683344075342e-07,0.8775210256708951,1.4136038040110377,Llevant_Iberic,Winter,,5.386111376819738e-06
subregio_estacio,wemo,Negative,Positive,anomalia_precipitacio_mm_dia,33,43,0.43094181203030296,-0.43952448976744185,-0.8704663017977448,-1.403441009874156,4.388683344075342e-07,0.8704663017977448,1.403441009874156,Llevant_Iberic,Winter,,5.386111376819738e-06
subregio_estacio,wemo,Negative,Positive,anomalia_precipitacio_mensual_mm,33,43,13.061627957828794,-13.18575610296021,-26.247384060789003,-1.4023135712775645,4.896711632064719e-07,26.247384060789003,1.4023135712775645,Llevant_Iberic,Winter,,5.942077036662805e-06
subregio_estacio,wemo,Negative,Positive,velocitat_vent,33,43,1.1346810087878787,2.030737075581395,0.8960560667935165,1.396604610512324,2.521808888784217e-07,0.8960560667935165,1.396604610512324,Golf_Lleo,Winter,,3.3417835581435024e-06
subregio,nao,Negative,Positive,pressio_nivell_mar,191,197,1014.6866798429321,1019.1221162944163,4.435436451484179,1.3923844496891877,2.3567685903866835e-33,4.435436451484179,1.3923844496891877,Catalunya_Balears,,,3.9158616578732586e-31
subregio_periode,wemo,Negative,Positive,vent_u10,35,38,-0.5700840926000001,1.1487562914473686,1.7188403840473687,1.3873185549233513,5.512413163768735e-07,1.7188403840473687,1.3873185549233513,Llevant_Iberic,,1981-1990,6.471093713989384e-06
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,48,54,1015.013894375,1019.374212962963,4.360318587963093,1.385561881854346,5.621544410851657e-11,4.360318587963093,1.385561881854346,Catalunya_Balears,,1981-1990,1.3491706586043977e-09
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,48,54,1015.3009150000001,1019.7529994444444,4.452084444444267,1.3813583111140717,2.4164762734208385e-10,4.452084444444267,1.3813583111140717,Llevant_Iberic,,1981-1990,5.326110969988787e-09
estacio,nao,Negative,Positive,pressio_nivell_mar,228,176,1015.0029202631579,1016.5406181818181,1.5376979186602284,1.381084474276788,1.8417489218686008e-31,1.5376979186602284,1.381084474276788,,Summer,,2.6521184474907855e-29
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,40,52,1013.847804,1017.5735326923076,3.725728692307598,1.379846777842172,1.5934714606638646e-08,3.725728692307598,1.379846777842172,Llevant_Iberic,Spring,,2.5878935000255246e-07
subregio_estacio,wemo,Negative,Positive,evaporacio_potencial,33,43,-0.0032984517424242427,-0.004268906813953488,-0.0009704550715292455,-1.3611912359927796,1.857678749815269e-06,0.0009704550715292455,1.3611912359927796,Mediterrani_Central_Occidental,Winter,,2.0062930498004903e-05
subregio_estacio,wemo,Negative,Positive,anomalia_temperatura,48,34,0.4839198604583334,-0.9696460984411767,-1.45356595889951,-1.3480385113800721,4.0101813444209226e-07,1.45356595889951,1.3480385113800721,Golf_Lleo,Spring,,5.059202346003813e-06
subregio_estacio,wemo,Negative,Positive,velocitat_vent,43,34,1.3729248941860464,0.8136536035294116,-0.5592712906566347,-1.3449611289918688,5.411610020682546e-07,0.5592712906566347,1.3449611289918688,Llevant_Iberic,Summer,,6.458053947333867e-06
subregio_estacio,wemo,Negative,Positive,vent_v10,43,34,-0.30296021872093026,0.14985658552941178,0.45281680425034204,1.3405408332533477,3.4535502264215657e-06,0.45281680425034204,1.3405408332533477,Llevant_Iberic,Summer,,3.437635248419623e-05
global,nao,Negative,Positive,pressio_nivell_mar,764,788,1014.7183379319372,1018.9874235659898,4.269085634052658,1.337724931631459,8.103055500693023e-119,4.269085634052658,1.337724931631459,,,,1.7502599881496929e-115
subregio_periode,wemo,Negative,Positive,velocitat_vent,30,47,1.3594475356666669,2.715919928510638,1.3564723928439713,1.3232519920089074,5.480759054729109e-07,1.3564723928439713,1.3232519920089074,Mediterrani_Central_Occidental,,1991-2000,6.4690926547622274e-06
subregio_estacio,nao,Negative,Positive,vent_v10,40,52,-0.34271333921,-1.3836535505769232,-1.040940211366923,-1.3209323932406982,9.091211003902715e-08,1.040940211366923,1.3209323932406982,Mediterrani_Central_Occidental,Spring,,1.2587830620788375e-06
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,40,52,1013.38195375,1017.3912224999999,4.009268749999933,1.319613009692966,4.4995866883955965e-08,4.009268749999933,1.319613009692966,Catalunya_Balears,Spring,,6.70283258409275e-07
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,40,57,1014.3055475000001,1018.834789122807,4.529241622806921,1.3195870527624292,2.719406788798858e-08,4.529241622806921,1.3195870527624292,Catalunya_Balears,,2011-2020,4.225840765327721e-07
periode,nao,Negative,Positive,pressio_nivell_mar,192,216,1015.051165,1019.2102795833333,4.1591145833333485,1.3178940434399673,1.998390256168504e-35,4.1591145833333485,1.3178940434399673,,,1981-1990,4.316522953323969e-33
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,57,44,1014.5570521052631,1015.8856590909091,1.3286069856460472,1.3047469986759195,1.4486026362553282e-08,1.3286069856460472,1.3047469986759195,Mediterrani_Central_Occidental,Summer,,2.392077031779964e-07
subregio_periode,wemo,Negative,Positive,velocitat_vent,35,38,1.3143843125714285,2.9074403805263156,1.593056067954887,1.2974307924864124,1.5183577105320837e-06,1.593056067954887,1.2974307924864124,Mediterrani_Central_Occidental,,1981-1990,1.6732921707904595e-05
subregio_periode,wemo,Negative,Positive,velocitat_vent,59,31,1.1614332200000002,2.319764279354839,1.1583310593548388,1.2928437542624232,1.9844018102253214e-06,1.1583310593548388,1.2928437542624232,Llevant_Iberic,,2011-2020,2.111481729106746e-05
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,48,54,1015.2461549999999,1019.4073087037036,4.16115370370369,1.2905687894605697,8.02039181737027e-10,4.16115370370369,1.2905687894605697,Golf_Lleo,,1981-1990,1.5467898504928378e-08
subregio_estacio,wemo,Negative,Positive,anomalia_temperatura,46,34,0.41566313592826093,-0.6122236590588236,-1.0278867949870845,-1.289807929802572,2.52969710689554e-06,1.0278867949870845,1.289807929802572,Mediterrani_Central_Occidental,Autumn,,2.6144238042556775e-05
subregio_estacio,wemo,Negative,Positive,anomalia_sst,46,34,0.3571170321956522,-0.575087717117647,-0.9322047493132992,-1.2895339001170318,1.8073719555984394e-06,0.9322047493132992,1.2895339001170318,Mediterrani_Central_Occidental,Autumn,,1.9617705648706678e-05
subregio_estacio,wemo,Negative,Positive,anomalia_sst,46,34,0.37539140333478255,-0.6790036912352941,-1.0543950945700766,-1.2875688944266048,2.6532001667625374e-06,1.0543950945700766,1.2875688944266048,Golf_Lleo,Autumn,,2.7216604098501052e-05
subregio,nao,Negative,Positive,pressio_nivell_mar,191,197,1014.2661050785341,1018.1510047715736,3.8848996930395288,1.287098094265352,8.766177224861807e-30,3.8848996930395288,1.287098094265352,Mediterrani_Central_Occidental,,,1.113820165041265e-27
periode,nao,Negative,Positive,pressio_nivell_mar,160,228,1014.3233064374999,1018.7228708771928,4.399564439692881,1.2858775920257481,2.7338567700530385e-27,4.399564439692881,1.2858775920257481,,,2011-2020,2.5674480970932884e-25
subregio_periode,wemo,Negative,Positive,vent_u10,30,47,-0.10275978962333333,1.1181790242340426,1.220938813857376,1.2829723685824161,2.1681565329668345e-06,1.220938813857376,1.2829723685824161,Catalunya_Balears,,1991-2000,2.2844966396138352e-05
periode,wemo,Negative,Positive,vent_u10,120,188,-0.05479762426583334,1.3249781400957445,1.3797757643615778,1.2776226560041826,2.3807756735066767e-22,1.3797757643615778,1.2776226560041826,,,1991-2000,1.7732673981980765e-20
subregio,nao,Negative,Positive,pressio_nivell_mar,191,197,1014.901300418848,1019.0918037055836,4.190503286735634,1.2765771736708784,2.4432354381994364e-29,4.190503286735634,1.2765771736708784,Golf_Lleo,,,2.638694273255391e-27
estacio,nao,Negative,Positive,pressio_nivell_mar,160,208,1013.4420758125001,1017.1795471153847,3.7374713028846145,1.2765073562158136,3.3230485864252886e-25,3.7374713028846145,1.2765073562158136,,Spring,,2.563494623813794e-23
subregio_periode,wemo,Negative,Positive,vent_u10,46,29,-0.15874717109782613,1.1272696610344828,1.2860168321323089,1.2713016332856513,4.2016264251160876e-05,1.2860168321323089,1.2713016332856513,Catalunya_Balears,,2001-2010,0.00031732563210666955
subregio_periode,nao,Negative,Positive,vent_v10,44,53,0.07941491561363638,-0.580084463254717,-0.6594993788683533,-1.2690467222499764,6.326251889538535e-08,0.6594993788683533,1.2690467222499764,Llevant_Iberic,,1991-2000,9.232908163110294e-07
subregio_estacio,nao,Negative,Positive,pressio_nivell_mar,40,52,1013.25917025,1017.2409934615387,3.9818232115386536,1.2610951870983633,3.127440685057312e-07,3.9818232115386536,1.2610951870983633,Golf_Lleo,Spring,,4.087289691250713e-06
subregio_periode,nao,Negative,Positive,vent_v10,44,53,-0.4330173736227272,-1.5042919721509431,-1.071274598528216,-1.255716449338506,1.352050367915063e-07,1.071274598528216,1.255716449338506,Mediterrani_Central_Occidental,,1991-2000,1.860145729106074e-06
subregio_periode,wemo,Negative,Positive,temperatura_mitjana,59,31,14.07879886779661,7.658959119354839,-6.419839748441771,-1.2541653089725318,2.435714094101437e-07,6.419839748441771,1.2541653089725318,Golf_Lleo,,2011-2020,3.247618792135249e-06
subregio_estacio,wemo,Negative,Positive,anomalia_temperatura,46,34,0.4460881467826086,-0.6108061021176471,-1.0568942489002557,-1.2377464678137275,3.872175856455737e-06,1.0568942489002557,1.2377464678137275,Catalunya_Balears,Autumn,,3.819132351572782e-05
periode,wemo,Negative,Positive,vent_u10,184,116,-0.012201065260326082,1.3576979483103448,1.369899013570671,1.2347591439870218,5.921544435583405e-18,1.369899013570671,1.2347591439870218,,,2001-2010,3.65443885167433e-16
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,48,54,1014.643695625,1018.306597222222,3.662901597222003,1.2219961081047195,4.367710195846054e-09,3.662901597222003,1.2219961081047195,Mediterrani_Central_Occidental,,1981-1990,7.670125221973557e-08
estacio,wemo,Negative,Positive,velocitat_vent,192,136,1.025964718041667,2.0256661029926475,0.9997013849509806,1.2133954426133984,6.6732918280088845e-21,0.9997013849509806,1.2133954426133984,,Spring,,4.649777531773933e-19
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,40,57,1013.9147367500002,1017.8849,3.970163249999814,1.2100280194251452,2.248470508149216e-07,3.970163249999814,1.2100280194251452,Mediterrani_Central_Occidental,,2011-2020,3.0165815513057803e-06
subregio,wemo,Negative,Positive,vent_u10,170,145,-0.3579413853694118,1.2016792117724138,1.5596205971418255,1.2094201794110635,4.19433653416638e-20,1.5596205971418255,1.2094201794110635,Llevant_Iberic,,,2.8311771605623066e-18
estacio,wemo,Negative,Positive,anomalia_sst,184,136,0.33096747483913047,-0.5506726540772059,-0.8816401289163364,-1.1989207442186514,3.637068191387954e-19,0.8816401289163364,1.1989207442186514,,Autumn,,2.3806264525448424e-17
subregio_estacio,nao,Negative,Positive,vent_v10,40,52,0.149570249425,-0.5279674561346153,-0.6775377055596152,-1.1792618942371436,2.525779777706204e-06,0.6775377055596152,1.1792618942371436,Llevant_Iberic,Spring,,2.6144238042556775e-05
subregio_periode,wemo,Negative,Positive,velocitat_vent,35,38,0.9212240675428571,2.0552131010526313,1.1339890335097742,1.1756799273599476,2.2893983265741315e-05,1.1339890335097742,1.1756799273599476,Catalunya_Balears,,1981-1990,0.00018720580043125274
subregio_periode,nao,Negative,Positive,pressio_nivell_mar,40,57,1014.50155625,1018.7284673684211,4.2269111184210715,1.175650517016227,4.02862409033637e-07,4.2269111184210715,1.175650517016227,Golf_Lleo,,2011-2020,5.059202346003813e-06
