ambit,teleconnexio,variable_booleana,n,n_events,event_rate_pct,pointbiserial_r,p_value,abs_r,subregio,estacio,periode,q_fdr
subregio_estacio,roni,mes_molt_sec,120,6,5.0,-0.07024015669189052,0.4458625360574699,0.07024015669189052,Golf_Lleo,Summer,,0.8424915408311952
subregio_periode,roni,sol_molt_humit,120,32,26.666666666666668,-0.06987091961481277,0.44826324419256114,0.06987091961481277,Golf_Lleo,,1981-1990,0.8424915408311952
subregio_periode,roni,sol_molt_humit,120,41,34.166666666666664,0.06979803034786337,0.44873801122410556,0.06979803034786337,Catalunya_Balears,,1981-1990,0.8424915408311952
estacio,roni,mes_molt_calid,480,102,21.25,0.06942946501813146,0.12876481001628035,0.06942946501813146,,Winter,,0.6081422352576132
subregio_estacio,roni,mes_molt_humit,120,25,20.833333333333336,-0.06910381862739409,0.45327388224651555,0.06910381862739409,Golf_Lleo,Winter,,0.8424915408311952
subregio_estacio,roni,sol_molt_sec,120,25,20.833333333333336,-0.06910381862739404,0.45327388224651555,0.06910381862739404,Catalunya_Balears,Winter,,0.8424915408311952
subregio_periode,roni,sol_molt_sec,120,18,15.0,0.06903533145369313,0.45372274696410836,0.06903533145369313,Golf_Lleo,,1991-2000,0.8424915408311952
subregio_estacio,roni,sol_molt_humit,120,29,24.166666666666668,-0.06868290114363275,0.4560364842882316,0.06868290114363275,Mediterrani_Central_Occidental,Winter,,0.8424915408311952
subregio,roni,mes_molt_sec,480,18,3.75,0.06862893394211869,0.13324309199330459,0.06862893394211869,Llevant_Iberic,,,0.6090757738171979
subregio_estacio,roni,mes_molt_fred,120,13,10.833333333333334,-0.06777650547438833,0.4620170414428857,0.06777650547438833,Llevant_Iberic,Spring,,0.8424915408311952
subregio_estacio,roni,episodi_calid_i_sol_sec,120,5,4.166666666666666,-0.06744275364181809,0.4642300327029034,0.06744275364181809,Golf_Lleo,Autumn,,0.8424915408311952
estacio,roni,mes_molt_sec,480,44,9.166666666666666,0.06731328262575566,0.1408628094126434,0.06731328262575566,,Spring,,0.6274797873835933
subregio_estacio,roni,episodi_calid_i_sol_sec,120,10,8.333333333333332,-0.06708771434548129,0.4665905535137839,0.06708771434548129,Llevant_Iberic,Spring,,0.8428732579603839
subregio_estacio,roni,sol_molt_humit,120,38,31.666666666666664,0.06542309836970492,0.4777451589036309,0.06542309836970492,Golf_Lleo,Autumn,,0.8590646894046942
periode,roni,mes_molt_fred,480,110,22.916666666666664,-0.0652288697807463,0.15361252459093244,0.0652288697807463,,,1981-1990,0.6402316871463372
subregio_periode,roni,mes_molt_humit,120,28,23.333333333333332,-0.0650909932456771,0.47998769852716033,0.0650909932456771,Golf_Lleo,,1991-2000,0.859156063117109
estacio,roni,mes_molt_calid,480,87,18.125,0.06490915217853302,0.15564316307776174,0.06490915217853302,,Autumn,,0.6402316871463372
subregio,roni,mes_molt_calid,480,73,15.208333333333332,0.0647044709677217,0.15695378745078678,0.0647044709677217,Llevant_Iberic,,,0.6402316871463372
periode,roni,episodi_calid_i_sec,480,15,3.125,0.06426000067775726,0.15982853695714908,0.06426000067775726,,,2001-2010,0.6402316871463372
subregio_periode,roni,sol_molt_humit,120,36,30.0,0.06374930201018027,0.4891048776227139,0.06374930201018027,Mediterrani_Central_Occidental,,2001-2010,0.8660973185501626
subregio_estacio,roni,mes_molt_sec,120,37,30.833333333333336,-0.06354606912418988,0.49049388958708184,0.06354606912418988,Golf_Lleo,Autumn,,0.8660973185501626
subregio,roni,mes_molt_calid,480,67,13.958333333333334,0.061998290515286214,0.1750744230114489,0.061998290515286214,Mediterrani_Central_Occidental,,,0.6663026584513394
subregio_estacio,roni,mes_molt_sec,120,13,10.833333333333334,0.06157217001388764,0.5040928869948778,0.06157217001388764,Catalunya_Balears,Winter,,0.8785342068300215
subregio_periode,roni,sol_molt_humit,120,31,25.833333333333336,0.06150203845567702,0.5045796381489027,0.06150203845567702,Catalunya_Balears,,2011-2020,0.8785342068300215
subregio_periode,roni,sol_molt_humit,120,21,17.5,0.05996707025554744,0.5152941176081982,0.05996707025554744,Golf_Lleo,,2001-2010,0.8785342068300215
subregio_periode,roni,episodi_fred_i_humit,120,9,7.5,-0.059707664023876755,0.5171162908604875,0.059707664023876755,Golf_Lleo,,1981-1990,0.8785342068300215
subregio_periode,roni,mes_molt_humit,120,10,8.333333333333332,0.059482294037954936,0.5187020497988744,0.059482294037954936,Llevant_Iberic,,2011-2020,0.8785342068300215
subregio_estacio,roni,mes_molt_calid,120,21,17.5,0.05916030150477816,0.5209719643835474,0.05916030150477816,Llevant_Iberic,Autumn,,0.8785342068300215
subregio_estacio,roni,sol_molt_sec,120,27,22.5,0.058195130076431324,0.5278061489776239,0.058195130076431324,Mediterrani_Central_Occidental,Winter,,0.8785342068300215
subregio_periode,roni,episodi_calid_i_sol_sec,120,8,6.666666666666667,0.05819194572157528,0.5278287711934233,0.05819194572157528,Golf_Lleo,,2001-2010,0.8785342068300215
subregio_estacio,roni,episodi_fred_i_humit,120,4,3.3333333333333335,-0.05810495125932113,0.5284469838129036,0.05810495125932113,Mediterrani_Central_Occidental,Winter,,0.8785342068300215
subregio_periode,roni,episodi_calid_i_sol_sec,120,3,2.5,0.05762217764736247,0.5318843420631324,0.05762217764736247,Golf_Lleo,,1991-2000,0.8785342068300215
subregio_periode,roni,sol_molt_humit,120,34,28.333333333333332,-0.05734360364213437,0.5338728704334247,0.05734360364213437,Catalunya_Balears,,2001-2010,0.8785342068300215
estacio,roni,mes_molt_sec,480,84,17.5,-0.05687089669720539,0.21359634877142045,0.05687089669720539,,Autumn,,0.7681630157651084
subregio_estacio,roni,episodi_calid_i_sec,120,5,4.166666666666666,0.05608239133881797,0.5429218419106439,0.05608239133881797,Catalunya_Balears,Winter,,0.8785342068300215
subregio_estacio,roni,episodi_calid_i_sec,120,5,4.166666666666666,0.056082391338817955,0.5429218419106439,0.056082391338817955,Llevant_Iberic,Winter,,0.8785342068300215
periode,roni,episodi_fred_i_humit,480,22,4.583333333333333,-0.05596500666142171,0.2209920826980317,0.05596500666142171,,,1981-1990,0.7804405082669228
periode,roni,mes_molt_fred,480,71,14.791666666666666,-0.05567396831126713,0.22340652872563563,0.05567396831126713,,,2001-2010,0.7812700673212901
estacio,roni,episodi_calid_i_sec,480,23,4.791666666666667,0.05517497066475858,0.2275898632195365,0.05517497066475858,,Autumn,,0.7812700673212901
subregio,roni,episodi_calid_i_sec,480,13,2.7083333333333335,0.05510926022019171,0.22814486486518323,0.05510926022019171,Catalunya_Balears,,,0.7812700673212901
subregio_estacio,roni,sol_molt_sec,120,15,12.5,0.05435393747829023,0.5554444466587489,0.05435393747829023,Mediterrani_Central_Occidental,Summer,,0.8785342068300215
subregio,roni,episodi_calid_i_sec,480,11,2.2916666666666665,0.05435354880315277,0.23459689502569614,0.05435354880315277,Mediterrani_Central_Occidental,,,0.7812700673212901
subregio_periode,roni,episodi_fred_i_humit,120,9,7.5,0.05431775675021017,0.5557080557715701,0.05431775675021017,Golf_Lleo,,1991-2000,0.8785342068300215
subregio_periode,roni,episodi_fred_i_humit,120,1,0.8333333333333334,-0.05425400787563412,0.5561726702592187,0.05425400787563412,Mediterrani_Central_Occidental,,2011-2020,0.8785342068300215
subregio_estacio,roni,episodi_calid_i_sec,120,10,8.333333333333332,0.05412593585798295,0.5571066496636725,0.05412593585798295,Golf_Lleo,Autumn,,0.8785342068300215
subregio_periode,roni,mes_molt_fred,120,25,20.833333333333336,-0.054113025224796066,0.5572008437188432,0.054113025224796066,Mediterrani_Central_Occidental,,1981-1990,0.8785342068300215
subregio_estacio,roni,episodi_calid_i_sol_sec,120,2,1.6666666666666667,0.05395397036077813,0.5583619121018714,0.05395397036077813,Golf_Lleo,Winter,,0.8785342068300215
subregio_periode,roni,episodi_calid_i_sec,120,7,5.833333333333333,0.05349018304115477,0.5617540788031502,0.05349018304115477,Golf_Lleo,,1991-2000,0.8785342068300215
estacio,roni,episodi_calid_i_sol_sec,480,32,6.666666666666667,-0.053373982526215204,0.24315037809489132,0.053373982526215204,,Spring,,0.7812700673212901
subregio_estacio,roni,episodi_calid_i_sol_sec,120,6,5.0,0.05279491468859772,0.5668576578326496,0.05279491468859772,Catalunya_Balears,Autumn,,0.8785342068300215
subregio_periode,roni,episodi_fred_i_humit,120,4,3.3333333333333335,0.05262287663902883,0.5681238716174856,0.05262287663902883,Catalunya_Balears,,2001-2010,0.8785342068300215
global,roni,episodi_calid_i_sec,1920,64,3.3333333333333335,0.05247539873732438,0.0214797591169805,0.05247539873732438,,,,0.36608980755897197
subregio_periode,roni,episodi_calid_i_sol_sec,120,3,2.5,0.052469439414956034,0.5692543074867996,0.052469439414956034,Llevant_Iberic,,1981-1990,0.8785342068300215
subregio,roni,sol_molt_sec,480,98,20.416666666666668,-0.0524322024216021,0.2515777085382954,0.0524322024216021,Golf_Lleo,,,0.7872730888730921
periode,roni,sol_molt_sec,480,112,23.333333333333332,-0.05226970716320338,0.25305206428063676,0.05226970716320338,,,1981-1990,0.7872730888730921
subregio_estacio,roni,episodi_calid_i_sol_sec,120,11,9.166666666666666,-0.05172272577346795,0.5747707372199051,0.05172272577346795,Golf_Lleo,Spring,,0.881229709304897
subregio_estacio,roni,mes_molt_calid,120,33,27.500000000000004,0.05162467435995639,0.5754969530154429,0.05162467435995639,Golf_Lleo,Winter,,0.881229709304897
subregio_estacio,roni,episodi_calid_i_sol_sec,120,4,3.3333333333333335,0.050824293389325065,0.5814409020245397,0.050824293389325065,Mediterrani_Central_Occidental,Summer,,0.8868670567845118
periode,roni,mes_molt_sec,480,45,9.375,0.050476930355229585,0.2697170315937688,0.050476930355229585,,,1991-2000,0.7968196487210121
subregio_periode,roni,mes_molt_humit,120,15,12.5,-0.0500391784025127,0.5872988674176101,0.0500391784025127,Mediterrani_Central_Occidental,,2001-2010,0.888198540516567
subregio_periode,roni,mes_molt_fred,120,16,13.333333333333334,-0.049782319866582006,0.5892211998494039,0.049782319866582006,Catalunya_Balears,,2001-2010,0.888198540516567
periode,roni,episodi_calid_i_sol_sec,480,33,6.875000000000001,0.04943084660871151,0.2797804123951077,0.04943084660871151,,,2001-2010,0.8034594894147192
subregio_periode,roni,mes_molt_humit,120,8,6.666666666666667,-0.04940666766417321,0.5920377335972552,0.04940666766417321,Mediterrani_Central_Occidental,,1981-1990,0.888198540516567
subregio_estacio,roni,sol_molt_humit,120,41,34.166666666666664,0.049349095894287515,0.5924699290105654,0.049349095894287515,Llevant_Iberic,Winter,,0.888198540516567
subregio_periode,roni,sol_molt_humit,120,36,30.0,-0.048468570442197,0.5990978201351042,0.048468570442197,Llevant_Iberic,,2001-2010,0.8923993796743535
subregio_estacio,roni,mes_molt_humit,120,13,10.833333333333334,-0.048216186434160785,0.6010036638623196,0.048216186434160785,Llevant_Iberic,Spring,,0.8923993796743535
periode,roni,episodi_fred_i_humit,480,5,1.0416666666666665,-0.048071299602117874,0.2932350962735316,0.048071299602117874,,,2011-2020,0.8102221447032975
subregio_periode,roni,mes_molt_sec,120,25,20.833333333333336,-0.04726004308712665,0.6082482394270574,0.04726004308712665,Golf_Lleo,,2001-2010,0.8986872784579195
subregio,roni,episodi_calid_i_sol_sec,480,24,5.0,0.04682917383284145,0.30590019749002045,0.04682917383284145,Mediterrani_Central_Occidental,,,0.8102221447032975
global,roni,mes_molt_calid,1920,323,16.822916666666668,0.046798342424962815,0.04032652519065998,0.046798342424962815,,,,0.4939999335855848
subregio_periode,roni,mes_molt_fred,120,24,20.0,-0.04643473753621595,0.6145321787409892,0.04643473753621595,Catalunya_Balears,,1981-1990,0.8986872784579195
subregio_periode,roni,episodi_fred_i_humit,120,4,3.3333333333333335,0.04621646954108961,0.6161987947158216,0.04621646954108961,Llevant_Iberic,,1991-2000,0.8986872784579195
subregio_periode,roni,sol_molt_sec,120,28,23.333333333333332,0.04612439152578582,0.6169024562386279,0.04612439152578582,Llevant_Iberic,,1981-1990,0.8986872784579195
subregio,roni,sol_molt_humit,480,128,26.666666666666668,-0.04562386481745875,0.31853055407803743,0.04562386481745875,Mediterrani_Central_Occidental,,,0.8175598502236049
subregio_estacio,roni,episodi_calid_i_sec,120,6,5.0,0.045537881741711445,0.6213927064079574,0.045537881741711445,Catalunya_Balears,Autumn,,0.8986872784579195
subregio_periode,roni,mes_molt_humit,120,23,19.166666666666668,-0.04542171548004219,0.6222837226020741,0.04542171548004219,Golf_Lleo,,2011-2020,0.8986872784579195
subregio_estacio,roni,episodi_calid_i_sol_sec,120,8,6.666666666666667,0.04525297996099149,0.6235789279095768,0.04525297996099149,Llevant_Iberic,Summer,,0.8986872784579195
subregio,roni,mes_molt_humit,480,46,9.583333333333334,-0.044708652751855,0.32834521486777324,0.044708652751855,Mediterrani_Central_Occidental,,,0.8175598502236049
periode,roni,sol_molt_humit,480,151,31.458333333333332,-0.044520215737882236,0.3303900166119612,0.044520215737882236,,,1981-1990,0.8175598502236049
subregio_periode,roni,mes_molt_fred,120,22,18.333333333333332,-0.043904870820790726,0.6339679694820888,0.043904870820790726,Mediterrani_Central_Occidental,,1991-2000,0.9058311724716669
subregio_estacio,roni,mes_molt_fred,120,15,12.5,0.043833820547008226,0.6345175143109867,0.043833820547008226,Llevant_Iberic,Summer,,0.9058311724716669
subregio,roni,mes_molt_fred,480,65,13.541666666666666,-0.04335964695675429,0.3431644278209322,0.04335964695675429,Llevant_Iberic,,,0.82024668113296
subregio_periode,roni,mes_molt_calid,120,15,12.5,-0.04304884043935274,0.6406021997827084,0.04304884043935274,Golf_Lleo,,1981-1990,0.9058311724716669
periode,roni,episodi_calid_i_sol_sec,480,11,2.2916666666666665,0.042863350816727416,0.34872193273701346,0.042863350816727416,,,1981-1990,0.8284787735327835
global,roni,episodi_calid_i_sol_sec,1920,119,6.197916666666667,0.042750746449829985,0.0610849362390533,0.042750746449829985,,,,0.5480605478763202
subregio_periode,roni,episodi_fred_i_humit,120,3,2.5,0.04239164611061468,0.6457147960069017,0.04239164611061468,Catalunya_Balears,,1991-2000,0.9058311724716669
subregio_periode,roni,episodi_fred_i_humit,120,3,2.5,-0.04222392088264323,0.6470222660511906,0.04222392088264323,Llevant_Iberic,,2001-2010,0.9058311724716669
subregio_estacio,roni,episodi_fred_i_humit,120,4,3.3333333333333335,-0.041222156704554695,0.654853624542353,0.041222156704554695,Golf_Lleo,Winter,,0.9069912891779347
subregio_periode,roni,episodi_calid_i_sol_sec,120,8,6.666666666666667,0.04064663545376368,0.659369884309354,0.04064663545376368,Catalunya_Balears,,2001-2010,0.9069912891779347
subregio_estacio,roni,mes_molt_fred,120,18,15.0,-0.040640297656245,0.6594196872849781,0.040640297656245,Llevant_Iberic,Autumn,,0.9069912891779347
estacio,roni,mes_molt_fred,480,64,13.333333333333334,0.03970231333819793,0.38544446691963447,0.03970231333819793,,Spring,,0.8405176403014156
subregio,roni,mes_molt_humit,480,47,9.791666666666666,0.039564942487860896,0.3870919845219934,0.039564942487860896,Llevant_Iberic,,,0.8405176403014156
subregio_periode,roni,sol_molt_sec,120,31,25.833333333333336,0.03914355262585083,0.6712225665586046,0.03914355262585083,Mediterrani_Central_Occidental,,1991-2000,0.9098685914189375
subregio_periode,roni,mes_molt_calid,120,6,5.0,0.038993485310525156,0.6724104404350459,0.038993485310525156,Catalunya_Balears,,1981-1990,0.9098685914189375
subregio_periode,roni,mes_molt_sec,120,9,7.5,-0.03897035733602337,0.6725935842973025,0.03897035733602337,Catalunya_Balears,,1991-2000,0.9098685914189375
subregio_periode,roni,episodi_calid_i_sec,120,2,1.6666666666666667,0.03859328210842812,0.6755822344209036,0.03859328210842812,Llevant_Iberic,,1991-2000,0.9100626662989492
periode,roni,episodi_fred_i_humit,480,17,3.5416666666666665,0.03857747508901863,0.3990604480062634,0.03857747508901863,,,1991-2000,0.8405176403014156
subregio_estacio,roni,mes_molt_fred,120,20,16.666666666666664,-0.03828736952427661,0.678010575859845,0.03828736952427661,Catalunya_Balears,Winter,,0.9102059785515727
estacio,roni,sol_molt_sec,480,94,19.583333333333332,0.03789399122181857,0.4074730614051318,0.03789399122181857,,Summer,,0.8405176403014156
subregio_periode,roni,sol_molt_sec,120,28,23.333333333333332,-0.037682726565994626,0.6828199510583084,0.037682726565994626,Golf_Lleo,,2001-2010,0.9135338594363716
subregio,roni,mes_molt_calid,480,112,23.333333333333332,0.037681232841699316,0.41011313994142157,0.037681232841699316,Golf_Lleo,,,0.8405176403014156
subregio_estacio,roni,sol_molt_humit,120,15,12.5,-0.03682040925948693,0.689700896388672,0.03682040925948693,Mediterrani_Central_Occidental,Summer,,0.9161660609534137
estacio,roni,mes_molt_humit,480,86,17.916666666666668,0.03654297878392788,0.42440874719487287,0.03654297878392788,,Autumn,,0.8424915408311952
periode,roni,episodi_fred_i_humit,480,13,2.7083333333333335,-0.03613129185619926,0.42964988068656007,0.03613129185619926,,,2001-2010,0.8424915408311952
periode,roni,mes_molt_sec,480,40,8.333333333333332,0.03595869941528826,0.4318582357015286,0.03595869941528826,,,2001-2010,0.8424915408311952
periode,roni,mes_molt_calid,480,39,8.125,0.03571449237488602,0.43499408783933097,0.03571449237488602,,,1981-1990,0.8424915408311952
subregio_periode,roni,episodi_fred_i_humit,120,3,2.5,-0.03553892369935045,0.6999734504872958,0.03553892369935045,Golf_Lleo,,2011-2020,0.9161660609534137
subregio_periode,roni,mes_molt_fred,120,3,2.5,-0.035538923699350446,0.6999734504872958,0.035538923699350446,Mediterrani_Central_Occidental,,2011-2020,0.9161660609534137
subregio_periode,roni,sol_molt_humit,120,30,25.0,-0.035408256134714586,0.7010239877062099,0.035408256134714586,Mediterrani_Central_Occidental,,1981-1990,0.9161660609534137
subregio_periode,roni,mes_molt_sec,120,6,5.0,-0.035392898631107256,0.7011474956276126,0.035392898631107256,Mediterrani_Central_Occidental,,2001-2010,0.9161660609534137
estacio,roni,mes_molt_sec,480,6,1.25,-0.034446787550230305,0.4514817175390668,0.034446787550230305,,Summer,,0.8424915408311952
subregio_estacio,roni,mes_molt_humit,120,18,15.0,0.0340550900396086,0.7119360062534585,0.0340550900396086,Catalunya_Balears,Winter,,0.924102365732966
subregio,roni,episodi_calid_i_sec,480,33,6.875000000000001,0.03395859725993075,0.45792383804494036,0.03395859725993075,Golf_Lleo,,,0.8424915408311952
subregio,roni,episodi_calid_i_sol_sec,480,35,7.291666666666667,0.033529049446025166,0.4636343863221528,0.033529049446025166,Llevant_Iberic,,,0.8424915408311952
subregio_periode,roni,sol_molt_sec,120,34,28.333333333333332,0.032988017405820996,0.7205823422810204,0.032988017405820996,Mediterrani_Central_Occidental,,1981-1990,0.9261423444269976
subregio_estacio,roni,mes_molt_sec,120,24,20.0,0.03295727876737369,0.7208319426559212,0.03295727876737369,Golf_Lleo,Winter,,0.9261423444269976
subregio_periode,roni,sol_molt_sec,120,29,24.166666666666668,-0.032617555164120474,0.7235924777511997,0.032617555164120474,Catalunya_Balears,,1991-2000,0.9261423444269976
subregio_periode,roni,episodi_calid_i_sec,120,2,1.6666666666666667,0.03240184647606001,0.7253471361644482,0.03240184647606001,Mediterrani_Central_Occidental,,1991-2000,0.9261423444269976
subregio,roni,sol_molt_sec,480,146,30.416666666666664,-0.03194714379577327,0.48500198449534826,0.03194714379577327,Llevant_Iberic,,,0.8641853541917115
subregio_periode,roni,mes_molt_calid,120,13,10.833333333333334,0.031920705790974654,0.7292660423187608,0.031920705790974654,Llevant_Iberic,,1991-2000,0.9261423444269976
subregio_periode,roni,episodi_fred_i_humit,120,4,3.3333333333333335,-0.03188777360057079,0.7295345328937933,0.03188777360057079,Catalunya_Balears,,1981-1990,0.9261423444269976
subregio_estacio,roni,episodi_calid_i_sec,120,5,4.166666666666666,-0.031825064676945944,0.7300458786427098,0.031825064676945944,Mediterrani_Central_Occidental,Autumn,,0.9261423444269976
subregio_periode,roni,mes_molt_humit,120,18,15.0,-0.03110174597422761,0.7359525322662198,0.03110174597422761,Golf_Lleo,,2001-2010,0.9276314876152996
subregio,roni,mes_molt_fred,480,63,13.125,-0.030059622431331343,0.5111778836567772,0.030059622431331343,Mediterrani_Central_Occidental,,,0.8785342068300215
subregio,roni,sol_molt_sec,480,120,25.0,0.030024848329035465,0.5116669329910358,0.030024848329035465,Mediterrani_Central_Occidental,,,0.8785342068300215
subregio_periode,roni,mes_molt_calid,120,9,7.5,-0.029942475327678165,0.7454512768888153,0.029942475327678165,Mediterrani_Central_Occidental,,1991-2000,0.9348106888415096
subregio_periode,roni,mes_molt_humit,120,13,10.833333333333334,-0.029551817878032315,0.7486609239665459,0.029551817878032315,Llevant_Iberic,,1981-1990,0.9348106888415096
subregio_periode,roni,episodi_calid_i_sec,120,8,6.666666666666667,-0.029534605617482956,0.7488024395312092,0.029534605617482956,Golf_Lleo,,2001-2010,0.9348106888415096
subregio_estacio,roni,episodi_fred_i_humit,120,2,1.6666666666666667,-0.028967654544017247,0.753468433897141,0.028967654544017247,Llevant_Iberic,Spring,,0.9367532320460928
subregio_estacio,roni,sol_molt_humit,120,43,35.833333333333336,0.028765077065184032,0.7551378095065443,0.028765077065184032,Mediterrani_Central_Occidental,Autumn,,0.9367532320460928
estacio,roni,episodi_fred_i_humit,480,14,2.9166666666666665,-0.02834650842086071,0.5355566265817263,0.02834650842086071,,Winter,,0.8785342068300215
subregio_periode,roni,mes_molt_fred,120,22,18.333333333333332,0.027790485885010627,0.763184764069685,0.027790485885010627,Llevant_Iberic,,1991-2000,0.9379269742936344
subregio_estacio,roni,episodi_calid_i_sec,120,2,1.6666666666666667,-0.027781146362526966,0.7632620020399729,0.027781146362526966,Golf_Lleo,Summer,,0.9379269742936344
estacio,roni,sol_molt_humit,480,99,20.625,0.0277313154627552,0.5444515651498583,0.0277313154627552,,Summer,,0.8785342068300215
periode,roni,sol_molt_humit,480,112,23.333333333333332,0.027573189247844854,0.5467496436418035,0.027573189247844854,,,2011-2020,0.8785342068300215
periode,roni,sol_molt_humit,480,117,24.375,-0.026930348944522217,0.5561411739551176,0.026930348944522217,,,1991-2000,0.8785342068300215
periode,roni,mes_molt_humit,480,69,14.374999999999998,0.026840064720086064,0.5574664308748934,0.026840064720086064,,,2001-2010,0.8785342068300215
global,roni,mes_molt_fred,1920,312,16.25,-0.02652476187303235,0.24535559344876343,0.02652476187303235,,,,0.7819462815602867
subregio,roni,mes_molt_calid,480,71,14.791666666666666,0.026378245252996774,0.5642692156812531,0.026378245252996774,Catalunya_Balears,,,0.8785342068300215
subregio_estacio,roni,mes_molt_humit,120,19,15.833333333333332,0.02616757810765341,0.776640539296433,0.02616757810765341,Mediterrani_Central_Occidental,Winter,,0.9410548632596434
subregio_estacio,roni,mes_molt_sec,120,11,9.166666666666666,0.02605865263956958,0.7775460804897241,0.02605865263956958,Llevant_Iberic,Autumn,,0.9410548632596434
subregio_periode,roni,episodi_calid_i_sec,120,6,5.0,-0.025325665717145222,0.7836473985897139,0.025325665717145222,Golf_Lleo,,1981-1990,0.9422999394084903
subregio,roni,mes_molt_humit,480,93,19.375,-0.02441379798943632,0.5936429020799504,0.02441379798943632,Golf_Lleo,,,0.888198540516567
subregio_periode,roni,mes_molt_sec,120,6,5.0,0.02436655408076635,0.7916507810107952,0.02436655408076635,Llevant_Iberic,,1991-2000,0.9470830379535166
subregio_estacio,roni,sol_molt_sec,120,18,15.0,0.024034493410616344,0.794426793985801,0.024034493410616344,Llevant_Iberic,Summer,,0.9470830379535166
subregio_estacio,roni,mes_molt_calid,120,24,20.0,0.023486796362955947,0.7990111232272209,0.023486796362955947,Catalunya_Balears,Winter,,0.9470830379535166
subregio_estacio,roni,episodi_fred_i_humit,120,6,5.0,-0.023403931253708245,0.7997053203127908,0.023403931253708245,Golf_Lleo,Autumn,,0.9470830379535166
subregio,roni,mes_molt_fred,480,70,14.583333333333334,-0.02135289547020503,0.6407488988606274,0.02135289547020503,Catalunya_Balears,,,0.9058311724716669
subregio,roni,sol_molt_humit,480,134,27.916666666666668,0.021230250166679187,0.6426684947854608,0.021230250166679187,Catalunya_Balears,,,0.9058311724716669
periode,roni,sol_molt_sec,480,134,27.916666666666668,0.020500131528083658,0.6541449439204352,0.020500131528083658,,,2011-2020,0.9069912891779347
periode,roni,sol_molt_sec,480,121,25.208333333333332,-0.020482952473993173,0.6544159723933168,0.020482952473993173,,,1991-2000,0.9069912891779347
subregio_periode,roni,episodi_fred_i_humit,120,3,2.5,-0.020482722338458728,0.8242736107119373,0.020482722338458728,Llevant_Iberic,,1981-1990,0.9622507032731255
subregio_periode,roni,episodi_calid_i_sec,120,1,0.8333333333333334,0.02039986819580104,0.8249730464273233,0.02039986819580104,Llevant_Iberic,,1981-1990,0.9622507032731255
subregio_periode,roni,episodi_calid_i_sec,120,1,0.8333333333333334,0.02039986819580104,0.8249730464273233,0.02039986819580104,Mediterrani_Central_Occidental,,1981-1990,0.9622507032731255
subregio_estacio,roni,sol_molt_sec,120,13,10.833333333333334,0.020131316556833617,0.8272410382730695,0.020131316556833617,Golf_Lleo,Winter,,0.9622507032731255
estacio,roni,episodi_calid_i_sol_sec,480,28,5.833333333333333,0.019879574106454433,0.6639638718462233,0.019879574106454433,,Autumn,,0.9098685914189375
subregio_periode,roni,mes_molt_calid,120,10,8.333333333333332,0.019548007756129082,0.8321721191584315,0.019548007756129082,Llevant_Iberic,,1981-1990,0.9648923945442086
estacio,roni,episodi_calid_i_sec,480,16,3.3333333333333335,-0.019304358067349373,0.6731170701823772,0.019304358067349373,,Spring,,0.9098685914189375
subregio,roni,sol_molt_sec,480,125,26.041666666666668,-0.0184719166632119,0.6864490106008193,0.0184719166632119,Catalunya_Balears,,,0.915265347467759
global,roni,sol_molt_sec,1920,489,25.46875,-0.017752399905308774,0.4369075536886908,0.017752399905308774,,,,0.8424915408311952
subregio,roni,mes_molt_humit,480,57,11.875,0.017744562326541983,0.698178259524762,0.017744562326541983,Catalunya_Balears,,,0.9161660609534137
subregio_estacio,roni,episodi_fred_i_humit,120,2,1.6666666666666667,-0.01706405278320771,0.8532413981150768,0.01706405278320771,Llevant_Iberic,Winter,,0.9795963393458013
estacio,roni,sol_molt_humit,480,101,21.041666666666668,-0.017011515292347186,0.7100724548831099,0.017011515292347186,,Winter,,0.924102365732966
subregio_periode,roni,sol_molt_sec,120,41,34.166666666666664,-0.016898696188364006,0.854647826674143,0.016898696188364006,Llevant_Iberic,,2011-2020,0.9795963393458013
subregio_estacio,roni,episodi_calid_i_sol_sec,120,7,5.833333333333333,-0.016471190216633555,0.858286051038241,0.016471190216633555,Catalunya_Balears,Spring,,0.980052972375326
subregio,roni,mes_molt_fred,480,114,23.75,-0.015551554973494308,0.7339697167876451,0.015551554973494308,Golf_Lleo,,,0.9276314876152996
global,roni,mes_molt_sec,1920,193,10.052083333333334,0.01546119855941195,0.4983583392354824,0.01546119855941195,,,,0.8760379774901753
subregio_periode,roni,mes_molt_humit,120,14,11.666666666666666,0.015363436025444342,0.8677270755469259,0.015363436025444342,Catalunya_Balears,,2011-2020,0.980052972375326
subregio_periode,roni,mes_molt_humit,120,24,20.0,0.014894161096522094,0.8717322543842558,0.014894161096522094,Golf_Lleo,,1981-1990,0.980052972375326
subregio_periode,roni,mes_molt_sec,120,6,5.0,0.014873803675148779,0.8719060756455845,0.014873803675148779,Llevant_Iberic,,1981-1990,0.980052972375326
subregio_estacio,roni,mes_molt_humit,120,15,12.5,-0.014646132674522031,0.8738504521488202,0.014646132674522031,Mediterrani_Central_Occidental,Autumn,,0.980052972375326
subregio_estacio,roni,episodi_fred_i_humit,120,10,8.333333333333332,-0.014297381745758314,0.8768303415023658,0.014297381745758314,Golf_Lleo,Spring,,0.980052972375326
