target,term,coef_logit,odds_ratio,p_value,or_ci_low,or_ci_high,pseudo_r2,n,q_fdr
episodi_calid_i_sec,C(subregio)[T.Mediterrani_Central_Occidental],0.46686000346745365,1.594978096383279,0.3418160175492331,0.6091216360455007,4.176432057902468,0.12091192477888513,1920,0.4372065340746005
episodi_calid_i_sec,C(estacio)[T.Spring],-0.34897265031299274,0.7054124228151056,0.3031801264970133,0.36303407044528097,1.3706886674618057,0.12091192477888513,1920,0.39702159422227934
episodi_calid_i_sec,C(estacio)[T.Summer],-2.487458690285911,0.08312093443241712,0.0008166159740103383,0.019369771156270966,0.3566944433765996,0.12091192477888513,1920,0.0028589955143008233
episodi_calid_i_sec,C(estacio)[T.Autumn],0.0007862673265137863,1.000786576515698,0.9979663838720358,0.5467067768840616,1.832012724339087,0.12091192477888513,1920,0.9979663838720358
episodi_calid_i_sec,C(periode)[T.1991-2000],0.5480272380756559,1.7298370928197655,0.2270475772786772,0.7109591588270772,4.208872381124987,0.12091192477888513,1920,0.3045760183006645
episodi_calid_i_sec,C(periode)[T.2001-2010],0.7368922346169086,2.0894319496684397,0.10130424547899788,0.8654204275669376,5.044630024009436,0.12091192477888513,1920,0.18602834969403423
episodi_calid_i_sec,C(periode)[T.2011-2020],1.3913704806399,4.020356099367115,0.0008317077859784213,1.7778172754129509,9.091633538077733,0.12091192477888513,1920,0.0028589955143008233
episodi_calid_i_sec,roni,0.33103315587308413,1.3924059579780828,0.012334661107049357,1.0743965681390457,1.8045425770216614,0.12091192477888513,1920,0.030836652767623395
episodi_calid_i_sol_sec,Intercept,-3.903387752975855,0.02017345287590299,3.081583595086766e-23,0.009336457735040481,0.04358914402931361,0.07065736072146978,1920,8.474354886488607e-22
episodi_calid_i_sol_sec,C(subregio)[T.Catalunya_Balears],-0.2475717627097466,0.7806941940697845,0.3537443185154132,0.4626350707927247,1.3174172541868068,0.07065736072146978,1920,0.4421803981442665
episodi_calid_i_sol_sec,C(subregio)[T.Golf_Lleo],-0.10010839664713818,0.9047393420092915,0.6985541034705152,0.5451193047404992,1.5016039055323371,0.07065736072146978,1920,0.7249146356769497
episodi_calid_i_sol_sec,C(subregio)[T.Mediterrani_Central_Occidental],-0.41558411367960374,0.6599546795422503,0.1347638313115747,0.38281254835360956,1.1377374668695537,0.07065736072146978,1920,0.21177173491818882
episodi_calid_i_sol_sec,C(estacio)[T.Spring],0.3572031776461594,1.4293262474963153,0.20838537270509794,0.8192945940113748,2.4935762260791066,0.07065736072146978,1920,0.28652988746950964
episodi_calid_i_sol_sec,C(estacio)[T.Summer],0.4457691125720309,1.5616908501207807,0.1099294881895531,0.9041165911367638,2.6975263315149616,0.07065736072146978,1920,0.18988561616800348
episodi_calid_i_sol_sec,C(estacio)[T.Autumn],0.16168287388390828,1.1754874044508818,0.5782293485678339,0.6647823428522136,2.0785308949305974,0.07065736072146978,1920,0.6235806700241346
episodi_calid_i_sol_sec,C(periode)[T.1991-2000],0.3411049425410325,1.4065008348891652,0.3918361572617225,0.6442626178227855,3.07055623563754,0.07065736072146978,1920,0.47891085887543855
episodi_calid_i_sol_sec,C(periode)[T.2001-2010],1.2208669329400141,3.3901254714684836,0.0006170076828483531,1.6854360122255252,6.818977777224306,0.07065736072146978,1920,0.0024239587540471016
episodi_calid_i_sol_sec,C(periode)[T.2011-2020],1.8794307920764586,6.549775616755336,2.6967163531991412e-08,3.376763653963514,12.704342093794132,0.07065736072146978,1920,1.6479933269550307e-07
episodi_calid_i_sol_sec,roni,0.33773930402748875,1.4017750186654576,0.002739789679038145,1.1238461657865764,1.7484360963043957,0.07065736072146978,1920,0.0075344216173548985
