ambit,teleconnexio,fase_a,fase_b,variable_booleana,n_a,n_b,events_a,events_b,rate_a_pct,rate_b_pct,diff_b_minus_a_pct,chi2_p,abs_diff_pct,subregio,estacio,periode,chi2_q_fdr
subregio,wemo,Negative,Positive,mes_molt_humit,170,145,22,39,12.941176470588237,26.89655172413793,13.955375253549693,0.002872585791849351,13.955375253549693,Golf_Lleo,,,0.03215086405492927
global,wemo,Negative,Positive,mes_molt_fred,680,580,60,132,8.823529411764707,22.758620689655174,13.935091277890466,1.190049864102419e-11,13.935091277890466,,,,3.463045104538039e-09
subregio_estacio,nao,Negative,Positive,mes_molt_calid,28,69,3,17,10.714285714285714,24.637681159420293,13.92339544513458,0.20802529602647554,13.92339544513458,Mediterrani_Central_Occidental,Winter,,0.5490735704644388
subregio_estacio,nao,Negative,Positive,sol_molt_sec,40,52,6,15,15.0,28.846153846153843,13.846153846153845,0.18747989598483644,13.846153846153845,Golf_Lleo,Spring,,0.5171246420055678
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,35,29,0,4,0.0,13.793103448275861,13.793103448275861,0.0800230508305946,13.793103448275861,Catalunya_Balears,,2001-2010,0.31682595634970107
periode,nao,Negative,Positive,sol_molt_humit,236,132,79,26,33.47457627118644,19.696969696969695,-13.777606574216744,0.007213543900939888,13.777606574216744,,,2001-2010,0.06563831845355979
subregio,wemo,Negative,Positive,sol_molt_humit,170,145,27,43,15.88235294117647,29.655172413793103,13.772819472616632,0.005195892490823025,13.772819472616632,Golf_Lleo,,,0.04957392507637706
subregio_estacio,wemo,Negative,Positive,sol_molt_humit,48,34,16,16,33.33333333333333,47.05882352941176,13.725490196078432,0.3051247834234315,13.725490196078432,Mediterrani_Central_Occidental,Spring,,0.6577134220460635
subregio_estacio,wemo,Negative,Positive,mes_molt_humit,48,34,8,1,16.666666666666664,2.941176470588235,-13.72549019607843,0.1095207319935963,13.72549019607843,Llevant_Iberic,Spring,,0.37941110726353006
subregio_estacio,wemo,Negative,Positive,sol_molt_sec,33,43,7,15,21.21212121212121,34.883720930232556,13.671599718111347,0.2948935541608534,13.671599718111347,Mediterrani_Central_Occidental,Winter,,0.6488773101006302
subregio_periode,nao,Negative,Positive,mes_molt_humit,44,53,6,0,13.636363636363635,0.0,-13.636363636363635,0.0186600751202501,13.636363636363635,Llevant_Iberic,,1991-2000,0.12628097348820416
periode,nao,Negative,Positive,mes_molt_sec,236,132,9,23,3.8135593220338984,17.424242424242426,13.610683102208526,2.1241707128990784e-05,13.610683102208526,,,2001-2010,0.0008241782366048424
subregio_estacio,nao,Negative,Positive,mes_molt_humit,66,32,11,1,16.666666666666664,3.125,-13.541666666666666,0.11201853194342888,13.541666666666666,Mediterrani_Central_Occidental,Autumn,,0.383498738771033
subregio_estacio,wemo,Negative,Positive,mes_molt_fred,33,43,6,2,18.181818181818183,4.651162790697675,-13.530655391120508,0.12650073204986537,13.530655391120508,Llevant_Iberic,Winter,,0.4149492168707307
subregio_periode,nao,Negative,Positive,sol_molt_sec,44,53,9,18,20.454545454545457,33.9622641509434,13.507718696397939,0.21121765445578225,13.507718696397939,Mediterrani_Central_Occidental,,1991-2000,0.5549827308951027
subregio_estacio,roni,La Nina,El Nino,sol_molt_humit,27,31,8,5,29.629629629629626,16.129032258064516,-13.500597371565112,0.36059915267882425,13.500597371565112,Llevant_Iberic,Summer,,0.7273620683546819
estacio,roni,La Nina,El Nino,mes_molt_calid,136,120,24,5,17.647058823529413,4.166666666666666,-13.480392156862747,0.0013817497356523416,13.480392156862747,,Spring,,0.018701822003480528
subregio_estacio,wemo,Negative,Positive,sol_molt_humit,48,34,22,11,45.83333333333333,32.35294117647059,-13.480392156862742,0.3183748231291879,13.480392156862742,Llevant_Iberic,Spring,,0.6725740365197364
subregio_periode,nao,Negative,Positive,mes_molt_sec,59,33,1,5,1.694915254237288,15.151515151515152,13.456599897277863,0.03873444025361093,13.456599897277863,Catalunya_Balears,,2001-2010,0.19518133530390963
subregio_periode,nao,Negative,Positive,episodi_calid_i_sec,59,33,1,5,1.694915254237288,15.151515151515152,13.456599897277863,0.03873444025361093,13.456599897277863,Golf_Lleo,,2001-2010,0.19518133530390963
subregio_estacio,nao,Negative,Positive,sol_molt_sec,66,32,20,14,30.303030303030305,43.75,13.446969696969695,0.2778389346013231,13.446969696969695,Mediterrani_Central_Occidental,Autumn,,0.6292369395181279
subregio_periode,roni,La Nina,El Nino,mes_molt_calid,35,29,5,8,14.285714285714285,27.586206896551722,13.30049261083744,0.31515161630353206,13.30049261083744,Golf_Lleo,,2001-2010,0.6712986396286891
periode,nao,Negative,Positive,mes_molt_calid,160,228,37,83,23.125,36.40350877192983,13.278508771929825,0.0074922212123058616,13.278508771929825,,,2011-2020,0.06574201861295652
subregio,nao,Negative,Positive,mes_molt_humit,191,197,36,11,18.848167539267017,5.583756345177665,-13.264411194089352,0.00011919545696499109,13.264411194089352,Catalunya_Balears,,,0.0026681444597548005
subregio_estacio,nao,Negative,Positive,mes_molt_calid,28,69,4,19,14.285714285714285,27.536231884057973,13.250517598343686,0.25974608714976843,13.250517598343686,Catalunya_Balears,Winter,,0.6106214718297124
subregio_periode,roni,La Nina,El Nino,sol_molt_humit,36,51,9,6,25.0,11.76470588235294,-13.23529411764706,0.18634773899925838,13.23529411764706,Mediterrani_Central_Occidental,,1991-2000,0.516449448083659
subregio_periode,wemo,Negative,Positive,sol_molt_sec,35,38,12,8,34.285714285714285,21.052631578947366,-13.233082706766918,0.31546422326193546,13.233082706766918,Mediterrani_Central_Occidental,,1981-1990,0.6712986396286891
estacio,nao,Negative,Positive,mes_molt_sec,160,208,5,34,3.125,16.346153846153847,13.221153846153847,9.084142486522912e-05,13.221153846153847,,Spring,,0.002244739720523798
subregio_periode,nao,Negative,Positive,episodi_calid_i_sec,44,53,0,7,0.0,13.20754716981132,13.20754716981132,0.03498143852399772,13.20754716981132,Golf_Lleo,,1991-2000,0.18424612869653095
estacio,wemo,Negative,Positive,mes_molt_calid,192,136,31,4,16.145833333333336,2.941176470588235,-13.204656862745098,0.00027845249780042127,13.204656862745098,,Spring,,0.005313421433437547
subregio,nao,Negative,Positive,sol_molt_humit,191,197,64,40,33.50785340314136,20.304568527918782,-13.203284875222582,0.004790372278595352,13.203284875222582,Mediterrani_Central_Occidental,,,0.046993443530860046
subregio_estacio,nao,Negative,Positive,sol_molt_humit,57,44,14,5,24.561403508771928,11.363636363636363,-13.197767145135565,0.1538431940140373,13.197767145135565,Llevant_Iberic,Summer,,0.46760419608476766
subregio,nao,Negative,Positive,mes_molt_calid,191,197,32,59,16.75392670157068,29.949238578680205,13.195311877109523,0.0032089837001568044,13.195311877109523,Golf_Lleo,,,0.034585713212801114
subregio_periode,nao,Negative,Positive,mes_molt_humit,48,54,9,3,18.75,5.555555555555555,-13.194444444444445,0.07899234638582511,13.194444444444445,Llevant_Iberic,,1981-1990,0.31381259792867044
periode,nao,Negative,Positive,mes_molt_humit,192,216,36,12,18.75,5.555555555555555,-13.194444444444445,7.040807127504386e-05,13.194444444444445,,,1981-1990,0.001900013776802787
subregio_periode,wemo,Negative,Positive,mes_molt_calid,59,31,23,8,38.983050847457626,25.806451612903224,-13.176599234554404,0.30932869809893454,13.176599234554404,Mediterrani_Central_Occidental,,2011-2020,0.6630913528308652
subregio_periode,roni,La Nina,El Nino,sol_molt_humit,30,34,11,8,36.666666666666664,23.52941176470588,-13.137254901960782,0.3822326871852406,13.137254901960782,Golf_Lleo,,1981-1990,0.7499761093701607
subregio_periode,wemo,Negative,Positive,sol_molt_sec,46,29,13,12,28.26086956521739,41.37931034482759,13.118440779610197,0.35645162626019833,13.118440779610197,Llevant_Iberic,,2001-2010,0.7203293280674842
subregio_periode,wemo,Negative,Positive,episodi_calid_i_sec,46,29,6,0,13.043478260869565,0.0,-13.043478260869565,0.11167964976027492,13.043478260869565,Golf_Lleo,,2001-2010,0.383498738771033
subregio_periode,wemo,Negative,Positive,mes_molt_calid,59,31,21,7,35.59322033898305,22.58064516129032,-13.012575177692728,0.30416836093899635,13.012575177692728,Catalunya_Balears,,2011-2020,0.6568682228812462
subregio_estacio,wemo,Negative,Positive,mes_molt_humit,43,34,2,6,4.651162790697675,17.647058823529413,12.99589603283174,0.13891594360955292,12.99589603283174,Golf_Lleo,Summer,,0.44544947207030194
subregio_estacio,wemo,Negative,Positive,sol_molt_humit,46,34,13,14,28.26086956521739,41.17647058823529,12.915601023017903,0.33277001513544086,12.915601023017903,Mediterrani_Central_Occidental,Autumn,,0.6892247288570341
subregio_estacio,wemo,Negative,Positive,mes_molt_humit,46,34,10,3,21.73913043478261,8.823529411764707,-12.915601023017903,0.2144360506183101,12.915601023017903,Llevant_Iberic,Autumn,,0.555520381955022
subregio_periode,roni,La Nina,El Nino,mes_molt_humit,36,51,11,9,30.555555555555557,17.647058823529413,-12.908496732026146,0.24986685880982504,12.908496732026146,Golf_Lleo,,1991-2000,0.6028674455995595
subregio_estacio,roni,La Nina,El Nino,mes_molt_calid,27,31,0,4,0.0,12.903225806451612,12.903225806451612,0.15707323081541594,12.903225806451612,Llevant_Iberic,Summer,,0.46760419608476766
subregio_estacio,roni,La Nina,El Nino,mes_molt_calid,27,31,0,4,0.0,12.903225806451612,12.903225806451612,0.15707323081541594,12.903225806451612,Catalunya_Balears,Summer,,0.46760419608476766
subregio_estacio,nao,Negative,Positive,sol_molt_humit,66,32,25,8,37.878787878787875,25.0,-12.878787878787879,0.2996484584051672,12.878787878787879,Golf_Lleo,Autumn,,0.6531663025910386
global,nao,Negative,Positive,sol_molt_sec,764,788,149,255,19.50261780104712,32.36040609137056,12.857788290323438,1.1082686741680184e-08,12.857788290323438,,,,1.2900247367315733e-06
subregio_estacio,nao,Negative,Positive,sol_molt_humit,28,69,4,1,14.285714285714285,1.4492753623188406,-12.836438923395443,0.03713896861294703,12.836438923395443,Golf_Lleo,Winter,,0.19213226429097927
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,30,34,10,7,33.33333333333333,20.588235294117645,-12.745098039215685,0.38515047580158623,12.745098039215685,Golf_Lleo,,1981-1990,0.7505235794361899
subregio_estacio,roni,La Nina,El Nino,mes_molt_fred,34,30,7,10,20.588235294117645,33.33333333333333,12.745098039215685,0.38515047580158623,12.745098039215685,Golf_Lleo,Spring,,0.7505235794361899
subregio_periode,nao,Negative,Positive,mes_molt_calid,59,33,5,7,8.47457627118644,21.21212121212121,12.737544940934772,0.15642870891190153,12.737544940934772,Catalunya_Balears,,2001-2010,0.46760419608476766
subregio_estacio,nao,Negative,Positive,mes_molt_sec,66,32,4,6,6.0606060606060606,18.75,12.68939393939394,0.11177561325920529,12.68939393939394,Llevant_Iberic,Autumn,,0.383498738771033
subregio_estacio,roni,La Nina,El Nino,mes_molt_fred,39,37,6,1,15.384615384615385,2.7027027027027026,-12.681912681912683,0.12998853652031545,12.681912681912683,Mediterrani_Central_Occidental,Autumn,,0.4226442919263888
subregio,wemo,Negative,Positive,sol_molt_humit,170,145,59,32,34.705882352941174,22.06896551724138,-12.636916835699797,0.019197356098489667,12.636916835699797,Catalunya_Balears,,,0.1276898428493827
subregio,nao,Negative,Positive,mes_molt_sec,191,197,6,31,3.1413612565445024,15.736040609137056,12.594679352592554,5.1237005404852866e-05,12.594679352592554,Catalunya_Balears,,,0.0015694703760854932
global,nao,Negative,Positive,mes_molt_sec,764,788,35,135,4.5811518324607325,17.131979695431472,12.550827862970737,4.7376299778457885e-15,12.550827862970737,,,,5.514601294212498e-12
subregio_estacio,wemo,Negative,Positive,mes_molt_sec,33,43,2,8,6.0606060606060606,18.6046511627907,12.544045102184636,0.20724966036437867,12.544045102184636,Catalunya_Balears,Winter,,0.5482695560548563
subregio_periode,nao,Negative,Positive,mes_molt_sec,40,57,2,10,5.0,17.543859649122805,12.543859649122806,0.1250673576790774,12.543859649122806,Catalunya_Balears,,2011-2020,0.41444419660735576
subregio_estacio,nao,Negative,Positive,episodi_calid_i_sec,66,32,0,4,0.0,12.5,12.5,0.016921012300333275,12.5,Catalunya_Balears,Autumn,,0.11654472377270966
subregio_periode,nao,Negative,Positive,episodi_fred_i_humit,48,54,6,0,12.5,0.0,-12.5,0.024039772552059618,12.5,Golf_Lleo,,1981-1990,0.14574112109686144
subregio_periode,roni,La Nina,El Nino,sol_molt_sec,45,24,15,5,33.33333333333333,20.833333333333336,-12.499999999999996,0.41710308340097546,12.499999999999996,Golf_Lleo,,2011-2020,0.787397167863688
subregio_estacio,nao,Negative,Positive,mes_molt_calid,57,44,11,3,19.298245614035086,6.8181818181818175,-12.480063795853269,0.1311981564413568,12.480063795853269,Mediterrani_Central_Occidental,Summer,,0.4253890086288003
subregio_periode,nao,Negative,Positive,mes_molt_humit,40,57,12,10,30.0,17.543859649122805,-12.456140350877194,0.23176512174024558,12.456140350877194,Golf_Lleo,,2011-2020,0.5826095535615073
estacio,nao,Negative,Positive,mes_molt_humit,160,208,33,17,20.625,8.173076923076923,-12.451923076923075,0.0009586334447585533,12.451923076923075,,Spring,,0.014491549736350078
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,36,51,4,12,11.11111111111111,23.52941176470588,12.418300653594772,0.23341812701871192,12.418300653594772,Golf_Lleo,,1991-2000,0.5826095535615073
subregio_estacio,nao,Negative,Positive,sol_molt_sec,28,69,1,11,3.571428571428571,15.942028985507244,12.370600414078673,0.18137762065935742,12.370600414078673,Golf_Lleo,Winter,,0.5075085347295482
subregio_periode,wemo,Negative,Positive,sol_molt_sec,35,38,8,4,22.857142857142858,10.526315789473683,-12.330827067669173,0.26956978189603703,12.330827067669173,Golf_Lleo,,1981-1990,0.6187793684572906
subregio_periode,nao,Negative,Positive,sol_molt_sec,40,57,7,17,17.5,29.82456140350877,12.32456140350877,0.25191555108058616,12.32456140350877,Mediterrani_Central_Occidental,,2011-2020,0.6028674455995595
subregio_estacio,nao,Negative,Positive,episodi_calid_i_sol_sec,57,44,7,0,12.280701754385964,0.0,-12.280701754385964,0.043960015311642474,12.280701754385964,Catalunya_Balears,Summer,,0.20955701395451737
subregio_estacio,nao,Negative,Positive,episodi_calid_i_sol_sec,57,44,7,0,12.280701754385964,0.0,-12.280701754385964,0.043960015311642474,12.280701754385964,Llevant_Iberic,Summer,,0.20955701395451737
subregio,wemo,Negative,Positive,mes_molt_fred,170,145,12,28,7.0588235294117645,19.310344827586206,12.251521298174442,0.0020335388511362328,12.251521298174442,Mediterrani_Central_Occidental,,,0.02491620234444816
subregio_periode,wemo,Negative,Positive,mes_molt_humit,59,31,11,2,18.64406779661017,6.451612903225806,-12.192454893384364,0.21202813143507307,12.192454893384364,Catalunya_Balears,,2011-2020,0.555520381955022
subregio,nao,Negative,Positive,episodi_calid_i_sec,191,197,2,26,1.0471204188481675,13.19796954314721,12.150849124299041,9.50931706127445e-06,12.150849124299041,Golf_Lleo,,,0.00044275380237293843
periode,wemo,Negative,Positive,mes_molt_fred,120,188,25,62,20.833333333333336,32.97872340425532,12.145390070921982,0.029323715830490017,12.145390070921982,,,1991-2000,0.1633148575439731
subregio_estacio,nao,Negative,Positive,mes_molt_humit,28,69,5,4,17.857142857142858,5.797101449275362,-12.060041407867494,0.14183802789801236,12.060041407867494,Llevant_Iberic,Winter,,0.4486398491121913
subregio_periode,nao,Negative,Positive,sol_molt_sec,59,33,9,9,15.254237288135593,27.27272727272727,12.018489984591676,0.2628251433017978,12.018489984591676,Mediterrani_Central_Occidental,,2001-2010,0.6118569336065852
subregio_periode,wemo,Negative,Positive,mes_molt_humit,46,29,4,6,8.695652173913043,20.689655172413794,11.994002998500749,0.25458457847018645,11.994002998500749,Golf_Lleo,,2001-2010,0.606005008873818
subregio_periode,roni,La Nina,El Nino,sol_molt_humit,30,34,8,5,26.666666666666668,14.705882352941178,-11.960784313725489,0.3812805347999626,11.960784313725489,Mediterrani_Central_Occidental,,1981-1990,0.7499761093701607
subregio_estacio,roni,La Nina,El Nino,mes_molt_fred,27,31,2,6,7.4074074074074066,19.35483870967742,11.947431302270012,0.35004568637132116,11.947431302270012,Llevant_Iberic,Summer,,0.7123307324059752
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,45,24,4,5,8.88888888888889,20.833333333333336,11.944444444444445,0.3040005103924942,11.944444444444445,Catalunya_Balears,,2011-2020,0.6568682228812462
subregio_periode,roni,La Nina,El Nino,episodi_calid_i_sol_sec,45,24,4,5,8.88888888888889,20.833333333333336,11.944444444444445,0.3040005103924942,11.944444444444445,Catalunya_Balears,,2011-2020,0.6568682228812462
subregio_estacio,nao,Negative,Positive,mes_molt_fred,66,32,12,2,18.181818181818183,6.25,-11.931818181818182,0.20225908207131718,11.931818181818182,Llevant_Iberic,Autumn,,0.5399760814931496
subregio_estacio,nao,Negative,Positive,mes_molt_humit,66,32,12,2,18.181818181818183,6.25,-11.931818181818182,0.20225908207131718,11.931818181818182,Llevant_Iberic,Autumn,,0.5399760814931496
subregio,wemo,Negative,Positive,mes_molt_humit,170,145,26,5,15.294117647058824,3.4482758620689653,-11.84584178498986,0.000874098874939346,11.84584178498986,Llevant_Iberic,,,0.013966564427813062
subregio_estacio,wemo,Negative,Positive,mes_molt_humit,33,43,3,9,9.090909090909092,20.930232558139537,11.839323467230445,0.2776465887268361,11.839323467230445,Mediterrani_Central_Occidental,Winter,,0.6292369395181279
subregio_periode,roni,La Nina,El Nino,mes_molt_calid,30,34,0,4,0.0,11.76470588235294,11.76470588235294,0.1547722012900712,11.76470588235294,Mediterrani_Central_Occidental,,1981-1990,0.46760419608476766
subregio_estacio,nao,Negative,Positive,episodi_calid_i_sol_sec,57,44,8,1,14.035087719298245,2.272727272727273,-11.762360446570971,0.08816789718391352,11.762360446570971,Golf_Lleo,Summer,,0.33320594909764717
subregio_estacio,nao,Negative,Positive,mes_molt_humit,40,52,7,3,17.5,5.769230769230769,-11.73076923076923,0.1458942339559484,11.73076923076923,Mediterrani_Central_Occidental,Spring,,0.45285570219926374
subregio_estacio,nao,Negative,Positive,mes_molt_fred,57,44,5,9,8.771929824561402,20.454545454545457,11.682615629984053,0.1631991296763698,11.682615629984053,Llevant_Iberic,Summer,,0.4742674801843663
subregio_estacio,wemo,Negative,Positive,mes_molt_calid,48,34,7,1,14.583333333333334,2.941176470588235,-11.642156862745098,0.16984894162630593,11.642156862745098,Mediterrani_Central_Occidental,Spring,,0.48575962666589706
subregio_estacio,wemo,Negative,Positive,mes_molt_calid,48,34,7,1,14.583333333333334,2.941176470588235,-11.642156862745098,0.16984894162630593,11.642156862745098,Catalunya_Balears,Spring,,0.48575962666589706
estacio,nao,Negative,Positive,mes_molt_calid,228,176,42,12,18.421052631578945,6.8181818181818175,-11.602870813397129,0.0011509294823874928,11.602870813397129,,Summer,,0.01674602396873802
subregio,wemo,Negative,Positive,mes_molt_calid,170,145,49,25,28.823529411764703,17.24137931034483,-11.582150101419874,0.022406232292619135,11.582150101419874,Golf_Lleo,,,0.13872794887557804
subregio_estacio,nao,Negative,Positive,mes_molt_sec,40,52,0,6,0.0,11.538461538461538,11.538461538461538,0.07247295087073706,11.538461538461538,Catalunya_Balears,Spring,,0.2939321073642437
periode,roni,La Nina,El Nino,mes_molt_calid,180,96,45,35,25.0,36.45833333333333,11.458333333333332,0.06301507782206436,11.458333333333332,,,2011-2020,0.26769908972585005
subregio,wemo,Negative,Positive,mes_molt_humit,170,145,30,9,17.647058823529413,6.206896551724138,-11.440162271805274,0.0037195914445124984,11.440162271805274,Catalunya_Balears,,,0.039005445418131064
subregio_periode,wemo,Negative,Positive,episodi_calid_i_sec,35,38,4,0,11.428571428571429,0.0,-11.428571428571429,0.10335910378727442,11.428571428571429,Golf_Lleo,,1981-1990,0.367920479536353
subregio_estacio,roni,La Nina,El Nino,mes_molt_humit,46,40,11,5,23.91304347826087,12.5,-11.413043478260871,0.2806693232324477,11.413043478260871,Golf_Lleo,Winter,,0.6331377756638936
subregio_estacio,roni,La Nina,El Nino,mes_molt_calid,34,30,5,1,14.705882352941178,3.3333333333333335,-11.372549019607844,0.2593523160105215,11.372549019607844,Catalunya_Balears,Spring,,0.6106214718297124
subregio_estacio,roni,La Nina,El Nino,mes_molt_humit,39,37,4,8,10.256410256410255,21.62162162162162,11.365211365211367,0.2967489109541917,11.365211365211367,Catalunya_Balears,Autumn,,0.6493343920496689
estacio,nao,Negative,Positive,episodi_calid_i_sec,264,128,1,15,0.3787878787878788,11.71875,11.339962121212121,4.441104880516047e-07,11.339962121212121,,Autumn,,2.871914489400377e-05
periode,nao,Negative,Positive,sol_molt_humit,160,228,49,44,30.625000000000004,19.298245614035086,-11.326754385964916,0.014208425264529373,11.326754385964916,,,2011-2020,0.10084516468239141
periode,nao,Negative,Positive,sol_molt_sec,236,132,52,44,22.033898305084744,33.33333333333333,11.299435028248586,0.02484435054979529,11.299435028248586,,,2001-2010,0.14830166174339343
periode,nao,Negative,Positive,mes_molt_calid,236,132,27,30,11.440677966101696,22.727272727272727,11.286594761171031,0.0065282647567967795,11.286594761171031,,,2001-2010,0.0603087315627893
subregio_estacio,wemo,Negative,Positive,mes_molt_fred,43,34,4,7,9.30232558139535,20.588235294117645,11.285909712722297,0.28128285958418875,11.285909712722297,Catalunya_Balears,Summer,,0.6332944846344212
subregio_estacio,nao,Negative,Positive,mes_molt_fred,28,69,6,7,21.428571428571427,10.144927536231885,-11.283643892339542,0.25042435380768535,11.283643892339542,Llevant_Iberic,Winter,,0.6028674455995595
subregio_estacio,nao,Negative,Positive,mes_molt_humit,28,69,6,7,21.428571428571427,10.144927536231885,-11.283643892339542,0.25042435380768535,11.283643892339542,Mediterrani_Central_Occidental,Winter,,0.6028674455995595
subregio_estacio,nao,Negative,Positive,sol_molt_humit,66,32,26,9,39.39393939393939,28.125,-11.268939393939393,0.3859370976395553,11.268939393939393,Mediterrani_Central_Occidental,Autumn,,0.7505235794361899
subregio_estacio,roni,La Nina,El Nino,mes_molt_calid,39,37,3,7,7.6923076923076925,18.91891891891892,11.226611226611228,0.2679900856263742,11.226611226611228,Mediterrani_Central_Occidental,Autumn,,0.6174510206637911
global,nao,Negative,Positive,mes_molt_humit,764,788,139,55,18.19371727748691,6.979695431472082,-11.21402184601483,4.068986805995801e-11,11.21402184601483,,,,9.472601284358225e-09
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,30,34,6,3,20.0,8.823529411764707,-11.176470588235295,0.3558970541715336,11.176470588235295,Mediterrani_Central_Occidental,,1981-1990,0.7203293280674842
subregio_periode,nao,Negative,Positive,sol_molt_sec,48,54,8,15,16.666666666666664,27.77777777777778,11.111111111111112,0.2700514769555873,11.111111111111112,Llevant_Iberic,,1981-1990,0.6187793684572906
subregio_periode,wemo,Negative,Positive,sol_molt_humit,35,38,14,11,40.0,28.947368421052634,-11.05263157894737,0.45486973790493557,11.05263157894737,Catalunya_Balears,,1981-1990,0.814566730648223
periode,wemo,Negative,Positive,mes_molt_calid,236,124,85,31,36.016949152542374,25.0,-11.016949152542372,0.04477044395039355,11.016949152542372,,,2011-2020,0.21013224499297617
estacio,wemo,Negative,Positive,mes_molt_fred,172,136,19,30,11.046511627906977,22.058823529411764,11.012311901504788,0.013625306402351779,11.012311901504788,,Summer,,0.10038291460709899
subregio_periode,roni,La Nina,El Nino,mes_molt_calid,35,29,1,4,2.857142857142857,13.793103448275861,10.935960591133005,0.24810015745241432,10.935960591133005,Mediterrani_Central_Occidental,,2001-2010,0.6028674455995595
estacio,roni,La Nina,El Nino,mes_molt_calid,108,124,3,17,2.7777777777777777,13.709677419354838,10.93189964157706,0.006434826665389268,10.93189964157706,,Summer,,0.059921105908104864
subregio_periode,nao,Negative,Positive,mes_molt_fred,44,53,6,13,13.636363636363635,24.528301886792452,10.891938250428817,0.2762849903145417,10.891938250428817,Mediterrani_Central_Occidental,,1991-2000,0.6292369395181279
subregio_periode,wemo,Negative,Positive,mes_molt_sec,46,29,5,0,10.869565217391305,0.0,-10.869565217391305,0.1730493972193165,10.869565217391305,Mediterrani_Central_Occidental,,2001-2010,0.4924926610349252
subregio_periode,roni,La Nina,El Nino,mes_molt_sec,30,34,5,2,16.666666666666664,5.88235294117647,-10.784313725490195,0.3280083872149201,10.784313725490195,Catalunya_Balears,,1981-1990,0.6842325496741344
subregio_estacio,nao,Negative,Positive,episodi_fred_i_humit,28,69,3,0,10.714285714285714,0.0,-10.714285714285714,0.03443964136022553,10.714285714285714,Golf_Lleo,Winter,,0.182217011560466
subregio_estacio,wemo,Negative,Positive,mes_molt_calid,33,43,8,15,24.242424242424242,34.883720930232556,10.641296687808316,0.45384642448190393,10.641296687808316,Golf_Lleo,Winter,,0.8139864993789464
subregio_estacio,wemo,Negative,Positive,sol_molt_sec,46,34,13,6,28.26086956521739,17.647058823529413,-10.613810741687976,0.4025600809660702,10.613810741687976,Golf_Lleo,Autumn,,0.7681638266303373
subregio_estacio,nao,Negative,Positive,episodi_fred_i_humit,40,52,5,1,12.5,1.9230769230769231,-10.576923076923077,0.10718691566679972,10.576923076923077,Golf_Lleo,Spring,,0.3735496102878888
estacio,nao,Negative,Positive,mes_molt_calid,112,276,19,76,16.964285714285715,27.536231884057973,10.571946169772255,0.038994799401453506,10.571946169772255,,Winter,,0.1956463211348788
subregio_periode,wemo,Negative,Positive,mes_molt_sec,35,38,0,4,0.0,10.526315789473683,10.526315789473683,0.14441153329632772,10.526315789473683,Llevant_Iberic,,1981-1990,0.45285570219926374
subregio_estacio,roni,La Nina,El Nino,sol_molt_sec,27,31,5,9,18.51851851851852,29.03225806451613,10.513739545997613,0.5314675278873747,10.513739545997613,Catalunya_Balears,Summer,,0.8750045296476721
subregio_periode,roni,La Nina,El Nino,sol_molt_sec,36,51,4,11,11.11111111111111,21.568627450980394,10.457516339869283,0.3252906759359847,10.457516339869283,Golf_Lleo,,1991-2000,0.6797815920816629
subregio_periode,roni,La Nina,El Nino,mes_molt_fred,36,51,4,11,11.11111111111111,21.568627450980394,10.457516339869283,0.3252906759359847,10.457516339869283,Llevant_Iberic,,1991-2000,0.6797815920816629
periode,wemo,Negative,Positive,mes_molt_sec,184,116,24,3,13.043478260869565,2.586206896551724,-10.45727136431784,0.004040072374778818,10.45727136431784,,,2001-2010,0.041251265300373194
subregio_estacio,roni,La Nina,El Nino,sol_molt_humit,46,40,14,8,30.434782608695656,20.0,-10.434782608695652,0.3906328449132601,10.434782608695652,Mediterrani_Central_Occidental,Winter,,0.7557325285388343
subregio_estacio,wemo,Negative,Positive,episodi_calid_i_sec,48,34,5,0,10.416666666666668,0.0,-10.416666666666668,0.14056502353517564,10.416666666666668,Golf_Lleo,Spring,,0.44704286173482094
periode,nao,Negative,Positive,sol_molt_sec,192,216,36,63,18.75,29.166666666666668,10.416666666666668,0.019587205336189926,10.416666666666668,,,1981-1990,0.1288107740752829
subregio_estacio,wemo,Negative,Positive,episodi_calid_i_sol_sec,48,34,5,0,10.416666666666668,0.0,-10.416666666666668,0.14056502353517564,10.416666666666668,Catalunya_Balears,Spring,,0.44704286173482094
subregio_periode,nao,Negative,Positive,mes_molt_sec,48,54,3,9,6.25,16.666666666666664,10.416666666666666,0.18618500872281804,10.416666666666666,Mediterrani_Central_Occidental,,1981-1990,0.516449448083659
estacio,nao,Negative,Positive,episodi_calid_i_sol_sec,228,176,25,1,10.964912280701753,0.5681818181818182,-10.396730462519937,5.865981856279709e-05,10.396730462519937,,Summer,,0.0017507699694127132
subregio_periode,roni,La Nina,El Nino,mes_molt_fred,36,51,9,18,25.0,35.294117647058826,10.294117647058826,0.431330618185496,10.294117647058826,Golf_Lleo,,1991-2000,0.7982016527311881
subregio_periode,roni,La Nina,El Nino,episodi_calid_i_sec,45,24,1,3,2.2222222222222223,12.5,10.277777777777777,0.23045468606919417,10.277777777777777,Catalunya_Balears,,2011-2020,0.5826095535615073
