any,estacio_3m,oni,mes,data,roni,fase_enso,oni_lag_1,roni_lag_1,oni_lag_3,roni_lag_3,oni_lag_6,roni_lag_6,nao,wemo,estacio,periode,fase_nao,fase_wemo
1981,DJF,-0.3,1,1981-01-01,0.0,Neutral,,,,,,,1.0,1.27,Winter,1981-1990,Positive,Positive
1981,JFM,-0.5,2,1981-02-01,-0.3,Neutral,-0.3,0.0,,,,,1.04,-0.18,Winter,1981-1990,Positive,Neutral
1981,FMA,-0.5,3,1981-03-01,-0.3,Neutral,-0.5,-0.3,,,,,0.01,0.48,Spring,1981-1990,Neutral,Neutral
1981,MAM,-0.4,4,1981-04-01,-0.3,Neutral,-0.5,-0.3,-0.3,0.0,,,-3.04,-1.36,Spring,1981-1990,Negative,Negative
1981,AMJ,-0.3,5,1981-05-01,-0.3,Neutral,-0.4,-0.3,-0.5,-0.3,,,0.05,1.69,Spring,1981-1990,Neutral,Positive
1981,MJJ,-0.3,6,1981-06-01,-0.3,Neutral,-0.3,-0.3,-0.5,-0.3,,,-1.57,-0.76,Summer,1981-1990,Negative,Negative
1981,JJA,-0.3,7,1981-07-01,-0.3,Neutral,-0.3,-0.3,-0.4,-0.3,-0.3,0.0,1.74,-0.09,Summer,1981-1990,Positive,Neutral
1981,JAS,-0.2,8,1981-08-01,-0.2,Neutral,-0.3,-0.3,-0.3,-0.3,-0.5,-0.3,1.01,-0.63,Summer,1981-1990,Positive,Negative
1981,ASO,-0.2,9,1981-09-01,-0.1,Neutral,-0.2,-0.2,-0.3,-0.3,-0.5,-0.3,0.27,1.27,Autumn,1981-1990,Neutral,Positive
1981,SON,-0.1,10,1981-10-01,-0.2,Neutral,-0.2,-0.1,-0.3,-0.3,-0.4,-0.3,-1.06,1.84,Autumn,1981-1990,Negative,Positive
1981,OND,-0.2,11,1981-11-01,-0.2,Neutral,-0.1,-0.2,-0.2,-0.2,-0.3,-0.3,1.66,0.27,Autumn,1981-1990,Positive,Neutral
1981,NDJ,-0.1,12,1981-12-01,0.0,Neutral,-0.2,-0.2,-0.2,-0.1,-0.3,-0.3,-2.2,2.48,Winter,1981-1990,Negative,Positive
1982,DJF,0.0,1,1982-01-01,0.1,Neutral,-0.1,0.0,-0.1,-0.2,-0.3,-0.3,-0.72,-0.23,Winter,1981-1990,Negative,Neutral
1982,JFM,0.1,2,1982-02-01,0.3,Neutral,0.0,0.1,-0.2,-0.2,-0.2,-0.2,2.25,-0.9,Winter,1981-1990,Positive,Negative
1982,FMA,0.2,3,1982-03-01,0.4,Neutral,0.1,0.3,-0.1,0.0,-0.2,-0.1,1.66,-0.07,Spring,1981-1990,Positive,Neutral
1982,MAM,0.5,4,1982-04-01,0.6,El Nino,0.2,0.4,0.0,0.1,-0.1,-0.2,-0.99,-1.48,Spring,1981-1990,Negative,Negative
1982,AMJ,0.7,5,1982-05-01,0.8,El Nino,0.5,0.6,0.1,0.3,-0.2,-0.2,1.1,0.04,Spring,1981-1990,Positive,Neutral
1982,MJJ,0.7,6,1982-06-01,0.8,El Nino,0.7,0.8,0.2,0.4,-0.1,0.0,-1.86,1.15,Summer,1981-1990,Negative,Positive
1982,JJA,0.8,7,1982-07-01,0.9,El Nino,0.7,0.8,0.5,0.6,0.0,0.1,-0.65,0.94,Summer,1981-1990,Negative,Positive
1982,JAS,1.1,8,1982-08-01,1.3,El Nino,0.8,0.9,0.7,0.8,0.1,0.3,1.45,-0.04,Summer,1981-1990,Positive,Neutral
1982,ASO,1.6,9,1982-09-01,1.8,El Nino,1.1,1.3,0.7,0.8,0.2,0.4,1.08,-0.05,Autumn,1981-1990,Positive,Neutral
1982,SON,2.0,10,1982-10-01,2.2,El Nino,1.6,1.8,0.8,0.9,0.5,0.6,0.32,1.53,Autumn,1981-1990,Neutral,Positive
1982,OND,2.2,11,1982-11-01,2.4,El Nino,2.0,2.2,1.1,1.3,0.7,0.8,1.71,-0.05,Autumn,1981-1990,Positive,Neutral
1982,NDJ,2.2,12,1982-12-01,2.5,El Nino,2.2,2.4,1.6,1.8,0.7,0.8,2.64,2.06,Winter,1981-1990,Positive,Positive
1983,DJF,2.2,1,1983-01-01,2.5,El Nino,2.2,2.5,2.0,2.2,0.8,0.9,4.82,0.96,Winter,1981-1990,Positive,Positive
1983,JFM,1.9,2,1983-02-01,2.2,El Nino,2.2,2.5,2.2,2.4,1.1,1.3,-1.25,-0.14,Winter,1981-1990,Negative,Neutral
1983,FMA,1.5,3,1983-03-01,1.7,El Nino,1.9,2.2,2.2,2.5,1.6,1.8,1.79,0.66,Spring,1981-1990,Positive,Positive
1983,MAM,1.3,4,1983-04-01,1.4,El Nino,1.5,1.7,2.2,2.5,2.0,2.2,-1.01,0.06,Spring,1981-1990,Negative,Neutral
1983,AMJ,1.1,5,1983-05-01,1.0,El Nino,1.3,1.4,1.9,2.2,2.2,2.4,-0.57,2.59,Spring,1981-1990,Negative,Positive
1983,MJJ,0.7,6,1983-06-01,0.6,El Nino,1.1,1.0,1.5,1.7,2.2,2.5,0.54,-0.77,Summer,1981-1990,Positive,Negative
1983,JJA,0.3,7,1983-07-01,0.1,Neutral,0.7,0.6,1.3,1.4,2.2,2.5,-0.75,0.5,Summer,1981-1990,Negative,Positive
1983,JAS,-0.1,8,1983-08-01,-0.2,Neutral,0.3,0.1,1.1,1.0,1.9,2.2,0.56,0.39,Summer,1981-1990,Positive,Neutral
1983,ASO,-0.5,9,1983-09-01,-0.6,La Nina,-0.1,-0.2,0.7,0.6,1.5,1.7,-0.65,0.45,Autumn,1981-1990,Negative,Neutral
1983,SON,-0.8,10,1983-10-01,-0.9,La Nina,-0.5,-0.6,0.3,0.1,1.3,1.4,2.06,0.78,Autumn,1981-1990,Positive,Positive
1983,OND,-1.0,11,1983-11-01,-1.1,La Nina,-0.8,-0.9,-0.1,-0.2,1.1,1.0,-2.28,-1.14,Autumn,1981-1990,Negative,Negative
1983,NDJ,-0.9,12,1983-12-01,-1.0,La Nina,-1.0,-1.1,-0.5,-0.6,0.7,0.6,0.83,0.08,Winter,1981-1990,Positive,Neutral
1984,DJF,-0.6,1,1984-01-01,-0.5,La Nina,-0.9,-1.0,-0.8,-0.9,0.3,0.1,2.53,1.72,Winter,1981-1990,Positive,Positive
1984,JFM,-0.4,2,1984-02-01,-0.3,Neutral,-0.6,-0.5,-1.0,-1.1,-0.1,-0.2,1.73,0.74,Winter,1981-1990,Positive,Positive
1984,FMA,-0.3,3,1984-03-01,-0.3,Neutral,-0.4,-0.3,-0.9,-1.0,-0.5,-0.6,-2.12,-0.27,Spring,1981-1990,Negative,Neutral
1984,MAM,-0.4,4,1984-04-01,-0.5,La Nina,-0.3,-0.3,-0.6,-0.5,-0.8,-0.9,0.33,-0.8,Spring,1981-1990,Neutral,Negative
1984,AMJ,-0.5,5,1984-05-01,-0.6,La Nina,-0.4,-0.5,-0.4,-0.3,-1.0,-1.1,-2.34,0.68,Spring,1981-1990,Negative,Positive
1984,MJJ,-0.4,6,1984-06-01,-0.4,Neutral,-0.5,-0.6,-0.3,-0.3,-0.9,-1.0,0.33,0.67,Summer,1981-1990,Neutral,Positive
1984,JJA,-0.3,7,1984-07-01,-0.2,Neutral,-0.4,-0.4,-0.4,-0.5,-0.6,-0.5,0.93,-1.13,Summer,1981-1990,Positive,Negative
1984,JAS,-0.2,8,1984-08-01,-0.1,Neutral,-0.3,-0.2,-0.5,-0.6,-0.4,-0.3,1.0,-1.07,Summer,1981-1990,Positive,Negative
1984,ASO,-0.2,9,1984-09-01,-0.1,Neutral,-0.2,-0.1,-0.4,-0.4,-0.3,-0.3,-1.31,1.64,Autumn,1981-1990,Negative,Positive
1984,SON,-0.6,10,1984-10-01,-0.5,La Nina,-0.2,-0.1,-0.3,-0.2,-0.4,-0.5,1.66,1.19,Autumn,1981-1990,Positive,Positive
1984,OND,-0.9,11,1984-11-01,-0.8,La Nina,-0.6,-0.5,-0.2,-0.1,-0.5,-0.6,-1.16,-0.99,Autumn,1981-1990,Negative,Negative
1984,NDJ,-1.1,12,1984-12-01,-1.0,La Nina,-0.9,-0.8,-0.2,-0.1,-0.4,-0.4,1.52,-0.36,Winter,1981-1990,Positive,Neutral
1985,DJF,-1.0,1,1985-01-01,-0.8,La Nina,-1.1,-1.0,-0.6,-0.5,-0.3,-0.2,-2.87,0.32,Winter,1981-1990,Negative,Neutral
1985,JFM,-0.8,2,1985-02-01,-0.6,La Nina,-1.0,-0.8,-0.9,-0.8,-0.2,-0.1,-0.24,-0.6,Winter,1981-1990,Neutral,Negative
1985,FMA,-0.8,3,1985-03-01,-0.6,La Nina,-0.8,-0.6,-1.1,-1.0,-0.2,-0.1,0.07,1.14,Spring,1981-1990,Neutral,Positive
1985,MAM,-0.8,4,1985-04-01,-0.7,La Nina,-0.8,-0.6,-1.0,-0.8,-0.6,-0.5,0.34,0.38,Spring,1981-1990,Neutral,Neutral
1985,AMJ,-0.8,5,1985-05-01,-0.7,La Nina,-0.8,-0.7,-0.8,-0.6,-0.9,-0.8,-2.13,-0.26,Spring,1981-1990,Negative,Neutral
1985,MJJ,-0.6,6,1985-06-01,-0.5,La Nina,-0.8,-0.7,-0.8,-0.6,-1.1,-1.0,-1.08,-0.67,Summer,1981-1990,Negative,Negative
1985,JJA,-0.5,7,1985-07-01,-0.4,Neutral,-0.6,-0.5,-0.8,-0.7,-1.0,-0.8,1.09,-3.04,Summer,1981-1990,Positive,Negative
1985,JAS,-0.5,8,1985-08-01,-0.3,Neutral,-0.5,-0.4,-0.8,-0.7,-0.8,-0.6,2.33,-0.48,Summer,1981-1990,Positive,Neutral
1985,ASO,-0.4,9,1985-09-01,-0.2,Neutral,-0.5,-0.3,-0.6,-0.5,-0.8,-0.6,0.0,-0.7,Autumn,1981-1990,Neutral,Negative
1985,SON,-0.3,10,1985-10-01,-0.2,Neutral,-0.4,-0.2,-0.5,-0.4,-0.8,-0.7,0.14,-0.91,Autumn,1981-1990,Neutral,Negative
1985,OND,-0.3,11,1985-11-01,-0.1,Neutral,-0.3,-0.2,-0.5,-0.3,-0.8,-0.7,-2.85,0.5,Autumn,1981-1990,Negative,Positive
1985,NDJ,-0.4,12,1985-12-01,-0.2,Neutral,-0.3,-0.1,-0.4,-0.2,-0.6,-0.5,-0.43,0.19,Winter,1981-1990,Neutral,Neutral
1986,DJF,-0.5,1,1986-01-01,-0.3,Neutral,-0.4,-0.2,-0.3,-0.2,-0.5,-0.4,1.46,2.1,Winter,1981-1990,Positive,Positive
1986,JFM,-0.5,2,1986-02-01,-0.3,Neutral,-0.5,-0.3,-0.3,-0.1,-0.5,-0.3,-4.02,-0.25,Winter,1981-1990,Negative,Neutral
1986,FMA,-0.3,3,1986-03-01,-0.2,Neutral,-0.5,-0.3,-0.4,-0.2,-0.4,-0.2,2.86,0.5,Spring,1981-1990,Positive,Positive
1986,MAM,-0.2,4,1986-04-01,-0.1,Neutral,-0.3,-0.2,-0.5,-0.3,-0.3,-0.2,-0.93,0.59,Spring,1981-1990,Negative,Positive
1986,AMJ,-0.1,5,1986-05-01,-0.1,Neutral,-0.2,-0.1,-0.5,-0.3,-0.3,-0.1,2.16,-0.97,Spring,1981-1990,Positive,Negative
1986,MJJ,0.0,6,1986-06-01,-0.1,Neutral,-0.1,-0.1,-0.3,-0.2,-0.4,-0.2,-1.29,-0.06,Summer,1981-1990,Negative,Neutral
1986,JJA,0.2,7,1986-07-01,0.3,Neutral,0.0,-0.1,-0.2,-0.1,-0.5,-0.3,0.88,-1.11,Summer,1981-1990,Positive,Negative
1986,JAS,0.4,8,1986-08-01,0.6,El Nino,0.2,0.3,-0.1,-0.1,-0.5,-0.3,-2.21,0.6,Summer,1981-1990,Negative,Positive
1986,ASO,0.7,9,1986-09-01,0.9,El Nino,0.4,0.6,0.0,-0.1,-0.3,-0.2,-1.34,-0.26,Autumn,1981-1990,Negative,Neutral
1986,SON,0.9,10,1986-10-01,1.2,El Nino,0.7,0.9,0.2,0.3,-0.2,-0.1,2.27,-0.23,Autumn,1981-1990,Positive,Neutral
1986,OND,1.1,11,1986-11-01,1.4,El Nino,0.9,1.2,0.4,0.6,-0.1,-0.1,3.41,-0.63,Autumn,1981-1990,Positive,Negative
1986,NDJ,1.2,12,1986-12-01,1.5,El Nino,1.1,1.4,0.7,0.9,0.0,-0.1,3.42,1.0,Winter,1981-1990,Positive,Positive
1987,DJF,1.2,1,1987-01-01,1.6,El Nino,1.2,1.5,0.9,1.2,0.2,0.3,-2.12,-0.34,Winter,1981-1990,Negative,Neutral
1987,JFM,1.2,2,1987-02-01,1.5,El Nino,1.2,1.6,1.1,1.4,0.4,0.6,-0.24,0.39,Winter,1981-1990,Neutral,Neutral
1987,FMA,1.1,3,1987-03-01,1.3,El Nino,1.2,1.5,1.2,1.5,0.7,0.9,0.29,0.18,Spring,1981-1990,Neutral,Neutral
1987,MAM,0.9,4,1987-04-01,1.0,El Nino,1.1,1.3,1.2,1.6,0.9,1.2,2.59,-1.12,Spring,1981-1990,Positive,Negative
1987,AMJ,1.0,5,1987-05-01,0.9,El Nino,0.9,1.0,1.2,1.5,1.1,1.4,-0.81,1.04,Spring,1981-1990,Negative,Positive
1987,MJJ,1.2,6,1987-06-01,1.1,El Nino,1.0,0.9,1.1,1.3,1.2,1.5,-0.58,0.37,Summer,1981-1990,Negative,Neutral
1987,JJA,1.5,7,1987-07-01,1.3,El Nino,1.2,1.1,0.9,1.0,1.2,1.6,-1.25,-2.28,Summer,1981-1990,Negative,Negative
1987,JAS,1.7,8,1987-08-01,1.6,El Nino,1.5,1.3,1.0,0.9,1.2,1.5,-2.99,-2.22,Summer,1981-1990,Negative,Negative
1987,ASO,1.6,9,1987-09-01,1.5,El Nino,1.7,1.6,1.2,1.1,1.1,1.3,1.27,-1.88,Autumn,1981-1990,Positive,Negative
1987,SON,1.5,10,1987-10-01,1.3,El Nino,1.6,1.5,1.5,1.3,0.9,1.0,-0.8,-1.13,Autumn,1981-1990,Negative,Negative
1987,OND,1.3,11,1987-11-01,1.0,El Nino,1.5,1.3,1.7,1.6,1.0,0.9,-0.67,0.34,Autumn,1981-1990,Negative,Neutral
1987,NDJ,1.1,12,1987-12-01,0.9,El Nino,1.3,1.0,1.6,1.5,1.2,1.1,-0.81,-0.93,Winter,1981-1990,Negative,Negative
1988,DJF,0.8,1,1988-01-01,0.7,El Nino,1.1,0.9,1.5,1.3,1.5,1.3,0.53,0.52,Winter,1981-1990,Positive,Positive
1988,JFM,0.5,2,1988-02-01,0.3,Neutral,0.8,0.7,1.3,1.0,1.7,1.6,-0.11,0.79,Winter,1981-1990,Neutral,Positive
1988,FMA,0.1,3,1988-03-01,-0.2,Neutral,0.5,0.3,1.1,0.9,1.6,1.5,0.78,2.73,Spring,1981-1990,Positive,Positive
1988,MAM,-0.3,4,1988-04-01,-0.7,La Nina,0.1,-0.2,0.8,0.7,1.5,1.3,-2.39,-0.24,Spring,1981-1990,Negative,Neutral
1988,AMJ,-0.9,5,1988-05-01,-1.4,La Nina,-0.3,-0.7,0.5,0.3,1.3,1.0,-1.24,-0.84,Spring,1981-1990,Negative,Negative
1988,MJJ,-1.3,6,1988-06-01,-1.7,La Nina,-0.9,-1.4,0.1,-0.2,1.1,0.9,-2.75,-0.25,Summer,1981-1990,Negative,Neutral
1988,JJA,-1.3,7,1988-07-01,-1.6,La Nina,-1.3,-1.7,-0.3,-0.7,0.8,0.7,1.46,0.77,Summer,1981-1990,Positive,Positive
1988,JAS,-1.1,8,1988-08-01,-1.3,La Nina,-1.3,-1.6,-0.9,-1.4,0.5,0.3,0.73,0.45,Summer,1981-1990,Positive,Neutral
1988,ASO,-1.2,9,1988-09-01,-1.4,La Nina,-1.1,-1.3,-1.3,-1.7,0.1,-0.2,0.8,0.31,Autumn,1981-1990,Positive,Neutral
1988,SON,-1.5,10,1988-10-01,-1.6,La Nina,-1.2,-1.4,-1.3,-1.6,-0.3,-0.7,-2.02,-1.15,Autumn,1981-1990,Negative,Negative
1988,OND,-1.8,11,1988-11-01,-1.9,La Nina,-1.5,-1.6,-1.1,-1.3,-0.9,-1.4,-1.47,-1.99,Autumn,1981-1990,Negative,Negative
1988,NDJ,-1.8,12,1988-12-01,-1.9,La Nina,-1.8,-1.9,-1.2,-1.4,-1.3,-1.7,1.85,0.73,Winter,1981-1990,Positive,Positive
1989,DJF,-1.7,1,1989-01-01,-1.7,La Nina,-1.8,-1.9,-1.5,-1.6,-1.3,-1.6,3.53,-1.12,Winter,1981-1990,Positive,Negative
1989,JFM,-1.4,2,1989-02-01,-1.4,La Nina,-1.7,-1.7,-1.8,-1.9,-1.1,-1.3,3.61,0.27,Winter,1981-1990,Positive,Neutral
1989,FMA,-1.1,3,1989-03-01,-1.1,La Nina,-1.4,-1.4,-1.8,-1.9,-1.2,-1.4,2.45,-0.25,Spring,1981-1990,Positive,Neutral
1989,MAM,-0.8,4,1989-04-01,-0.8,La Nina,-1.1,-1.1,-1.7,-1.7,-1.5,-1.6,-0.48,1.26,Spring,1981-1990,Neutral,Positive
1989,AMJ,-0.6,5,1989-05-01,-0.6,La Nina,-0.8,-0.8,-1.4,-1.4,-1.8,-1.9,1.16,-1.38,Spring,1981-1990,Positive,Negative
1989,MJJ,-0.4,6,1989-06-01,-0.4,Neutral,-0.6,-0.6,-1.1,-1.1,-1.8,-1.9,-0.53,0.27,Summer,1981-1990,Negative,Neutral
1989,JJA,-0.3,7,1989-07-01,-0.3,Neutral,-0.4,-0.4,-0.8,-0.8,-1.7,-1.7,0.58,-0.27,Summer,1981-1990,Positive,Neutral
1989,JAS,-0.3,8,1989-08-01,-0.3,Neutral,-0.3,-0.3,-0.6,-0.6,-1.4,-1.4,1.76,0.48,Summer,1981-1990,Positive,Neutral
1989,ASO,-0.2,9,1989-09-01,-0.2,Neutral,-0.3,-0.3,-0.4,-0.4,-1.1,-1.1,-0.96,-1.32,Autumn,1981-1990,Negative,Negative
1989,SON,-0.2,10,1989-10-01,-0.2,Neutral,-0.2,-0.2,-0.3,-0.3,-0.8,-0.8,0.88,-0.37,Autumn,1981-1990,Positive,Neutral
1989,OND,-0.2,11,1989-11-01,-0.1,Neutral,-0.2,-0.2,-0.3,-0.3,-0.6,-0.6,-2.97,-2.26,Autumn,1981-1990,Negative,Negative
1989,NDJ,-0.1,12,1989-12-01,0.0,Neutral,-0.2,-0.1,-0.2,-0.2,-0.4,-0.4,-2.23,-1.68,Winter,1981-1990,Negative,Negative
1990,DJF,0.1,1,1990-01-01,0.2,Neutral,-0.1,0.0,-0.2,-0.2,-0.3,-0.3,3.5,-0.38,Winter,1981-1990,Positive,Neutral
1990,JFM,0.2,2,1990-02-01,0.3,Neutral,0.1,0.2,-0.2,-0.1,-0.3,-0.3,5.11,1.23,Winter,1981-1990,Positive,Positive
1990,FMA,0.3,3,1990-03-01,0.3,Neutral,0.2,0.3,-0.1,0.0,-0.2,-0.2,3.11,-0.32,Spring,1981-1990,Positive,Neutral
1990,MAM,0.3,4,1990-04-01,0.3,Neutral,0.3,0.3,0.1,0.2,-0.2,-0.2,1.77,1.2,Spring,1981-1990,Positive,Positive
1990,AMJ,0.3,5,1990-05-01,0.2,Neutral,0.3,0.3,0.2,0.3,-0.2,-0.1,-1.19,-0.49,Spring,1981-1990,Negative,Neutral
1990,MJJ,0.3,6,1990-06-01,0.2,Neutral,0.3,0.2,0.3,0.3,-0.1,0.0,0.42,1.47,Summer,1981-1990,Neutral,Positive
1990,JJA,0.3,7,1990-07-01,0.3,Neutral,0.3,0.2,0.3,0.3,0.1,0.2,1.43,-0.64,Summer,1981-1990,Positive,Negative
1990,JAS,0.4,8,1990-08-01,0.4,Neutral,0.3,0.3,0.3,0.2,0.2,0.3,3.31,-1.07,Summer,1981-1990,Positive,Negative
1990,ASO,0.4,9,1990-09-01,0.4,Neutral,0.4,0.4,0.3,0.2,0.3,0.3,-0.99,-0.27,Autumn,1981-1990,Negative,Neutral
1990,SON,0.3,10,1990-10-01,0.4,Neutral,0.4,0.4,0.3,0.3,0.3,0.3,-0.59,-0.11,Autumn,1981-1990,Negative,Neutral
1990,OND,0.4,11,1990-11-01,0.4,Neutral,0.3,0.4,0.4,0.4,0.3,0.2,-1.48,0.77,Autumn,1981-1990,Negative,Positive
1990,NDJ,0.4,12,1990-12-01,0.5,El Nino,0.4,0.4,0.4,0.4,0.3,0.2,0.34,-0.1,Winter,1981-1990,Neutral,Neutral
1991,DJF,0.4,1,1991-01-01,0.6,El Nino,0.4,0.5,0.3,0.4,0.3,0.3,1.87,-0.74,Winter,1991-2000,Positive,Negative
1991,JFM,0.3,2,1991-02-01,0.5,El Nino,0.4,0.6,0.4,0.4,0.4,0.4,-0.02,-0.45,Winter,1991-2000,Neutral,Neutral
1991,FMA,0.2,3,1991-03-01,0.4,Neutral,0.3,0.5,0.4,0.5,0.4,0.4,-1.37,-1.99,Spring,1991-2000,Negative,Negative
1991,MAM,0.3,4,1991-04-01,0.4,Neutral,0.2,0.4,0.4,0.6,0.3,0.4,1.48,1.81,Spring,1991-2000,Positive,Positive
1991,AMJ,0.5,5,1991-05-01,0.5,El Nino,0.3,0.4,0.3,0.5,0.4,0.4,-0.04,1.76,Spring,1991-2000,Neutral,Positive
1991,MJJ,0.6,6,1991-06-01,0.7,El Nino,0.5,0.5,0.2,0.4,0.4,0.5,-0.31,1.15,Summer,1991-2000,Neutral,Positive
1991,JJA,0.7,7,1991-07-01,0.8,El Nino,0.6,0.7,0.3,0.4,0.4,0.6,-0.28,1.48,Summer,1991-2000,Neutral,Positive
1991,JAS,0.6,8,1991-08-01,0.8,El Nino,0.7,0.8,0.5,0.5,0.3,0.5,2.71,-1.24,Summer,1991-2000,Positive,Negative
1991,ASO,0.6,9,1991-09-01,0.9,El Nino,0.6,0.8,0.6,0.7,0.2,0.4,-1.12,-0.18,Autumn,1991-2000,Negative,Neutral
1991,SON,0.8,10,1991-10-01,1.2,El Nino,0.6,0.9,0.7,0.8,0.3,0.4,-1.77,-0.15,Autumn,1991-2000,Negative,Neutral
1991,OND,1.2,11,1991-11-01,1.7,El Nino,0.8,1.2,0.6,0.8,0.5,0.5,1.68,1.3,Autumn,1991-2000,Positive,Positive
1991,NDJ,1.5,12,1991-12-01,2.1,El Nino,1.2,1.7,0.6,0.9,0.6,0.7,1.24,-0.58,Winter,1991-2000,Positive,Negative
1992,DJF,1.7,1,1992-01-01,2.3,El Nino,1.5,2.1,0.8,1.2,0.7,0.8,0.64,-1.21,Winter,1991-2000,Positive,Negative
1992,JFM,1.6,2,1992-02-01,2.2,El Nino,1.7,2.3,1.2,1.7,0.6,0.8,3.18,-0.23,Winter,1991-2000,Positive,Neutral
1992,FMA,1.5,3,1992-03-01,2.0,El Nino,1.6,2.2,1.5,2.1,0.6,0.9,1.66,1.13,Spring,1991-2000,Positive,Positive
1992,MAM,1.3,4,1992-04-01,1.7,El Nino,1.5,2.0,1.7,2.3,0.8,1.2,1.32,1.89,Spring,1991-2000,Positive,Positive
1992,AMJ,1.1,5,1992-05-01,1.4,El Nino,1.3,1.7,1.6,2.2,1.2,1.7,0.79,-0.61,Spring,1991-2000,Positive,Negative
1992,MJJ,0.7,6,1992-06-01,0.9,El Nino,1.1,1.4,1.5,2.0,1.5,2.1,-1.74,1.42,Summer,1991-2000,Negative,Positive
1992,JJA,0.4,7,1992-07-01,0.5,El Nino,0.7,0.9,1.3,1.7,1.7,2.3,1.04,-0.81,Summer,1991-2000,Positive,Negative
1992,JAS,0.1,8,1992-08-01,0.3,Neutral,0.4,0.5,1.1,1.4,1.6,2.2,3.97,1.2,Summer,1991-2000,Positive,Positive
1992,ASO,-0.1,9,1992-09-01,0.2,Neutral,0.1,0.3,0.7,0.9,1.5,2.0,0.99,0.75,Autumn,1991-2000,Positive,Positive
1992,SON,-0.2,10,1992-10-01,0.1,Neutral,-0.1,0.2,0.4,0.5,1.3,1.7,-3.33,1.88,Autumn,1991-2000,Negative,Positive
1992,OND,-0.3,11,1992-11-01,0.1,Neutral,-0.2,0.1,0.1,0.3,1.1,1.4,4.52,2.28,Autumn,1991-2000,Positive,Positive
1992,NDJ,-0.1,12,1992-12-01,0.3,Neutral,-0.3,0.1,-0.1,0.2,0.7,0.9,0.21,-0.67,Winter,1991-2000,Neutral,Negative
1993,DJF,0.1,1,1993-01-01,0.5,El Nino,-0.1,0.3,-0.2,0.1,0.4,0.5,3.91,-0.19,Winter,1991-2000,Positive,Neutral
1993,JFM,0.3,2,1993-02-01,0.7,El Nino,0.1,0.5,-0.3,0.1,0.1,0.3,0.11,-1.18,Winter,1991-2000,Neutral,Negative
1993,FMA,0.5,3,1993-03-01,0.9,El Nino,0.3,0.7,-0.1,0.3,-0.1,0.2,1.47,-0.99,Spring,1991-2000,Positive,Negative
1993,MAM,0.7,4,1993-04-01,1.0,El Nino,0.5,0.9,0.1,0.5,-0.2,0.1,0.83,0.65,Spring,1991-2000,Positive,Positive
1993,AMJ,0.7,5,1993-05-01,0.9,El Nino,0.7,1.0,0.3,0.7,-0.3,0.1,-2.59,-0.72,Spring,1991-2000,Negative,Negative
1993,MJJ,0.6,6,1993-06-01,0.7,El Nino,0.7,0.9,0.5,0.9,-0.1,0.3,0.16,1.23,Summer,1991-2000,Neutral,Positive
1993,JJA,0.3,7,1993-07-01,0.5,El Nino,0.6,0.7,0.7,1.0,0.1,0.5,0.64,0.11,Summer,1991-2000,Positive,Neutral
1993,JAS,0.3,8,1993-08-01,0.5,El Nino,0.3,0.5,0.7,0.9,0.3,0.7,0.75,-0.38,Summer,1991-2000,Positive,Neutral
1993,ASO,0.2,9,1993-09-01,0.5,El Nino,0.3,0.5,0.6,0.7,0.5,0.9,-2.6,1.0,Autumn,1991-2000,Negative,Positive
