any,estacio_3m,oni,mes,data,roni,fase_enso,oni_lag_1,roni_lag_1,oni_lag_3,roni_lag_3,oni_lag_6,roni_lag_6,nao,wemo,estacio,periode,fase_nao,fase_wemo
2007,AMJ,-0.4,5,2007-05-01,-0.4,Neutral,-0.3,-0.4,0.2,0.2,0.9,0.9,0.62,1.48,Spring,2001-2010,Positive,Positive
2007,MJJ,-0.5,6,2007-06-01,-0.5,La Nina,-0.4,-0.4,-0.1,-0.2,0.9,0.9,-3.34,0.01,Summer,2001-2010,Negative,Neutral
2007,JJA,-0.6,7,2007-07-01,-0.6,La Nina,-0.5,-0.5,-0.3,-0.4,0.7,0.6,-1.05,0.3,Summer,2001-2010,Negative,Neutral
2007,JAS,-0.8,8,2007-08-01,-0.8,La Nina,-0.6,-0.6,-0.4,-0.4,0.2,0.2,-3.41,-0.96,Summer,2001-2010,Negative,Negative
2007,ASO,-1.1,9,2007-09-01,-1.0,La Nina,-0.8,-0.8,-0.5,-0.5,-0.1,-0.2,-1.18,-0.63,Autumn,2001-2010,Negative,Negative
2007,SON,-1.3,10,2007-10-01,-1.3,La Nina,-1.1,-1.0,-0.6,-0.6,-0.3,-0.4,-0.02,-1.22,Autumn,2001-2010,Neutral,Negative
2007,OND,-1.5,11,2007-11-01,-1.4,La Nina,-1.3,-1.3,-0.8,-0.8,-0.4,-0.4,-1.67,-0.62,Autumn,2001-2010,Negative,Negative
2007,NDJ,-1.6,12,2007-12-01,-1.5,La Nina,-1.5,-1.4,-1.1,-1.0,-0.5,-0.5,1.36,-0.56,Winter,2001-2010,Positive,Negative
2008,DJF,-1.6,1,2008-01-01,-1.6,La Nina,-1.6,-1.5,-1.3,-1.3,-0.6,-0.6,1.85,-0.3,Winter,2001-2010,Positive,Neutral
2008,JFM,-1.5,2,2008-02-01,-1.5,La Nina,-1.6,-1.6,-1.5,-1.4,-0.8,-0.8,1.79,-2.09,Winter,2001-2010,Positive,Negative
2008,FMA,-1.3,3,2008-03-01,-1.3,La Nina,-1.5,-1.5,-1.6,-1.5,-1.1,-1.0,0.37,1.81,Spring,2001-2010,Neutral,Positive
2008,MAM,-1.0,4,2008-04-01,-0.9,La Nina,-1.3,-1.3,-1.6,-1.6,-1.3,-1.3,-2.02,0.03,Spring,2001-2010,Negative,Neutral
2008,AMJ,-0.8,5,2008-05-01,-0.8,La Nina,-1.0,-0.9,-1.5,-1.5,-1.5,-1.4,-3.26,-2.42,Spring,2001-2010,Negative,Negative
2008,MJJ,-0.6,6,2008-06-01,-0.5,La Nina,-0.8,-0.8,-1.3,-1.3,-1.6,-1.5,-1.62,-1.06,Summer,2001-2010,Negative,Negative
2008,JJA,-0.4,7,2008-07-01,-0.3,Neutral,-0.6,-0.5,-1.0,-0.9,-1.6,-1.6,-1.13,0.68,Summer,2001-2010,Negative,Positive
2008,JAS,-0.2,8,2008-08-01,-0.2,Neutral,-0.4,-0.3,-0.8,-0.8,-1.5,-1.5,-0.21,-0.06,Summer,2001-2010,Neutral,Neutral
2008,ASO,-0.2,9,2008-09-01,-0.3,Neutral,-0.2,-0.2,-0.6,-0.5,-1.3,-1.3,-2.07,-1.63,Autumn,2001-2010,Negative,Negative
2008,SON,-0.4,10,2008-10-01,-0.4,Neutral,-0.2,-0.3,-0.4,-0.3,-1.0,-0.9,0.01,-0.51,Autumn,2001-2010,Neutral,Negative
2008,OND,-0.6,11,2008-11-01,-0.6,La Nina,-0.4,-0.4,-0.2,-0.2,-0.8,-0.8,-1.3,0.12,Autumn,2001-2010,Negative,Neutral
2008,NDJ,-0.7,12,2008-12-01,-0.8,La Nina,-0.6,-0.6,-0.2,-0.3,-0.6,-0.5,-0.58,-0.17,Winter,2001-2010,Negative,Neutral
2009,DJF,-0.8,1,2009-01-01,-0.9,La Nina,-0.7,-0.8,-0.4,-0.4,-0.4,-0.3,0.6,0.23,Winter,2001-2010,Positive,Neutral
2009,JFM,-0.8,2,2009-02-01,-0.8,La Nina,-0.8,-0.9,-0.6,-0.6,-0.2,-0.2,-1.43,-0.29,Winter,2001-2010,Negative,Neutral
2009,FMA,-0.6,3,2009-03-01,-0.7,La Nina,-0.8,-0.8,-0.7,-0.8,-0.2,-0.3,0.15,-0.51,Spring,2001-2010,Neutral,Negative
2009,MAM,-0.3,4,2009-04-01,-0.4,Neutral,-0.6,-0.7,-0.8,-0.9,-0.4,-0.4,1.74,0.63,Spring,2001-2010,Positive,Positive
2009,AMJ,0.0,5,2009-05-01,-0.1,Neutral,-0.3,-0.4,-0.8,-0.8,-0.6,-0.6,1.52,-1.0,Spring,2001-2010,Positive,Negative
2009,MJJ,0.3,6,2009-06-01,0.1,Neutral,0.0,-0.1,-0.6,-0.7,-0.7,-0.8,-3.05,0.87,Summer,2001-2010,Negative,Positive
2009,JJA,0.5,7,2009-07-01,0.3,Neutral,0.3,0.1,-0.3,-0.4,-0.8,-0.9,-0.92,1.11,Summer,2001-2010,Negative,Positive
2009,JAS,0.6,8,2009-08-01,0.4,Neutral,0.5,0.3,0.0,-0.1,-0.8,-0.8,1.07,-1.59,Summer,2001-2010,Positive,Negative
2009,ASO,0.7,9,2009-09-01,0.6,El Nino,0.6,0.4,0.3,0.1,-0.6,-0.7,-0.63,-1.26,Autumn,2001-2010,Negative,Negative
2009,SON,1.0,10,2009-10-01,0.9,El Nino,0.7,0.6,0.5,0.3,-0.3,-0.4,-1.53,-0.36,Autumn,2001-2010,Negative,Neutral
2009,OND,1.4,11,2009-11-01,1.3,El Nino,1.0,0.9,0.6,0.4,0.0,-0.1,1.68,0.92,Autumn,2001-2010,Positive,Positive
2009,NDJ,1.6,12,2009-12-01,1.6,El Nino,1.4,1.3,0.7,0.6,0.3,0.1,-3.73,0.12,Winter,2001-2010,Negative,Neutral
2010,DJF,1.5,1,2010-01-01,1.5,El Nino,1.6,1.6,1.0,0.9,0.5,0.3,-2.38,-0.19,Winter,2001-2010,Negative,Neutral
2010,JFM,1.2,2,2010-02-01,1.1,El Nino,1.5,1.5,1.4,1.3,0.6,0.4,-3.92,-0.7,Winter,2001-2010,Negative,Negative
2010,FMA,0.8,3,2010-03-01,0.6,El Nino,1.2,1.1,1.6,1.6,0.7,0.6,-0.8,-0.96,Spring,2001-2010,Negative,Negative
2010,MAM,0.4,4,2010-04-01,0.1,Neutral,0.8,0.6,1.5,1.5,1.0,0.9,-1.03,-2.4,Spring,2001-2010,Negative,Negative
2010,AMJ,-0.2,5,2010-05-01,-0.5,La Nina,0.4,0.1,1.2,1.1,1.4,1.3,-1.66,0.97,Spring,2001-2010,Negative,Positive
2010,MJJ,-0.7,6,2010-06-01,-1.0,La Nina,-0.2,-0.5,0.8,0.6,1.6,1.6,-3.65,-0.07,Summer,2001-2010,Negative,Neutral
2010,JJA,-1.0,7,2010-07-01,-1.3,La Nina,-0.7,-1.0,0.4,0.1,1.5,1.5,0.06,-1.65,Summer,2001-2010,Neutral,Negative
2010,JAS,-1.3,8,2010-08-01,-1.5,La Nina,-1.0,-1.3,-0.2,-0.5,1.2,1.1,-2.01,-0.36,Summer,2001-2010,Negative,Neutral
2010,ASO,-1.6,9,2010-09-01,-1.7,La Nina,-1.3,-1.5,-0.7,-1.0,0.8,0.6,-2.38,-0.46,Autumn,2001-2010,Negative,Neutral
2010,SON,-1.6,10,2010-10-01,-1.7,La Nina,-1.6,-1.7,-1.0,-1.3,0.4,0.1,-2.41,-0.91,Autumn,2001-2010,Negative,Negative
2010,OND,-1.6,11,2010-11-01,-1.7,La Nina,-1.6,-1.7,-1.3,-1.5,-0.2,-0.5,-3.34,1.24,Autumn,2001-2010,Negative,Positive
2010,NDJ,-1.5,12,2010-12-01,-1.6,La Nina,-1.6,-1.7,-1.6,-1.7,-0.7,-1.0,-4.61,-0.31,Winter,2001-2010,Negative,Neutral
2011,DJF,-1.3,1,2011-01-01,-1.4,La Nina,-1.5,-1.6,-1.6,-1.7,-1.0,-1.3,-1.38,-0.91,Winter,2011-2020,Negative,Negative
2011,JFM,-1.0,2,2011-02-01,-1.2,La Nina,-1.3,-1.4,-1.6,-1.7,-1.3,-1.5,2.79,0.72,Winter,2011-2020,Positive,Positive
2011,FMA,-0.8,3,2011-03-01,-0.9,La Nina,-1.0,-1.2,-1.5,-1.6,-1.6,-1.7,-0.17,-2.14,Spring,2011-2020,Neutral,Negative
2011,MAM,-0.6,4,2011-04-01,-0.7,La Nina,-0.8,-0.9,-1.3,-1.4,-1.6,-1.7,2.39,-3.08,Spring,2011-2020,Positive,Negative
2011,AMJ,-0.5,5,2011-05-01,-0.5,La Nina,-0.6,-0.7,-1.0,-1.2,-1.6,-1.7,1.08,-1.48,Spring,2011-2020,Positive,Negative
2011,MJJ,-0.4,6,2011-06-01,-0.3,Neutral,-0.5,-0.5,-0.8,-0.9,-1.5,-1.6,-1.58,-0.88,Summer,2011-2020,Negative,Negative
2011,JJA,-0.4,7,2011-07-01,-0.4,Neutral,-0.4,-0.3,-0.6,-0.7,-1.3,-1.4,-3.39,-0.03,Summer,2011-2020,Negative,Neutral
2011,JAS,-0.6,8,2011-08-01,-0.5,La Nina,-0.4,-0.4,-0.5,-0.5,-1.0,-1.2,-2.41,-0.97,Summer,2011-2020,Negative,Negative
2011,ASO,-0.8,9,2011-09-01,-0.7,La Nina,-0.6,-0.5,-0.4,-0.3,-0.8,-0.9,2.97,-0.28,Autumn,2011-2020,Positive,Neutral
2011,SON,-1.0,10,2011-10-01,-0.9,La Nina,-0.8,-0.7,-0.4,-0.4,-0.6,-0.7,1.31,-0.95,Autumn,2011-2020,Positive,Negative
2011,OND,-1.0,11,2011-11-01,-1.0,La Nina,-1.0,-0.9,-0.6,-0.5,-0.5,-0.5,0.74,-2.62,Autumn,2011-2020,Positive,Negative
2011,NDJ,-0.9,12,2011-12-01,-1.0,La Nina,-1.0,-1.0,-0.8,-0.7,-0.4,-0.3,3.2,1.58,Winter,2011-2020,Positive,Positive
2012,DJF,-0.7,1,2012-01-01,-0.8,La Nina,-0.9,-1.0,-1.0,-0.9,-0.4,-0.4,2.05,0.48,Winter,2011-2020,Positive,Neutral
2012,JFM,-0.6,2,2012-02-01,-0.6,La Nina,-0.7,-0.8,-1.0,-1.0,-0.6,-0.5,1.28,0.38,Winter,2011-2020,Positive,Neutral
2012,FMA,-0.5,3,2012-03-01,-0.6,La Nina,-0.6,-0.6,-0.9,-1.0,-0.8,-0.7,1.78,-0.42,Spring,2011-2020,Positive,Neutral
2012,MAM,-0.4,4,2012-04-01,-0.5,La Nina,-0.5,-0.6,-0.7,-0.8,-1.0,-0.9,-2.36,1.28,Spring,2011-2020,Negative,Positive
2012,AMJ,-0.2,5,2012-05-01,-0.3,Neutral,-0.4,-0.5,-0.6,-0.6,-1.0,-1.0,-0.83,-0.41,Spring,2011-2020,Negative,Neutral
2012,MJJ,0.1,6,2012-06-01,0.0,Neutral,-0.2,-0.3,-0.5,-0.6,-0.9,-1.0,-2.58,-0.03,Summer,2011-2020,Negative,Neutral
2012,JJA,0.3,7,2012-07-01,0.3,Neutral,0.1,0.0,-0.4,-0.5,-0.7,-0.8,-1.31,-0.16,Summer,2011-2020,Negative,Neutral
2012,JAS,0.4,8,2012-08-01,0.4,Neutral,0.3,0.3,-0.2,-0.3,-0.6,-0.6,-0.44,-0.58,Summer,2011-2020,Neutral,Negative
2012,ASO,0.4,9,2012-09-01,0.4,Neutral,0.4,0.4,0.1,0.0,-0.5,-0.6,-1.44,-1.53,Autumn,2011-2020,Negative,Negative
2012,SON,0.3,10,2012-10-01,0.2,Neutral,0.4,0.4,0.3,0.3,-0.4,-0.5,-3.21,-0.85,Autumn,2011-2020,Negative,Negative
2012,OND,0.1,11,2012-11-01,-0.1,Neutral,0.3,0.2,0.4,0.4,-0.2,-0.3,-1.11,-0.98,Autumn,2011-2020,Negative,Negative
2012,NDJ,-0.1,12,2012-12-01,-0.4,Neutral,0.1,-0.1,0.4,0.4,0.1,0.0,0.6,1.06,Winter,2011-2020,Positive,Positive
2013,DJF,-0.3,1,2013-01-01,-0.6,La Nina,-0.1,-0.4,0.3,0.2,0.3,0.3,1.08,1.58,Winter,2011-2020,Positive,Positive
2013,JFM,-0.3,2,2013-02-01,-0.6,La Nina,-0.3,-0.6,0.1,-0.1,0.4,0.4,-0.26,1.06,Winter,2011-2020,Neutral,Positive
2013,FMA,-0.2,3,2013-03-01,-0.5,La Nina,-0.3,-0.6,-0.1,-0.4,0.4,0.4,-3.75,-0.81,Spring,2011-2020,Negative,Negative
2013,MAM,-0.2,4,2013-04-01,-0.4,Neutral,-0.2,-0.5,-0.3,-0.6,0.3,0.2,0.03,-0.98,Spring,2011-2020,Neutral,Negative
2013,AMJ,-0.3,5,2013-05-01,-0.4,Neutral,-0.2,-0.4,-0.3,-0.6,0.1,-0.1,1.23,1.9,Spring,2011-2020,Positive,Positive
2013,MJJ,-0.3,6,2013-06-01,-0.4,Neutral,-0.3,-0.4,-0.2,-0.5,-0.1,-0.4,1.4,-0.37,Summer,2011-2020,Positive,Neutral
2013,JJA,-0.4,7,2013-07-01,-0.4,Neutral,-0.3,-0.4,-0.2,-0.4,-0.3,-0.6,2.52,-2.27,Summer,2011-2020,Positive,Negative
2013,JAS,-0.3,8,2013-08-01,-0.3,Neutral,-0.4,-0.4,-0.3,-0.4,-0.3,-0.6,2.16,-1.93,Summer,2011-2020,Positive,Negative
2013,ASO,-0.2,9,2013-09-01,-0.3,Neutral,-0.3,-0.3,-0.3,-0.4,-0.2,-0.5,-0.57,0.03,Autumn,2011-2020,Negative,Neutral
2013,SON,-0.1,10,2013-10-01,-0.2,Neutral,-0.2,-0.3,-0.4,-0.4,-0.2,-0.4,-0.36,-0.64,Autumn,2011-2020,Neutral,Negative
2013,OND,-0.1,11,2013-11-01,-0.2,Neutral,-0.1,-0.2,-0.3,-0.3,-0.3,-0.4,0.04,1.17,Autumn,2011-2020,Neutral,Positive
2013,NDJ,-0.2,12,2013-12-01,-0.3,Neutral,-0.1,-0.2,-0.2,-0.3,-0.3,-0.4,3.54,-0.49,Winter,2011-2020,Positive,Neutral
2014,DJF,-0.3,1,2014-01-01,-0.5,La Nina,-0.2,-0.3,-0.1,-0.2,-0.4,-0.4,0.71,0.41,Winter,2011-2020,Positive,Neutral
2014,JFM,-0.3,2,2014-02-01,-0.5,La Nina,-0.3,-0.5,-0.1,-0.2,-0.3,-0.3,2.32,0.94,Winter,2011-2020,Positive,Positive
2014,FMA,-0.1,3,2014-03-01,-0.3,Neutral,-0.3,-0.5,-0.2,-0.3,-0.2,-0.3,1.64,0.13,Spring,2011-2020,Positive,Neutral
2014,MAM,0.2,4,2014-04-01,0.0,Neutral,-0.1,-0.3,-0.3,-0.5,-0.1,-0.2,0.84,-0.05,Spring,2011-2020,Positive,Neutral
2014,AMJ,0.3,5,2014-05-01,0.1,Neutral,0.2,0.0,-0.3,-0.5,-0.1,-0.2,-0.08,-1.13,Spring,2011-2020,Neutral,Negative
2014,MJJ,0.2,6,2014-06-01,0.0,Neutral,0.3,0.1,-0.1,-0.3,-0.2,-0.3,-1.98,-0.89,Summer,2011-2020,Negative,Negative
2014,JJA,0.1,7,2014-07-01,-0.1,Neutral,0.2,0.0,0.2,0.0,-0.3,-0.5,0.91,0.18,Summer,2011-2020,Positive,Neutral
2014,JAS,0.1,8,2014-08-01,-0.1,Neutral,0.1,-0.1,0.3,0.1,-0.3,-0.5,-1.14,-0.14,Summer,2011-2020,Negative,Neutral
2014,ASO,0.3,9,2014-09-01,0.1,Neutral,0.1,-0.1,0.2,0.0,-0.1,-0.3,-2.1,-1.56,Autumn,2011-2020,Negative,Negative
2014,SON,0.5,10,2014-10-01,0.4,Neutral,0.3,0.1,0.1,-0.1,0.2,0.0,0.31,-0.87,Autumn,2011-2020,Neutral,Negative
2014,OND,0.7,11,2014-11-01,0.5,El Nino,0.5,0.4,0.1,-0.1,0.3,0.1,-2.17,-2.18,Autumn,2011-2020,Negative,Negative
2014,NDJ,0.8,12,2014-12-01,0.6,El Nino,0.7,0.5,0.3,0.1,0.2,0.0,1.89,0.6,Winter,2011-2020,Positive,Positive
2015,DJF,0.7,1,2015-01-01,0.5,El Nino,0.8,0.6,0.5,0.4,0.1,-0.1,2.81,1.04,Winter,2011-2020,Positive,Positive
2015,JFM,0.6,2,2015-02-01,0.4,Neutral,0.7,0.5,0.7,0.5,0.1,-0.1,1.47,0.75,Winter,2011-2020,Positive,Positive
2015,FMA,0.7,3,2015-03-01,0.5,El Nino,0.6,0.4,0.8,0.6,0.3,0.1,1.99,-0.53,Spring,2011-2020,Positive,Negative
2015,MAM,0.8,4,2015-04-01,0.6,El Nino,0.7,0.5,0.7,0.5,0.5,0.4,1.03,-1.15,Spring,2011-2020,Positive,Negative
2015,AMJ,1.0,5,2015-05-01,0.8,El Nino,0.8,0.6,0.6,0.4,0.7,0.5,2.09,0.11,Spring,2011-2020,Positive,Neutral
2015,MJJ,1.3,6,2015-06-01,1.0,El Nino,1.0,0.8,0.7,0.5,0.8,0.6,0.28,-1.73,Summer,2011-2020,Neutral,Negative
2015,JJA,1.6,7,2015-07-01,1.3,El Nino,1.3,1.0,0.8,0.6,0.7,0.5,-2.16,-1.18,Summer,2011-2020,Negative,Negative
2015,JAS,1.9,8,2015-08-01,1.6,El Nino,1.6,1.3,1.0,0.8,0.6,0.4,1.47,-1.2,Summer,2011-2020,Positive,Negative
2015,ASO,2.2,9,2015-09-01,1.9,El Nino,1.9,1.6,1.3,1.0,0.7,0.5,-1.65,-0.71,Autumn,2011-2020,Negative,Negative
2015,SON,2.5,10,2015-10-01,2.2,El Nino,2.2,1.9,1.6,1.3,0.8,0.6,-1.13,-1.2,Autumn,2011-2020,Negative,Negative
2015,OND,2.6,11,2015-11-01,2.3,El Nino,2.5,2.2,1.9,1.6,1.0,0.8,3.54,0.85,Autumn,2011-2020,Positive,Positive
2015,NDJ,2.8,12,2015-12-01,2.4,El Nino,2.6,2.3,2.2,1.9,1.3,1.0,4.22,-1.19,Winter,2011-2020,Positive,Negative
2016,DJF,2.6,1,2016-01-01,2.2,El Nino,2.8,2.4,2.5,2.2,1.6,1.3,1.17,0.94,Winter,2011-2020,Positive,Positive
2016,JFM,2.3,2,2016-02-01,1.8,El Nino,2.6,2.2,2.6,2.3,1.9,1.6,1.61,1.37,Winter,2011-2020,Positive,Positive
2016,FMA,1.7,3,2016-03-01,1.3,El Nino,2.3,1.8,2.8,2.4,2.2,1.9,0.33,0.69,Spring,2011-2020,Neutral,Positive
2016,MAM,1.0,4,2016-04-01,0.5,El Nino,1.7,1.3,2.6,2.2,2.5,2.2,-2.06,-0.63,Spring,2011-2020,Negative,Negative
2016,AMJ,0.5,5,2016-05-01,-0.1,Neutral,1.0,0.5,2.3,1.8,2.6,2.3,-0.83,-0.82,Spring,2011-2020,Negative,Negative
2016,MJJ,0.0,6,2016-06-01,-0.6,La Nina,0.5,-0.1,1.7,1.3,2.8,2.4,-1.27,-0.21,Summer,2011-2020,Negative,Neutral
2016,JJA,-0.3,7,2016-07-01,-0.9,La Nina,0.0,-0.6,1.0,0.5,2.6,2.2,2.19,-1.68,Summer,2011-2020,Positive,Negative
2016,JAS,-0.5,8,2016-08-01,-1.0,La Nina,-0.3,-0.9,0.5,-0.1,2.3,1.8,2.14,-2.34,Summer,2011-2020,Positive,Negative
2016,ASO,-0.6,9,2016-09-01,-1.1,La Nina,-0.5,-1.0,0.0,-0.6,1.7,1.3,2.45,0.02,Autumn,2011-2020,Positive,Neutral
2016,SON,-0.6,10,2016-10-01,-1.1,La Nina,-0.6,-1.1,-0.3,-0.9,1.0,0.5,-1.47,-1.8,Autumn,2011-2020,Negative,Negative
2016,OND,-0.6,11,2016-11-01,-1.1,La Nina,-0.6,-1.1,-0.5,-1.0,0.5,-0.1,-1.61,-0.96,Autumn,2011-2020,Negative,Negative
2016,NDJ,-0.5,12,2016-12-01,-1.0,La Nina,-0.6,-1.1,-0.6,-1.1,0.0,-0.6,2.1,-1.54,Winter,2011-2020,Positive,Negative
2017,DJF,-0.2,1,2017-01-01,-0.7,La Nina,-0.5,-1.0,-0.6,-1.1,-0.3,-0.9,0.17,-0.5,Winter,2011-2020,Neutral,Negative
2017,JFM,0.0,2,2017-02-01,-0.5,La Nina,-0.2,-0.7,-0.6,-1.1,-0.5,-1.0,1.38,-0.74,Winter,2011-2020,Positive,Negative
2017,FMA,0.2,3,2017-03-01,-0.3,Neutral,0.0,-0.5,-0.5,-1.0,-0.6,-1.1,1.05,-0.01,Spring,2011-2020,Positive,Neutral
2017,MAM,0.3,4,2017-04-01,-0.1,Neutral,0.2,-0.3,-0.2,-0.7,-0.6,-1.1,1.5,-1.15,Spring,2011-2020,Positive,Negative
2017,AMJ,0.4,5,2017-05-01,0.1,Neutral,0.3,-0.1,0.0,-0.5,-0.6,-1.1,0.38,-1.86,Spring,2011-2020,Neutral,Negative
2017,MJJ,0.4,6,2017-06-01,0.1,Neutral,0.4,0.1,0.2,-0.3,-0.5,-1.0,-0.55,-1.34,Summer,2011-2020,Negative,Negative
2017,JJA,0.2,7,2017-07-01,-0.2,Neutral,0.4,0.1,0.3,-0.1,-0.2,-0.7,0.1,-1.27,Summer,2011-2020,Neutral,Negative
2017,JAS,-0.1,8,2017-08-01,-0.5,La Nina,0.2,-0.2,0.4,0.1,0.0,-0.5,-0.04,-1.89,Summer,2011-2020,Neutral,Negative
2017,ASO,-0.3,9,2017-09-01,-0.7,La Nina,-0.1,-0.5,0.4,0.1,0.2,-0.3,1.42,0.74,Autumn,2011-2020,Positive,Positive
2017,SON,-0.6,10,2017-10-01,-1.0,La Nina,-0.3,-0.7,0.2,-0.2,0.3,-0.1,1.36,0.82,Autumn,2011-2020,Positive,Positive
2017,OND,-0.8,11,2017-11-01,-1.1,La Nina,-0.6,-1.0,-0.1,-0.5,0.4,0.1,-0.9,0.65,Autumn,2011-2020,Negative,Positive
2017,NDJ,-0.9,12,2017-12-01,-1.3,La Nina,-0.8,-1.1,-0.3,-0.7,0.4,0.1,1.0,1.48,Winter,2011-2020,Positive,Positive
2018,DJF,-0.8,1,2018-01-01,-1.1,La Nina,-0.9,-1.3,-0.6,-1.0,0.2,-0.2,1.82,0.62,Winter,2011-2020,Positive,Positive
2018,JFM,-0.7,2,2018-02-01,-1.0,La Nina,-0.8,-1.1,-0.8,-1.1,-0.1,-0.5,-0.1,-0.31,Winter,2011-2020,Neutral,Neutral
2018,FMA,-0.6,3,2018-03-01,-0.9,La Nina,-0.7,-1.0,-0.9,-1.3,-0.3,-0.7,-1.12,0.83,Spring,2011-2020,Negative,Positive
2018,MAM,-0.4,4,2018-04-01,-0.7,La Nina,-0.6,-0.9,-0.8,-1.1,-0.6,-1.0,2.37,-1.72,Spring,2011-2020,Positive,Negative
2018,AMJ,-0.1,5,2018-05-01,-0.3,Neutral,-0.4,-0.7,-0.7,-1.0,-0.8,-1.1,2.01,-0.14,Spring,2011-2020,Positive,Neutral
2018,MJJ,0.1,6,2018-06-01,0.0,Neutral,-0.1,-0.3,-0.6,-0.9,-0.9,-1.3,-1.4,0.42,Summer,2011-2020,Negative,Neutral
2018,JJA,0.1,7,2018-07-01,0.1,Neutral,0.1,0.0,-0.4,-0.7,-0.8,-1.1,3.83,1.79,Summer,2011-2020,Positive,Positive
2018,JAS,0.3,8,2018-08-01,0.2,Neutral,0.1,0.1,-0.1,-0.3,-0.7,-1.0,1.26,-1.09,Summer,2011-2020,Positive,Negative
2018,ASO,0.5,9,2018-09-01,0.4,Neutral,0.3,0.2,0.1,0.0,-0.6,-0.9,0.45,-0.64,Autumn,2011-2020,Neutral,Negative
2018,SON,0.8,10,2018-10-01,0.7,El Nino,0.5,0.4,0.1,0.1,-0.4,-0.7,-1.17,-1.64,Autumn,2011-2020,Negative,Negative
2018,OND,1.0,11,2018-11-01,0.8,El Nino,0.8,0.7,0.3,0.2,-0.1,-0.3,-1.28,-1.12,Autumn,2011-2020,Negative,Negative
2018,NDJ,0.9,12,2018-12-01,0.7,El Nino,1.0,0.8,0.5,0.4,0.1,0.0,1.93,0.69,Winter,2011-2020,Positive,Positive
2019,DJF,0.9,1,2019-01-01,0.6,El Nino,0.9,0.7,0.8,0.7,0.1,0.1,-0.36,1.32,Winter,2011-2020,Neutral,Positive
2019,JFM,0.9,2,2019-02-01,0.6,El Nino,0.9,0.6,1.0,0.8,0.3,0.2,1.9,-0.08,Winter,2011-2020,Positive,Neutral
2019,FMA,0.8,3,2019-03-01,0.6,El Nino,0.9,0.6,0.9,0.7,0.5,0.4,2.39,0.36,Spring,2011-2020,Positive,Neutral
2019,MAM,0.8,4,2019-04-01,0.5,El Nino,0.8,0.6,0.9,0.6,0.8,0.7,1.7,-0.87,Spring,2011-2020,Positive,Negative
2019,AMJ,0.6,5,2019-05-01,0.3,Neutral,0.8,0.5,0.9,0.6,1.0,0.8,2.05,-0.12,Spring,2011-2020,Positive,Neutral
2019,MJJ,0.5,6,2019-06-01,0.2,Neutral,0.6,0.3,0.8,0.6,0.9,0.7,-2.82,-1.06,Summer,2011-2020,Negative,Negative
2019,JJA,0.3,7,2019-07-01,0.0,Neutral,0.5,0.2,0.8,0.5,0.9,0.6,-2.79,-0.39,Summer,2011-2020,Negative,Neutral
2019,JAS,0.2,8,2019-08-01,-0.1,Neutral,0.3,0.0,0.6,0.3,0.9,0.6,0.1,-0.93,Summer,2011-2020,Neutral,Negative
2019,ASO,0.2,9,2019-09-01,0.0,Neutral,0.2,-0.1,0.5,0.2,0.8,0.6,-0.32,-0.56,Autumn,2011-2020,Neutral,Negative
2019,SON,0.4,10,2019-10-01,0.1,Neutral,0.2,0.0,0.3,0.0,0.8,0.5,-1.11,0.27,Autumn,2011-2020,Negative,Neutral
2019,OND,0.6,11,2019-11-01,0.2,Neutral,0.4,0.1,0.2,-0.1,0.6,0.3,-1.84,2.36,Autumn,2011-2020,Negative,Positive
2019,NDJ,0.7,12,2019-12-01,0.2,Neutral,0.6,0.2,0.2,0.0,0.5,0.2,0.74,0.5,Winter,2011-2020,Positive,Positive
2020,DJF,0.6,1,2020-01-01,0.1,Neutral,0.7,0.2,0.4,0.1,0.3,0.0,3.11,-0.52,Winter,2011-2020,Positive,Negative
2020,JFM,0.6,2,2020-02-01,0.1,Neutral,0.6,0.1,0.6,0.2,0.2,-0.1,4.7,1.18,Winter,2011-2020,Positive,Positive
2020,FMA,0.5,3,2020-03-01,0.0,Neutral,0.6,0.1,0.7,0.2,0.2,0.0,0.36,-0.6,Spring,2011-2020,Neutral,Negative
2020,MAM,0.3,4,2020-04-01,-0.3,Neutral,0.5,0.0,0.6,0.1,0.4,0.1,-0.71,-1.78,Spring,2011-2020,Negative,Negative
2020,AMJ,0.0,5,2020-05-01,-0.6,La Nina,0.3,-0.3,0.6,0.1,0.6,0.2,-0.09,-1.19,Spring,2011-2020,Neutral,Negative
2020,MJJ,-0.2,6,2020-06-01,-0.8,La Nina,0.0,-0.6,0.5,0.0,0.7,0.2,-1.52,1.42,Summer,2011-2020,Negative,Positive
2020,JJA,-0.4,7,2020-07-01,-0.8,La Nina,-0.2,-0.8,0.3,-0.3,0.6,0.1,-1.23,-2.54,Summer,2011-2020,Negative,Negative
2020,JAS,-0.5,8,2020-08-01,-0.9,La Nina,-0.4,-0.8,0.0,-0.6,0.6,0.1,-1.36,0.17,Summer,2011-2020,Negative,Neutral
2020,ASO,-0.8,9,2020-09-01,-1.2,La Nina,-0.5,-0.9,-0.2,-0.8,0.5,0.0,0.49,0.09,Autumn,2011-2020,Neutral,Neutral
2020,SON,-1.1,10,2020-10-01,-1.5,La Nina,-0.8,-1.2,-0.4,-0.8,0.3,-0.3,-0.19,1.78,Autumn,2011-2020,Neutral,Positive
