tipus_resultat,descripcio,forca,p_valor,q_fdr
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_estacio,0.33248081841432225,0.0017253314966973856,0.02231428735728619
diferencia_booleanes,NAO Negative vs Positive · mes_molt_sec · subregio_estacio,0.28409090909090906,0.001761309485985044,0.022529277381171334
diferencia_booleanes,NAO Negative vs Positive · episodi_calid_i_sec · subregio_estacio,0.25,0.0018665696287987967,0.02361616356436738
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_humit · subregio_estacio,0.2797744890768147,0.0018892426823573104,0.023646005185633433
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_humit · subregio_estacio,0.24242424242424243,0.0023954039880726054,0.02845153308282156
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_estacio,0.3523608174770965,0.0024734806117178037,0.029082135677166904
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_humit · subregio_estacio,0.30759803921568624,0.0028194860812669805,0.03215086405492927
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_estacio,0.24387254901960784,0.0028610762411478514,0.03215086405492927
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_estacio,0.24387254901960784,0.0028610762411478514,0.03215086405492927
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.30324074074074076,0.003551188415454796,0.03780796448023852
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_calid · subregio_estacio,0.2608695652173913,0.003572917605520823,0.03780796448023852
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_estacio,0.32608695652173914,0.004148548707326208,0.041990527785458316
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_sec · subregio_estacio,0.30091613812544044,0.0044748126815751105,0.04490243070132266
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_periode,0.3177304964539007,0.00526224963544532,0.049798850208604487
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.3,0.006192888294630636,0.058133241733468226
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_estacio,0.319693094629156,0.0072269177592226355,0.06563831845355979
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_estacio,0.2971014492753623,0.007387130341422965,0.06563831845355979
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_estacio,0.28846153846153844,0.007376959758654074,0.06563831845355979
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_periode,0.3067669172932331,0.007511759858696921,0.06574201861295652
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.28787878787878785,0.007675596471443696,0.0666745842743318
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.24537037037037038,0.008169472514702632,0.0689077246892309
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_estacio,0.32276250880902035,0.008882914277084956,0.07274353641332663
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_estacio,0.26242236024844723,0.008845986277851707,0.07274353641332663
diferencia_booleanes,NAO Negative vs Positive · mes_molt_humit · subregio_periode,0.21759259259259264,0.008867450280835448,0.07274353641332663
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.26972555746140653,0.009433663851675019,0.07572954981620497
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_estacio,0.2691511387163561,0.010441627828631542,0.08268064484712323
diferencia_booleanes,NAO Negative vs Positive · mes_molt_fred · subregio_estacio,0.2691511387163561,0.010441627828631542,0.08268064484712323
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.27639751552795033,0.011342909561342651,0.08861172301612648
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_sec · subregio_estacio,0.2536764705882353,0.011896093300244125,0.0899159259836634
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_periode,0.25864661654135335,0.01218872858184975,0.091533419801762
diferencia_booleanes,RONI La Nina vs El Nino · mes_molt_fred · subregio_estacio,0.25806451612903225,0.013843821550294773,0.10038291460709899
diferencia_booleanes,RONI La Nina vs El Nino · mes_molt_humit · subregio_estacio,0.2352941176470588,0.013832594507252069,0.10038291460709899
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.22770154373927956,0.01376969964046547,0.10038291460709899
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.22770154373927956,0.01376969964046547,0.10038291460709899
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_estacio,0.29411764705882354,0.014182003511583347,0.10084516468239141
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_estacio,0.2289002557544757,0.014812177060557737,0.1038636993884892
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.26153846153846155,0.016837501107816955,0.11654472377270966
diferencia_booleanes,NAO Negative vs Positive · mes_molt_sec · subregio_estacio,0.24038461538461536,0.01810258449545101,0.12322461024973672
diferencia_booleanes,NAO Negative vs Positive · mes_molt_fred · subregio_estacio,0.2199792960662526,0.019109337232192627,0.1276898428493827
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.23958333333333337,0.019494616476402243,0.1288107740752829
diferencia_booleanes,NAO Negative vs Positive · mes_molt_calid · subregio_estacio,0.22692307692307692,0.020327864938966662,0.13218790384892287
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.2361111111111111,0.02064196149382889,0.13348468432676017
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.2784679089026916,0.021616783420937015,0.13601046433497668
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_estacio,0.24741200828157348,0.021493082448777914,0.13601046433497668
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_periode,0.23596491228070174,0.021616783420937015,0.13601046433497668
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_periode,0.2801418439716312,0.022147475873181468,0.1385648792587832
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_fred · subregio_periode,0.2323308270676692,0.02226085259569799,0.1385648792587832
diferencia_booleanes,NAO Negative vs Positive · mes_molt_humit · subregio_estacio,0.2267080745341615,0.023385715122036126,0.14326827580026344
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_calid · subregio_estacio,0.22378516624040917,0.024745023309149742,0.14830166174339343
diferencia_booleanes,RONI La Nina vs El Nino · mes_molt_fred · subregio_estacio,0.2258064516129032,0.025804660363517935,0.15192215853121235
diferencia_booleanes,NAO Negative vs Positive · mes_molt_calid · subregio_estacio,0.22348484848484848,0.025855507065402048,0.15192215853121235
diferencia_booleanes,NAO Negative vs Positive · mes_molt_humit · subregio_estacio,0.23863636363636365,0.026838660718217264,0.15389261613795513
diferencia_booleanes,NAO Negative vs Positive · mes_molt_sec · subregio_periode,0.2146892655367231,0.02671526903666554,0.15389261613795513
diferencia_booleanes,NAO Negative vs Positive · mes_molt_fred · subregio_periode,0.23472008217770926,0.029038912713876625,0.1632912772896251
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.21269296740994859,0.029223581991865397,0.1633148575439731
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_periode,0.23291416074357574,0.033708077642872446,0.17998257970781434
diferencia_booleanes,WEMO Negative vs Positive · mes_molt_calid · subregio_estacio,0.23017902813299235,0.0366871448794528,0.19149702529005858
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_estacio,0.21000704721634952,0.041117331876111295,0.20279904366014215
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_estacio,0.22499999999999998,0.042819954738090936,0.20767678047974103
diferencia_booleanes,RONI La Nina vs El Nino · sol_molt_sec · subregio_estacio,0.24532224532224534,0.044287822536779445,0.20955701395451737
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_estacio,0.23284313725490194,0.04411690164325779,0.20955701395451737
diferencia_booleanes,NAO Negative vs Positive · sol_molt_sec · subregio_periode,0.23061119671289165,0.0439556306930888,0.20955701395451737
diferencia_booleanes,RONI La Nina vs El Nino · sol_molt_sec · subregio_estacio,0.22383922383922383,0.046868472522518474,0.21821960806484603
diferencia_booleanes,RONI La Nina vs El Nino · mes_molt_humit · subregio_estacio,0.24901960784313723,0.049149212337364336,0.22435169866938073
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_periode,0.22556390977443608,0.053945997157728076,0.24126722438050108
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_estacio,0.21340629274965803,0.054098578662638126,0.24126722438050108
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_sec · subregio_periode,0.22263868065967019,0.054737822915672724,0.24318635829711086
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_estacio,0.2289002557544757,0.057272315241537274,0.24926822677336363
diferencia_booleanes,NAO Negative vs Positive · sol_molt_humit · subregio_periode,0.2116076014381099,0.06941812674090851,0.2855219064537721
diferencia_booleanes,WEMO Negative vs Positive · sol_molt_humit · subregio_periode,0.2098950524737631,0.08297545952428348,0.32410548619552343
diferencia_booleanes,RONI La Nina vs El Nino · sol_molt_sec · subregio_estacio,0.23137254901960783,0.09275060798347545,0.3405732103872727
diferencia_booleanes,RONI La Nina vs El Nino · sol_molt_humit · subregio_estacio,0.2117647058823529,0.12025665704538206,0.40479166321198135
diferencia_booleanes,RONI La Nina vs El Nino · sol_molt_humit · subregio_estacio,0.2117647058823529,0.12025665704538206,0.40479166321198135
