Data,Any,Mes,Estació,Subregió,Període,NAO,Fase NAO,Anomalia precipitació mensual (mm),Precipitació mensual (mm),Es hivern
2017-07,2017,7,Estiu,Golf del Lleó,2011-2020,0.1,Neutral,-13.810134464502331,33.222008228302,False
2017-08,2017,8,Estiu,Golf del Lleó,2011-2020,-0.04,Neutral,-13.018596832454207,42.44125294685364,False
2019-08,2019,8,Estiu,Golf del Lleó,2011-2020,0.1,Neutral,-6.660639111697677,48.79921066761017,False
1984-06,1984,6,Estiu,Llevant Ibèric,1981-1990,0.33,Neutral,-6.857796471565962,11.401655673980711,False
1990-06,1990,6,Estiu,Llevant Ibèric,1981-1990,0.42,Neutral,-8.01671640202403,10.242735743522644,False
1991-06,1991,6,Estiu,Llevant Ibèric,1991-2000,-0.31,Neutral,-6.424673359841108,11.834778785705566,False
1991-07,1991,7,Estiu,Llevant Ibèric,1991-2000,-0.28,Neutral,-1.7976196363568313,6.203044712543488,False
1993-06,1993,6,Estiu,Llevant Ibèric,1991-2000,0.16,Neutral,-3.8064949326217175,14.452957212924955,False
1994-07,1994,7,Estiu,Llevant Ibèric,1991-2000,-0.09,Neutral,-5.845469850301743,2.155194498598576,False
1996-08,1996,8,Estiu,Llevant Ibèric,1991-2000,-0.19,Neutral,8.555149292200802,25.72681951522827,False
2003-07,2003,7,Estiu,Llevant Ibèric,2001-2010,0.09,Neutral,-1.916158418357373,6.084505930542946,False
2004-06,2004,6,Estiu,Llevant Ibèric,2001-2010,-0.38,Neutral,-6.7745666317641735,11.4848855137825,False
2004-07,2004,7,Estiu,Llevant Ibèric,2001-2010,-0.3,Neutral,0.3858659014105789,8.386530250310898,False
2005-07,2005,7,Estiu,Llevant Ibèric,2001-2010,-0.08,Neutral,0.4741326317191117,8.47479698061943,False
2006-06,2006,6,Estiu,Llevant Ibèric,2001-2010,-0.41,Neutral,-6.16266356036067,12.096788585186005,False
2008-08,2008,8,Estiu,Llevant Ibèric,2001-2010,-0.21,Neutral,-7.6308746285736575,9.540795594453812,False
2010-07,2010,7,Estiu,Llevant Ibèric,2001-2010,0.06,Neutral,-3.6235089704394343,4.377155378460884,False
2012-08,2012,8,Estiu,Llevant Ibèric,2011-2020,-0.44,Neutral,-1.6841452665627017,15.487524956464767,False
2015-06,2015,6,Estiu,Llevant Ibèric,2011-2020,0.28,Neutral,-2.1955610923469067,16.063891053199768,False
2017-07,2017,7,Estiu,Llevant Ibèric,2011-2020,0.1,Neutral,-1.5775172963738449,6.423147052526474,False
2017-08,2017,8,Estiu,Llevant Ibèric,2011-2020,-0.04,Neutral,21.114579295367,38.28624951839447,False
2019-08,2019,8,Estiu,Llevant Ibèric,2011-2020,0.1,Neutral,3.519385432451962,20.69105565547943,False
1984-06,1984,6,Estiu,Mediterrani central occidental,1981-1990,0.33,Neutral,1.8495079376734795,15.20777463912964,False
1990-06,1990,6,Estiu,Mediterrani central occidental,1981-1990,0.42,Neutral,-3.9368770024739206,9.42138969898224,False
1991-06,1991,6,Estiu,Mediterrani central occidental,1991-2000,-0.31,Neutral,-2.230393042322248,11.127873659133911,False
1991-07,1991,7,Estiu,Mediterrani central occidental,1991-2000,-0.28,Neutral,0.9951753583503892,5.518972471356392,False
1993-06,1993,6,Estiu,Mediterrani central occidental,1991-2000,0.16,Neutral,-8.197200348135084,5.161066353321075,False
1994-07,1994,7,Estiu,Mediterrani central occidental,1991-2000,-0.09,Neutral,-3.49613318175543,1.0276639312505722,False
1996-08,1996,8,Estiu,Mediterrani central occidental,1991-2000,-0.19,Neutral,-4.099583360226825,4.354664176702499,False
2003-07,2003,7,Estiu,Mediterrani central occidental,2001-2010,0.09,Neutral,-3.6996856252895673,0.8241114877164364,False
2004-06,2004,6,Estiu,Mediterrani central occidental,2001-2010,-0.38,Neutral,-2.9928762218914926,10.365390479564669,False
2004-07,2004,7,Estiu,Mediterrani central occidental,2001-2010,-0.3,Neutral,-3.3659954178379845,1.1578016951680183,False
2005-07,2005,7,Estiu,Mediterrani central occidental,2001-2010,-0.08,Neutral,-2.2066376912640404,2.3171594217419624,False
2006-06,2006,6,Estiu,Mediterrani central occidental,2001-2010,-0.41,Neutral,-6.816106339450926,6.542160362005234,False
2008-08,2008,8,Estiu,Mediterrani central occidental,2001-2010,-0.21,Neutral,-6.894433337124065,1.5598141998052597,False
2010-07,2010,7,Estiu,Mediterrani central occidental,2001-2010,0.06,Neutral,-2.895943551813252,1.627853561192751,False
2012-08,2012,8,Estiu,Mediterrani central occidental,2011-2020,-0.44,Neutral,-7.668894442589954,0.7853530943393707,False
2015-06,2015,6,Estiu,Mediterrani central occidental,2011-2020,0.28,Neutral,-1.4761236808262763,11.882143020629885,False
2017-07,2017,7,Estiu,Mediterrani central occidental,2011-2020,0.1,Neutral,-2.404531996254809,2.119265116751194,False
2017-08,2017,8,Estiu,Mediterrani central occidental,2011-2020,-0.04,Neutral,-7.642018197895959,0.8122293390333652,False
2019-08,2019,8,Estiu,Mediterrani central occidental,2011-2020,0.1,Neutral,9.929833230702206,18.38408076763153,False
1981-09,1981,9,Tardor,Catalunya-Balears,1981-1990,0.27,Neutral,-5.704948380589485,54.490814208984375,False
1982-10,1982,10,Tardor,Catalunya-Balears,1981-1990,0.32,Neutral,17.12548680901527,93.57305932044984,False
1985-09,1985,9,Tardor,Catalunya-Balears,1981-1990,0.0,Neutral,-29.596181586384773,30.599581003189087,False
1985-10,1985,10,Tardor,Catalunya-Balears,1981-1990,0.14,Neutral,23.014535146951676,99.46210765838624,False
1996-10,1996,10,Tardor,Catalunya-Balears,1991-2000,-0.07,Neutral,7.629642206430432,84.07721471786499,False
1996-11,1996,11,Tardor,Catalunya-Balears,1991-2000,-0.05,Neutral,13.988924391567709,84.1822099685669,False
1999-11,1999,11,Tardor,Catalunya-Balears,1991-2000,0.3,Neutral,6.2920216396451,76.48530721664429,False
2000-11,2000,11,Tardor,Catalunya-Balears,1991-2000,-0.24,Neutral,-18.664949767291542,51.52833580970764,False
2001-11,2001,11,Tardor,Catalunya-Balears,2001-2010,0.01,Neutral,66.7130569294095,136.9063425064087,False
2002-11,2002,11,Tardor,Catalunya-Balears,2001-2010,-0.27,Neutral,1.7990855053067207,71.99237108230591,False
2003-09,2003,9,Tardor,Catalunya-Balears,2001-2010,0.35,Neutral,29.465313479304317,89.66107606887817,False
2003-11,2003,11,Tardor,Catalunya-Balears,2001-2010,0.31,Neutral,-15.87657891958952,54.31670665740967,False
2005-10,2005,10,Tardor,Catalunya-Balears,2001-2010,-0.45,Neutral,25.54867168068885,101.9962441921234,False
2007-10,2007,10,Tardor,Catalunya-Balears,2001-2010,-0.02,Neutral,27.09221788048744,103.539790391922,False
2008-10,2008,10,Tardor,Catalunya-Balears,2001-2010,0.01,Neutral,19.89107914566993,96.33865165710448,False
2013-10,2013,10,Tardor,Catalunya-Balears,2011-2020,-0.36,Neutral,-44.64303521513939,31.80453729629517,False
2013-11,2013,11,Tardor,Catalunya-Balears,2011-2020,0.04,Neutral,62.87666834145784,133.06995391845703,False
2014-10,2014,10,Tardor,Catalunya-Balears,2011-2020,0.31,Neutral,-51.30425022244454,25.14332228899002,False
2018-09,2018,9,Tardor,Catalunya-Balears,2011-2020,0.45,Neutral,-6.904128268361092,53.29163432121277,False
2019-09,2019,9,Tardor,Catalunya-Balears,2011-2020,-0.32,Neutral,27.14674763381481,87.34251022338867,False
2020-09,2020,9,Tardor,Catalunya-Balears,2011-2020,0.49,Neutral,0.1554494351148605,60.35121202468872,False
2020-10,2020,10,Tardor,Catalunya-Balears,2011-2020,-0.19,Neutral,-28.514757913351065,47.932814598083496,False
1981-09,1981,9,Tardor,Golf del Lleó,1981-1990,0.27,Neutral,40.37978992983699,122.70913124084473,False
1982-10,1982,10,Tardor,Golf del Lleó,1981-1990,0.32,Neutral,17.293947198987013,129.3663215637207,False
1985-09,1985,9,Tardor,Golf del Lleó,1981-1990,0.0,Neutral,-75.73475896194577,6.594582349061966,False
1985-10,1985,10,Tardor,Golf del Lleó,1981-1990,0.14,Neutral,-64.45258607566356,47.61978828907013,False
1996-10,1996,10,Tardor,Golf del Lleó,1991-2000,-0.07,Neutral,-17.265480300784105,94.80689406394958,False
1996-11,1996,11,Tardor,Golf del Lleó,1991-2000,-0.05,Neutral,113.30350752174854,220.55520057678223,False
1999-11,1999,11,Tardor,Golf del Lleó,1991-2000,0.3,Neutral,1.8214022666215897,109.07309532165527,False
2000-11,2000,11,Tardor,Golf del Lleó,1991-2000,-0.24,Neutral,58.046697333455086,165.29839038848877,False
2001-11,2001,11,Tardor,Golf del Lleó,2001-2010,0.01,Neutral,-57.104165598750114,50.14752745628357,False
2002-11,2002,11,Tardor,Golf del Lleó,2001-2010,-0.27,Neutral,82.55613680183887,189.80782985687256,False
2003-09,2003,9,Tardor,Golf del Lleó,2001-2010,0.35,Neutral,7.67511473223567,90.00445604324341,False
2003-11,2003,11,Tardor,Golf del Lleó,2001-2010,0.31,Neutral,14.608486846089365,121.86017990112305,False
2005-10,2005,10,Tardor,Golf del Lleó,2001-2010,-0.45,Neutral,-1.0197160452604237,111.05265831947328,False
2007-10,2007,10,Tardor,Golf del Lleó,2001-2010,-0.02,Neutral,-60.76039077937602,51.31198358535767,False
2008-10,2008,10,Tardor,Golf del Lleó,2001-2010,0.01,Neutral,-11.406505843996996,100.6658685207367,False
2013-10,2013,10,Tardor,Golf del Lleó,2011-2020,-0.36,Neutral,-8.158859273791307,103.91351509094238,False
2013-11,2013,11,Tardor,Golf del Lleó,2011-2020,0.04,Neutral,8.526188090443611,115.7778811454773,False
2014-10,2014,10,Tardor,Golf del Lleó,2011-2020,0.31,Neutral,-31.223072311282152,80.84930205345154,False
2018-09,2018,9,Tardor,Golf del Lleó,2011-2020,0.45,Neutral,-62.067848581820726,20.26149272918701,False
2019-09,2019,9,Tardor,Golf del Lleó,2011-2020,-0.32,Neutral,-14.05745877698064,68.2718825340271,False
2020-09,2020,9,Tardor,Golf del Lleó,2011-2020,0.49,Neutral,-12.92758359387517,69.40175771713257,False
2020-10,2020,10,Tardor,Golf del Lleó,2011-2020,-0.19,Neutral,-4.131590387225145,107.94078397750854,False
1981-09,1981,9,Tardor,Llevant Ibèric,1981-1990,0.27,Neutral,-22.84487057849765,16.082782745361328,False
1982-10,1982,10,Tardor,Llevant Ibèric,1981-1990,0.32,Neutral,51.60861370712519,100.08357048034668,False
1985-09,1985,9,Tardor,Llevant Ibèric,1981-1990,0.0,Neutral,-15.028940331190825,23.898712992668152,False
1985-10,1985,10,Tardor,Llevant Ibèric,1981-1990,0.14,Neutral,2.211720682680607,50.6866774559021,False
1996-10,1996,10,Tardor,Llevant Ibèric,1991-2000,-0.07,Neutral,-24.62127109616995,23.853685677051544,False
1996-11,1996,11,Tardor,Llevant Ibèric,1991-2000,-0.05,Neutral,-4.696800135076046,47.8283679485321,False
1999-11,1999,11,Tardor,Llevant Ibèric,1991-2000,0.3,Neutral,-1.002933405339718,51.52223467826843,False
2000-11,2000,11,Tardor,Llevant Ibèric,1991-2000,-0.24,Neutral,-20.40176691859961,32.123401165008545,False
2001-11,2001,11,Tardor,Llevant Ibèric,2001-2010,0.01,Neutral,42.22123322635889,94.74640130996704,False
2002-11,2002,11,Tardor,Llevant Ibèric,2001-2010,-0.27,Neutral,-5.730330370366573,46.79483771324158,False
2003-09,2003,9,Tardor,Llevant Ibèric,2001-2010,0.35,Neutral,6.773697841912508,45.70135116577149,False
2003-11,2003,11,Tardor,Llevant Ibèric,2001-2010,0.31,Neutral,25.59389767795801,78.11906576156616,False
2005-10,2005,10,Tardor,Llevant Ibèric,2001-2010,-0.45,Neutral,-29.525484822690487,18.94947195053101,False
2007-10,2007,10,Tardor,Llevant Ibèric,2001-2010,-0.02,Neutral,83.64061567932367,132.11557245254517,False
2008-10,2008,10,Tardor,Llevant Ibèric,2001-2010,0.01,Neutral,59.038917042315006,107.5138738155365,False
2013-10,2013,10,Tardor,Llevant Ibèric,2011-2020,-0.36,Neutral,-29.438348911702636,19.03660786151886,False
2013-11,2013,11,Tardor,Llevant Ibèric,2011-2020,0.04,Neutral,-19.25407113879919,33.27109694480896,False
2014-10,2014,10,Tardor,Llevant Ibèric,2011-2020,0.31,Neutral,-24.118544302880764,24.35641247034073,False
2018-09,2018,9,Tardor,Llevant Ibèric,2011-2020,0.45,Neutral,19.153576601296663,58.08122992515564,False
2019-09,2019,9,Tardor,Llevant Ibèric,2011-2020,-0.32,Neutral,52.03398655727506,90.96163988113403,False
2020-09,2020,9,Tardor,Llevant Ibèric,2011-2020,0.49,Neutral,-28.28245748206973,10.645195841789246,False
2020-10,2020,10,Tardor,Llevant Ibèric,2011-2020,-0.19,Neutral,-35.44675227254629,13.0282045006752,False
1981-09,1981,9,Tardor,Mediterrani central occidental,1981-1990,0.27,Neutral,-11.057172182947395,26.49060845375061,False
1982-10,1982,10,Tardor,Mediterrani central occidental,1981-1990,0.32,Neutral,19.8553119957447,84.65291261672974,False
1985-09,1985,9,Tardor,Mediterrani central occidental,1981-1990,0.0,Neutral,-17.43643081560731,20.1113498210907,False
1985-10,1985,10,Tardor,Mediterrani central occidental,1981-1990,0.14,Neutral,16.094339972734446,80.89194059371948,False
1996-10,1996,10,Tardor,Mediterrani central occidental,1991-2000,-0.07,Neutral,3.3279663383960667,68.1255669593811,False
1996-11,1996,11,Tardor,Mediterrani central occidental,1991-2000,-0.05,Neutral,-22.886435754597187,62.96823978424072,False
1999-11,1999,11,Tardor,Mediterrani central occidental,1991-2000,0.3,Neutral,27.99911045283079,113.8537859916687,False
2000-11,2000,11,Tardor,Mediterrani central occidental,1991-2000,-0.24,Neutral,1.3267161771655085,87.18139171600342,False
2001-11,2001,11,Tardor,Mediterrani central occidental,2001-2010,0.01,Neutral,37.05939077585936,122.91406631469728,False
2002-11,2002,11,Tardor,Mediterrani central occidental,2001-2010,-0.27,Neutral,12.8054406568408,98.66011619567873,False
2003-09,2003,9,Tardor,Mediterrani central occidental,2001-2010,0.35,Neutral,16.40043341740966,53.94821405410767,False
2003-11,2003,11,Tardor,Mediterrani central occidental,2001-2010,0.31,Neutral,-21.18884778767824,64.66582775115967,False
2005-10,2005,10,Tardor,Mediterrani central occidental,2001-2010,-0.45,Neutral,-14.657500618696218,50.14010000228882,False
2007-10,2007,10,Tardor,Mediterrani central occidental,2001-2010,-0.02,Neutral,25.42916477322578,90.22676539421082,False
2008-10,2008,10,Tardor,Mediterrani central occidental,2001-2010,0.01,Neutral,8.600378161668772,73.39797878265381,False
2013-10,2013,10,Tardor,Mediterrani central occidental,2011-2020,-0.36,Neutral,-30.546613329648977,34.25098729133606,False
2013-11,2013,11,Tardor,Mediterrani central occidental,2011-2020,0.04,Neutral,61.43682264536619,147.2914981842041,False
2014-10,2014,10,Tardor,Mediterrani central occidental,2011-2020,0.31,Neutral,-46.30544900298119,18.492151618003845,False
2018-09,2018,9,Tardor,Mediterrani central occidental,2011-2020,0.45,Neutral,-9.974226716905832,27.57355391979217,False
2019-09,2019,9,Tardor,Mediterrani central occidental,2011-2020,-0.32,Neutral,-5.876120690256357,31.67165994644165,False
2020-09,2020,9,Tardor,Mediterrani central occidental,2011-2020,0.49,Neutral,40.821388598531485,78.36916923522949,False
2020-10,2020,10,Tardor,Mediterrani central occidental,2011-2020,-0.19,Neutral,-16.659501665830618,48.13809895515442,False
1981-01,1981,1,Hivern,Catalunya-Balears,1981-1990,1.0,Positiva,0.6704330727458014,51.8620902299881,True
1981-02,1981,2,Hivern,Catalunya-Balears,1981-1990,1.04,Positiva,-1.2585883669555216,40.65636777877808,True
1982-02,1982,2,Hivern,Catalunya-Balears,1981-1990,2.25,Positiva,31.56627840474248,73.48123455047607,True
1982-12,1982,12,Hivern,Catalunya-Balears,1981-1990,2.64,Positiva,-6.503252101317045,45.308430552482605,True
1983-01,1983,1,Hivern,Catalunya-Balears,1981-1990,4.82,Positiva,-48.73435212820768,2.4573050290346146,True
1983-12,1983,12,Hivern,Catalunya-Balears,1981-1990,0.83,Positiva,-6.662254166975615,45.14942848682404,True
1984-01,1984,1,Hivern,Catalunya-Balears,1981-1990,2.53,Positiva,-21.7463988378644,29.4452583193779,True
1984-02,1984,2,Hivern,Catalunya-Balears,1981-1990,1.73,Positiva,20.342680639773604,62.2576367855072,True
1984-12,1984,12,Hivern,Catalunya-Balears,1981-1990,1.52,Positiva,-16.65670139826834,35.15498125553131,True
1986-01,1986,1,Hivern,Catalunya-Balears,1981-1990,1.46,Positiva,11.829834847152236,63.02149200439453,True
1986-12,1986,12,Hivern,Catalunya-Balears,1981-1990,3.42,Positiva,-0.8396211389452191,50.97206151485443,True
1988-01,1988,1,Hivern,Catalunya-Balears,1981-1990,0.53,Positiva,9.176662950217723,60.36832010746002,True
1988-12,1988,12,Hivern,Catalunya-Balears,1981-1990,1.85,Positiva,-26.51917905844748,25.292503595352173,True
1989-01,1989,1,Hivern,Catalunya-Balears,1981-1990,3.53,Positiva,-30.71573618203401,20.47592097520828,True
1989-02,1989,2,Hivern,Catalunya-Balears,1981-1990,3.61,Positiva,-14.531680875271562,27.38327527046204,True
1990-01,1990,1,Hivern,Catalunya-Balears,1981-1990,3.5,Positiva,-2.2368479683995237,48.95480918884277,True
1990-02,1990,2,Hivern,Catalunya-Balears,1981-1990,5.11,Positiva,-26.90697079226375,15.007985353469849,True
1991-01,1991,1,Hivern,Catalunya-Balears,1991-2000,1.87,Positiva,14.068908838927747,65.26056599617004,True
1991-12,1991,12,Hivern,Catalunya-Balears,1991-2000,1.24,Positiva,3.0053419347852497,54.8170245885849,True
1992-01,1992,1,Hivern,Catalunya-Balears,1991-2000,0.64,Positiva,20.58716574162245,71.77882289886475,True
1992-02,1992,2,Hivern,Catalunya-Balears,1991-2000,3.18,Positiva,-16.10302060171962,25.811935544013977,True
1993-01,1993,1,Hivern,Catalunya-Balears,1991-2000,3.91,Positiva,-45.63558845371008,5.556068703532219,True
1993-12,1993,12,Hivern,Catalunya-Balears,1991-2000,2.17,Positiva,-31.39975274838507,20.41192990541458,True
1994-01,1994,1,Hivern,Catalunya-Balears,1991-2000,1.28,Positiva,-22.076755137741564,29.11490201950073,True
1994-12,1994,12,Hivern,Catalunya-Balears,1991-2000,2.86,Positiva,-27.13554765023291,24.676135003566745,True
1995-01,1995,1,Hivern,Catalunya-Balears,1991-2000,2.7,Positiva,-18.367165179550646,32.82449197769165,True
1995-02,1995,2,Hivern,Catalunya-Balears,1991-2000,3.13,Positiva,-23.07879739329219,18.836158752441406,True
1997-02,1997,2,Hivern,Catalunya-Balears,1991-2000,5.26,Positiva,-30.470487766712907,11.444468379020693,True
1998-02,1998,2,Hivern,Catalunya-Balears,1991-2000,2.44,Positiva,-16.495218806713822,25.419737339019772,True
1998-12,1998,12,Hivern,Catalunya-Balears,1991-2000,1.95,Positiva,24.62403898201883,76.43572163581848,True
1999-01,1999,1,Hivern,Catalunya-Balears,1991-2000,0.9,Positiva,-0.1858521416783318,51.005805015563965,True
1999-02,1999,2,Hivern,Catalunya-Balears,1991-2000,1.8,Positiva,-22.39778547808528,19.517170667648315,True
1999-12,1999,12,Hivern,Catalunya-Balears,1991-2000,2.13,Positiva,-22.66089559830725,29.1507870554924,True
2000-02,2000,2,Hivern,Catalunya-Balears,1991-2000,4.37,Positiva,-31.98352348133922,9.93143266439438,True
2002-01,2002,1,Hivern,Catalunya-Balears,2001-2010,2.31,Positiva,-23.653850825130935,27.53780633211136,True
2002-02,2002,2,Hivern,Catalunya-Balears,2001-2010,3.01,Positiva,-22.496866517513997,19.418089628219604,True
2003-02,2003,2,Hivern,Catalunya-Balears,2001-2010,1.34,Positiva,58.86048120930791,100.7754373550415,True
2004-12,2004,12,Hivern,Catalunya-Balears,2001-2010,1.27,Positiva,45.94953970871866,97.76122236251832,True
2005-01,2005,1,Hivern,Catalunya-Balears,2001-2010,1.82,Positiva,-25.650583954155444,25.541073203086853,True
2006-12,2006,12,Hivern,Catalunya-Balears,2001-2010,3.03,Positiva,27.38029651604593,79.19197916984558,True
2007-01,2007,1,Hivern,Catalunya-Balears,2001-2010,1.76,Positiva,-31.659641416370867,19.53201574087143,True
2007-12,2007,12,Hivern,Catalunya-Balears,2001-2010,1.36,Positiva,-23.10299421586096,28.70868843793869,True
2008-01,2008,1,Hivern,Catalunya-Balears,2001-2010,1.85,Positiva,-19.714270325005053,31.477386832237244,True
2008-02,2008,2,Hivern,Catalunya-Balears,2001-2010,1.79,Positiva,-24.48313831612468,17.431817829608917,True
2009-01,2009,1,Hivern,Catalunya-Balears,2001-2010,0.6,Positiva,6.5249618574976935,57.71661901473999,True
2011-02,2011,2,Hivern,Catalunya-Balears,2011-2020,2.79,Positiva,-10.987662845104936,30.927293300628666,True
2011-12,2011,12,Hivern,Catalunya-Balears,2011-2020,3.2,Positiva,-38.61665089167654,13.195031762123108,True
2012-01,2012,1,Hivern,Catalunya-Balears,2011-2020,2.05,Positiva,-27.312385769188403,23.87927138805389,True
2012-02,2012,2,Hivern,Catalunya-Balears,2011-2020,1.28,Positiva,-6.058595352619889,35.85636079311371,True
2012-12,2012,12,Hivern,Catalunya-Balears,2011-2020,0.6,Positiva,-36.264666808024046,15.547015845775604,True
2013-01,2013,1,Hivern,Catalunya-Balears,2011-2020,1.08,Positiva,2.3030627056956305,53.49471986293793,True
2013-12,2013,12,Hivern,Catalunya-Balears,2011-2020,3.54,Positiva,-9.359084558859465,42.452598094940186,True
2014-01,2014,1,Hivern,Catalunya-Balears,2011-2020,0.71,Positiva,0.44908812493086,51.64074528217316,True
2014-02,2014,2,Hivern,Catalunya-Balears,2011-2020,2.32,Positiva,-10.2462173037231,31.668738842010494,True
2014-12,2014,12,Hivern,Catalunya-Balears,2011-2020,1.89,Positiva,15.94722537957132,67.75890803337097,True
2015-01,2015,1,Hivern,Catalunya-Balears,2011-2020,2.81,Positiva,-13.067255230247971,38.12440192699432,True
2015-02,2015,2,Hivern,Catalunya-Balears,2011-2020,1.47,Positiva,32.00011343434453,73.91506958007812,True
2015-12,2015,12,Hivern,Catalunya-Balears,2011-2020,4.22,Positiva,-44.50434159971773,7.307341054081917,True
2016-01,2016,1,Hivern,Catalunya-Balears,2011-2020,1.17,Positiva,-29.19864043742418,21.993016719818115,True
2016-02,2016,2,Hivern,Catalunya-Balears,2011-2020,1.61,Positiva,6.261850304156539,48.17680644989014,True
2016-12,2016,12,Hivern,Catalunya-Balears,2011-2020,2.1,Positiva,7.048885750398043,58.86056840419769,True
2017-02,2017,2,Hivern,Catalunya-Balears,2011-2020,1.38,Positiva,-0.16148715540767,41.75346899032593,True
2017-12,2017,12,Hivern,Catalunya-Balears,2011-2020,1.0,Positiva,-4.5109923604875775,47.30069029331207,True
2018-01,2018,1,Hivern,Catalunya-Balears,2011-2020,1.82,Positiva,-2.841448278725146,48.35020887851715,True
2018-12,2018,12,Hivern,Catalunya-Balears,2011-2020,1.93,Positiva,-32.90984554328024,18.90183711051941,True
2019-02,2019,2,Hivern,Catalunya-Balears,2011-2020,1.9,Positiva,-32.00607948824764,9.908876657485962,True
2019-12,2019,12,Hivern,Catalunya-Balears,2011-2020,0.74,Positiva,20.27056198082865,72.0822446346283,True
2020-01,2020,1,Hivern,Catalunya-Balears,2011-2020,3.11,Positiva,54.52633514851332,105.71799230575562,True
2020-02,2020,2,Hivern,Catalunya-Balears,2011-2020,4.7,Positiva,-36.62109132930637,5.293864816427231,True
1981-01,1981,1,Hivern,Golf del Lleó,1981-1990,1.0,Positiva,5.44738731235266,84.58342266082764,True
1981-02,1981,2,Hivern,Golf del Lleó,1981-1990,1.04,Positiva,-13.430302269011731,51.60776662826538,True
1982-02,1982,2,Hivern,Golf del Lleó,1981-1990,2.25,Positiva,-4.1750003166496725,60.86306858062744,True
1982-12,1982,12,Hivern,Golf del Lleó,1981-1990,2.64,Positiva,5.089134189486501,90.16302561759947,True
1983-01,1983,1,Hivern,Golf del Lleó,1981-1990,4.82,Positiva,-60.17915948778391,18.95687586069107,True
1983-12,1983,12,Hivern,Golf del Lleó,1981-1990,0.83,Positiva,12.273628446459767,97.34751987457275,True
1984-01,1984,1,Hivern,Golf del Lleó,1981-1990,2.53,Positiva,20.68735060542822,99.8233859539032,True
1984-02,1984,2,Hivern,Golf del Lleó,1981-1990,1.73,Positiva,7.354506128281358,72.39257502555847,True
1984-12,1984,12,Hivern,Golf del Lleó,1981-1990,1.52,Positiva,-12.06294110119343,73.01095032691956,True
1986-01,1986,1,Hivern,Golf del Lleó,1981-1990,1.46,Positiva,74.62630138248205,153.76233673095703,True
1986-12,1986,12,Hivern,Golf del Lleó,1981-1990,3.42,Positiva,-16.471872594952586,68.6020188331604,True
1988-01,1988,1,Hivern,Golf del Lleó,1981-1990,0.53,Positiva,48.69890556186438,127.83494091033936,True
1988-12,1988,12,Hivern,Golf del Lleó,1981-1990,1.85,Positiva,-41.0752933293581,43.99859809875488,True
1989-01,1989,1,Hivern,Golf del Lleó,1981-1990,3.53,Positiva,-57.43769499212503,21.698340356349945,True
1989-02,1989,2,Hivern,Golf del Lleó,1981-1990,3.61,Positiva,-2.698851711302993,62.33921718597412,True
1990-01,1990,1,Hivern,Golf del Lleó,1981-1990,3.5,Positiva,-45.89791848808527,33.23811686038971,True
1990-02,1990,2,Hivern,Golf del Lleó,1981-1990,5.11,Positiva,21.176207416504624,86.21427631378174,True
1991-01,1991,1,Hivern,Golf del Lleó,1991-2000,1.87,Positiva,-44.130181814730165,35.00585353374481,True
1991-12,1991,12,Hivern,Golf del Lleó,1991-2000,1.24,Positiva,-56.29570010006428,28.778191328048703,True
1992-01,1992,1,Hivern,Golf del Lleó,1991-2000,0.64,Positiva,-29.774012948572636,49.36202239990234,True
1992-02,1992,2,Hivern,Golf del Lleó,1991-2000,3.18,Positiva,-27.509734518080947,37.52833437919617,True
1993-01,1993,1,Hivern,Golf del Lleó,1991-2000,3.91,Positiva,-71.28329893499613,7.852736413478851,True
1993-12,1993,12,Hivern,Golf del Lleó,1991-2000,2.17,Positiva,-0.3597002297639875,84.714191198349,True
1994-01,1994,1,Hivern,Golf del Lleó,1991-2000,1.28,Positiva,32.84498867839575,111.98102402687071,True
1994-12,1994,12,Hivern,Golf del Lleó,1991-2000,2.86,Positiva,-47.0131036311388,38.06078779697418,True
1995-01,1995,1,Hivern,Golf del Lleó,1991-2000,2.7,Positiva,0.5397792801260977,79.67581462860107,True
1995-02,1995,2,Hivern,Golf del Lleó,1991-2000,3.13,Positiva,16.419703357666734,81.45777225494385,True
1997-02,1997,2,Hivern,Golf del Lleó,1991-2000,5.26,Positiva,-38.32275450900197,26.715314388275143,True
1998-02,1998,2,Hivern,Golf del Lleó,1991-2000,2.44,Positiva,-43.379912979155776,21.658155918121334,True
1998-12,1998,12,Hivern,Golf del Lleó,1991-2000,1.95,Positiva,-28.069518592953685,57.0043728351593,True
1999-01,1999,1,Hivern,Golf del Lleó,1991-2000,0.9,Positiva,24.132247541844848,103.26828289031982,True
1999-02,1999,2,Hivern,Golf del Lleó,1991-2000,1.8,Positiva,-17.922885067015883,47.11518383026123,True
1999-12,1999,12,Hivern,Golf del Lleó,1991-2000,2.13,Positiva,-10.649505642056468,74.42438578605652,True
2000-02,2000,2,Hivern,Golf del Lleó,1991-2000,4.37,Positiva,-23.293205744773147,41.74486315250397,True
2002-01,2002,1,Hivern,Golf del Lleó,2001-2010,2.31,Positiva,-44.48244681507349,34.65358853340149,True
2002-02,2002,2,Hivern,Golf del Lleó,2001-2010,3.01,Positiva,10.146509044617416,75.18457794189453,True
2003-02,2003,2,Hivern,Golf del Lleó,2001-2010,1.34,Positiva,0.795687549561265,65.83375644683838,True
2004-12,2004,12,Hivern,Golf del Lleó,2001-2010,1.27,Positiva,-13.186679866909984,71.887211561203,True
